"raw_speciesname_europe","RLCNum_species","raw_country_code","raw_red_list_category","Country.x","RLCNum","Country.y","EU","Area","Npeople","sqrtArea"
"Boloria selene",10.9310344827586,"PL","LC","Poland",1,"Poland","EU",312685,38170712,559.182438923112
"Boloria selene",10.9310344827586,"PT","No Red List available",,,"Portugal","EU",91568,10329506,302.602048902515
"Boloria selene",10.9310344827586,"RO","NT",,,"Romania","EU",238392,19679306,488.254032241414
"Boloria selene",10.9310344827586,"RS","NT","Serbia",20,"Serbia",,88361,8790574,297.255782113654
"Boloria selene",10.9310344827586,"RU","No Red List available",,,"Russia",,3972400,,1993.08805625843
"Boloria selene",10.9310344827586,"SE","LC","Sweden",1,"Sweden","EU",449964,9910701,670.793559897529
"Boloria selene",10.9310344827586,"SI","VU","Slovenia",30,"Slovenia","EU",20273,2079976,142.383285535908
"Boloria selene",10.9310344827586,"SK","LC","Slovakia",1,"Slovakia","EU",49036,5447662,221.440736992993
"Boloria selene",10.9310344827586,"UA","LC","Ukraine",1,"Ukraine",,603628,44222947,776.935003716527
"Boloria thore",13.7,"AT","VU","Austria",30,"Austria","EU",83858,8735453,289.58245803225
"Boloria thore",13.7,"BY","CR","Belarus",80,"Belarus",,207600,9468338,455.631429995781
"Boloria thore",13.7,"CH","LC","Switzerland",1,"Switzerland",,41290,8476005,203.199409447961
"Boloria thore",13.7,"DE","DD","Germany",1,"Germany","EU",357168,82114224,597.6353403205
"Boloria thore",13.7,"FI","NT","Finland",20,"Finland","EU",338145,5523231,581.502364569569
"Boloria thore",13.7,"IT","LC","Italy",1,"Italy","EU",301318,59359900,548.924402809713
"Boloria thore",13.7,"LI","No Red List available",,,"Liechtenstein",,160,37922,12.6491106406735
"Boloria thore",13.7,"LT","DD","Lithuania",1,"Lithuania","EU",65300,2890297,255.538646783613
"Boloria thore",13.7,"NO","LC","Norway",1,"Norway",,385178,5305383,620.627102211948
"Boloria thore",13.7,"RU","No Red List available",,,"Russia",,3972400,,1993.08805625843
"Boloria thore",13.7,"SE","LC","Sweden",1,"Sweden","EU",449964,9910701,670.793559897529
"Boloria thore",13.7,"SI","LC","Slovenia",1,"Slovenia","EU",20273,2079976,142.383285535908
"Boloria titania",24.0714285714286,"AL","Unknown","Albania",1,"Albania",,28748,2930187,169.552351797314
"Boloria titania",24.0714285714286,"AT","NT","Austria",20,"Austria","EU",83858,8735453,289.58245803225
"Boloria titania",24.0714285714286,"BA","NT","Bosnia and Herzegovina",20,"Bosnia and Herzegovina",,51129,3507017,226.117226234535
"Boloria titania",24.0714285714286,"CH","LC","Switzerland",1,"Switzerland",,41290,8476005,203.199409447961
"Boloria titania",24.0714285714286,"DE","NT","Germany",20,"Germany","EU",357168,82114224,597.6353403205
"Boloria titania",24.0714285714286,"EE","LC","Estonia",1,"Estonia","EU",45339,1309632,212.92956581931
"Boloria titania",24.0714285714286,"FI","EN","Finland",50,"Finland","EU",338145,5523231,581.502364569569
"Boloria titania",24.0714285714286,"FR","LC","France",1,"France","EU",551394,64979548,742.559088557941
"Boloria titania",24.0714285714286,"HR","DD","Croatia",1,"Croatia","EU",56594,4189353,237.894934792652
"Boloria titania",24.0714285714286,"IT","LC","Italy",1,"Italy","EU",301318,59359900,548.924402809713
"Boloria titania",24.0714285714286,"LI","No Red List available",,,"Liechtenstein",,160,37922,12.6491106406735
"Boloria titania",24.0714285714286,"LV","No Red List available",,,"Latvia","EU",64589,1949670,254.143660160941
"Boloria titania",24.0714285714286,"ME","No Red List available",,,"Montenegro",,13812,628960,117.524465538032
"Boloria titania",24.0714285714286,"PL","RE","Poland",100,"Poland","EU",312685,38170712,559.182438923112
"Boloria titania",24.0714285714286,"RO","CR",,,"Romania","EU",238392,19679306,488.254032241414
"Boloria titania",24.0714285714286,"RS","NT","Serbia",20,"Serbia",,88361,8790574,297.255782113654
"Boloria titania",24.0714285714286,"RU","No Red List available",,,"Russia",,3972400,,1993.08805625843
"Boloria titania",24.0714285714286,"SI","LC","Slovenia",1,"Slovenia","EU",20273,2079976,142.383285535908
"Boloria titania",24.0714285714286,"UA","RE","Ukraine",100,"Ukraine",,603628,44222947,776.935003716527
"Borbo borbonica",1,"ES","NE","Spain",1,"Spain","EU",498468,46354321,706.022662525786
"Brenthis daphne",3,"AD","NT","Andorra",20,"Andorra",,468,76965,21.6333076527839
"Brenthis daphne",3,"AL","Unknown","Albania",1,"Albania",,28748,2930187,169.552351797314
"Brenthis daphne",3,"AT","LC","Austria",1,"Austria","EU",83858,8735453,289.58245803225
"Brenthis daphne",3,"BA","LC","Bosnia and Herzegovina",1,"Bosnia and Herzegovina",,51129,3507017,226.117226234535
"Brenthis daphne",3,"BE","NE","Belgium",1,"Belgium","EU",30528,11429336,174.722637342732
"Brenthis daphne",3,"BG","LC","Bulgaria",1,"Bulgaria","EU",110994,7084571,333.15762035409
"Brenthis daphne",3,"BY","DD","Belarus",1,"Belarus",,207600,9468338,455.631429995781
"Brenthis daphne",3,"CH","LC","Switzerland",1,"Switzerland",,41290,8476005,203.199409447961
"Brenthis daphne",3,"CZ","NE","Czech Republic",1,"Czech Republic","EU",78866,10618303,280.830909979653
"Brenthis daphne",3,"DE","DD","Germany",1,"Germany","EU",357168,82114224,597.6353403205
"Brenthis daphne",3,"ES","NE","Spain",1,"Spain","EU",498468,46354321,706.022662525786
"Brenthis daphne",3,"FR","LC","France",1,"France","EU",551394,64979548,742.559088557941
"Brenthis daphne",3,"GR","LC","Greece",1,"Greece","EU",131940,11159773,363.235460823967
"Brenthis daphne",3,"HR","LC","Croatia",1,"Croatia","EU",56594,4189353,237.894934792652
"Brenthis daphne",3,"HU","LC","Hungary",1,"Hungary","EU",93030,9721559,305.008196611173
"Brenthis daphne",3,"IT","LC","Italy",1,"Italy","EU",301318,59359900,548.924402809713
"Brenthis daphne",3,"LT","LC","Lithuania",1,"Lithuania","EU",65300,2890297,255.538646783613
"Brenthis daphne",3,"LU","LC","Luxembourg",1,"Luxembourg","EU",2428,583455,49.2747399790197
"Brenthis daphne",3,"LV","No Red List available",,,"Latvia","EU",64589,1949670,254.143660160941
"Brenthis daphne",3,"MD","No Red List available",,,"Moldova",,33846,4051212,183.97282408008
"Brenthis daphne",3,"ME","No Red List available",,,"Montenegro",,13812,628960,117.524465538032
"Brenthis daphne",3,"MK","Unknown","Macedonia",1,"Macedonia",,25713,2083160,160.352736178713
"Brenthis daphne",3,"PL","VU","Poland",30,"Poland","EU",312685,38170712,559.182438923112
"Brenthis daphne",3,"PT","No Red List available",,,"Portugal","EU",91568,10329506,302.602048902515
"Brenthis daphne",3,"RO","VU",,,"Romania","EU",238392,19679306,488.254032241414
"Brenthis daphne",3,"RS","LC","Serbia",1,"Serbia",,88361,8790574,297.255782113654
"Brenthis daphne",3,"RU","No Red List available",,,"Russia",,3972400,,1993.08805625843
"Brenthis daphne",3,"SI","LC","Slovenia",1,"Slovenia","EU",20273,2079976,142.383285535908
"Brenthis daphne",3,"SK","LC","Slovakia",1,"Slovakia","EU",49036,5447662,221.440736992993
"Brenthis daphne",3,"UA","LC","Ukraine",1,"Ukraine",,603628,44222947,776.935003716527
"Brenthis hecate",17.1176470588235,"AL","VU","Albania",30,"Albania",,28748,2930187,169.552351797314
"Brenthis hecate",17.1176470588235,"AT","CR","Austria",80,"Austria","EU",83858,8735453,289.58245803225
"Brenthis hecate",17.1176470588235,"BA","LC","Bosnia and Herzegovina",1,"Bosnia and Herzegovina",,51129,3507017,226.117226234535
"Brenthis hecate",17.1176470588235,"BG","LC","Bulgaria",1,"Bulgaria","EU",110994,7084571,333.15762035409
"Brenthis hecate",17.1176470588235,"CZ","NT","Czech Republic",20,"Czech Republic","EU",78866,10618303,280.830909979653
"Brenthis hecate",17.1176470588235,"ES","NE","Spain",1,"Spain","EU",498468,46354321,706.022662525786
"Brenthis hecate",17.1176470588235,"FR","LC","France",1,"France","EU",551394,64979548,742.559088557941
"Brenthis hecate",17.1176470588235,"GR","LC","Greece",1,"Greece","EU",131940,11159773,363.235460823967
"Brenthis hecate",17.1176470588235,"HR","LC","Croatia",1,"Croatia","EU",56594,4189353,237.894934792652
"Brenthis hecate",17.1176470588235,"HU","NT","Hungary",20,"Hungary","EU",93030,9721559,305.008196611173
"Brenthis hecate",17.1176470588235,"IT","LC","Italy",1,"Italy","EU",301318,59359900,548.924402809713
"Brenthis hecate",17.1176470588235,"LT","CR","Lithuania",80,"Lithuania","EU",65300,2890297,255.538646783613
"Brenthis hecate",17.1176470588235,"ME","No Red List available",,,"Montenegro",,13812,628960,117.524465538032
"Brenthis hecate",17.1176470588235,"MK","Unknown","Macedonia",1,"Macedonia",,25713,2083160,160.352736178713
"Brenthis hecate",17.1176470588235,"PT","No Red List available",,,"Portugal","EU",91568,10329506,302.602048902515
"Brenthis hecate",17.1176470588235,"RO","VU",,,"Romania","EU",238392,19679306,488.254032241414
"Brenthis hecate",17.1176470588235,"RS","LC","Serbia",1,"Serbia",,88361,8790574,297.255782113654
"Brenthis hecate",17.1176470588235,"RU","No Red List available",,,"Russia",,3972400,,1993.08805625843
"Brenthis hecate",17.1176470588235,"SI","LC","Slovenia",1,"Slovenia","EU",20273,2079976,142.383285535908
"Brenthis hecate",17.1176470588235,"SK","EN","Slovakia",50,"Slovakia","EU",49036,5447662,221.440736992993
"Brenthis hecate",17.1176470588235,"UA","LC","Ukraine",1,"Ukraine",,603628,44222947,776.935003716527
"Brenthis ino",9.03448275862069,"AD","LC","Andorra",1,"Andorra",,468,76965,21.6333076527839
"Brenthis ino",9.03448275862069,"AL","Unknown","Albania",1,"Albania",,28748,2930187,169.552351797314
"Brenthis ino",9.03448275862069,"AT","LC","Austria",1,"Austria","EU",83858,8735453,289.58245803225
"Brenthis ino",9.03448275862069,"BA","NT","Bosnia and Herzegovina",20,"Bosnia and Herzegovina",,51129,3507017,226.117226234535
"Brenthis ino",9.03448275862069,"BE","LC","Belgium",1,"Belgium","EU",30528,11429336,174.722637342732
"Brenthis ino",9.03448275862069,"BG","LC","Bulgaria",1,"Bulgaria","EU",110994,7084571,333.15762035409
"Brenthis ino",9.03448275862069,"BY","Unknown","Belarus",1,"Belarus",,207600,9468338,455.631429995781
"Brenthis ino",9.03448275862069,"CH","NT","Switzerland",20,"Switzerland",,41290,8476005,203.199409447961
"Brenthis ino",9.03448275862069,"CZ","NE","Czech Republic",1,"Czech Republic","EU",78866,10618303,280.830909979653
"Brenthis ino",9.03448275862069,"DE","LC","Germany",1,"Germany","EU",357168,82114224,597.6353403205
"Brenthis ino",9.03448275862069,"DK","VU","Denmark",30,"Denmark","EU",44493,5733551,210.93363885355
"Brenthis ino",9.03448275862069,"EE","LC","Estonia",1,"Estonia","EU",45339,1309632,212.92956581931
"Brenthis ino",9.03448275862069,"ES","NE","Spain",1,"Spain","EU",498468,46354321,706.022662525786
"Brenthis ino",9.03448275862069,"FI","LC","Finland",1,"Finland","EU",338145,5523231,581.502364569569
"Brenthis ino",9.03448275862069,"FR","LC","France",1,"France","EU",551394,64979548,742.559088557941
"Brenthis ino",9.03448275862069,"HR","LC","Croatia",1,"Croatia","EU",56594,4189353,237.894934792652
"Brenthis ino",9.03448275862069,"HU","NT","Hungary",20,"Hungary","EU",93030,9721559,305.008196611173
"Brenthis ino",9.03448275862069,"IT","LC","Italy",1,"Italy","EU",301318,59359900,548.924402809713
"Brenthis ino",9.03448275862069,"LI","No Red List available",,,"Liechtenstein",,160,37922,12.6491106406735
"Brenthis ino",9.03448275862069,"LT","LC","Lithuania",1,"Lithuania","EU",65300,2890297,255.538646783613
"Brenthis ino",9.03448275862069,"LU","LC","Luxembourg",1,"Luxembourg","EU",2428,583455,49.2747399790197
"Brenthis ino",9.03448275862069,"LV","No Red List available",,,"Latvia","EU",64589,1949670,254.143660160941
"Brenthis ino",9.03448275862069,"MD","No Red List available",,,"Moldova",,33846,4051212,183.97282408008
"Brenthis ino",9.03448275862069,"ME","No Red List available",,,"Montenegro",,13812,628960,117.524465538032
"Brenthis ino",9.03448275862069,"MK","Unknown","Macedonia",1,"Macedonia",,25713,2083160,160.352736178713
"Brenthis ino",9.03448275862069,"NL","RE","Netherlands",100,"Netherlands","EU",41198,17035938,202.972904595663
"Brenthis ino",9.03448275862069,"NO","LC","Norway",1,"Norway",,385178,5305383,620.627102211948
"Brenthis ino",9.03448275862069,"PL","LC","Poland",1,"Poland","EU",312685,38170712,559.182438923112
"Brenthis ino",9.03448275862069,"PT","No Red List available",,,"Portugal","EU",91568,10329506,302.602048902515
"Brenthis ino",9.03448275862069,"RO","VU",,,"Romania","EU",238392,19679306,488.254032241414
"Brenthis ino",9.03448275862069,"RS","NT","Serbia",20,"Serbia",,88361,8790574,297.255782113654
"Brenthis ino",9.03448275862069,"RU","No Red List available",,,"Russia",,3972400,,1993.08805625843
"Brenthis ino",9.03448275862069,"SE","LC","Sweden",1,"Sweden","EU",449964,9910701,670.793559897529
"Brenthis ino",9.03448275862069,"SI","LC","Slovenia",1,"Slovenia","EU",20273,2079976,142.383285535908
"Brenthis ino",9.03448275862069,"SK","VU","Slovakia",30,"Slovakia","EU",49036,5447662,221.440736992993
"Brenthis ino",9.03448275862069,"UA","LC","Ukraine",1,"Ukraine",,603628,44222947,776.935003716527
"Brintesia circe",6.05263157894737,"AD","LC","Andorra",1,"Andorra",,468,76965,21.6333076527839
"Brintesia circe",6.05263157894737,"AL","VU","Albania",30,"Albania",,28748,2930187,169.552351797314
"Brintesia circe",6.05263157894737,"AT","LC","Austria",1,"Austria","EU",83858,8735453,289.58245803225
"Brintesia circe",6.05263157894737,"BA","LC","Bosnia and Herzegovina",1,"Bosnia and Herzegovina",,51129,3507017,226.117226234535
"Brintesia circe",6.05263157894737,"BG","LC","Bulgaria",1,"Bulgaria","EU",110994,7084571,333.15762035409
"Brintesia circe",6.05263157894737,"CH","NT","Switzerland",20,"Switzerland",,41290,8476005,203.199409447961
"Brintesia circe",6.05263157894737,"CZ","NE","Czech Republic",1,"Czech Republic","EU",78866,10618303,280.830909979653
"Brintesia circe",6.05263157894737,"DE","VU","Germany",30,"Germany","EU",357168,82114224,597.6353403205
"Brintesia circe",6.05263157894737,"ES","NE","Spain",1,"Spain","EU",498468,46354321,706.022662525786
"Brintesia circe",6.05263157894737,"FR","LC","France",1,"France","EU",551394,64979548,742.559088557941
"Brintesia circe",6.05263157894737,"GR","LC","Greece",1,"Greece","EU",131940,11159773,363.235460823967
"Brintesia circe",6.05263157894737,"HR","LC","Croatia",1,"Croatia","EU",56594,4189353,237.894934792652
"Brintesia circe",6.05263157894737,"HU","LC","Hungary",1,"Hungary","EU",93030,9721559,305.008196611173
"Brintesia circe",6.05263157894737,"IT","LC","Italy",1,"Italy","EU",301318,59359900,548.924402809713
"Brintesia circe",6.05263157894737,"MD","No Red List available",,,"Moldova",,33846,4051212,183.97282408008
"Brintesia circe",6.05263157894737,"ME","No Red List available",,,"Montenegro",,13812,628960,117.524465538032
"Brintesia circe",6.05263157894737,"MK","Unknown","Macedonia",1,"Macedonia",,25713,2083160,160.352736178713
"Brintesia circe",6.05263157894737,"PT","No Red List available",,,"Portugal","EU",91568,10329506,302.602048902515
"Brintesia circe",6.05263157894737,"RO","NT",,,"Romania","EU",238392,19679306,488.254032241414
"Brintesia circe",6.05263157894737,"RS","LC","Serbia",1,"Serbia",,88361,8790574,297.255782113654
"Brintesia circe",6.05263157894737,"RU","No Red List available",,,"Russia",,3972400,,1993.08805625843
"Brintesia circe",6.05263157894737,"SI","LC","Slovenia",1,"Slovenia","EU",20273,2079976,142.383285535908
"Brintesia circe",6.05263157894737,"SK","LC","Slovakia",1,"Slovakia","EU",49036,5447662,221.440736992993
"Brintesia circe",6.05263157894737,"UA","NT","Ukraine",20,"Ukraine",,603628,44222947,776.935003716527
"Callophrys avis",10.6666666666667,"ES","NE","Spain",1,"Spain","EU",498468,46354321,706.022662525786
"Callophrys avis",10.6666666666667,"FR","LC","France",1,"France","EU",551394,64979548,742.559088557941
"Callophrys avis",10.6666666666667,"IT","VU","Italy",30,"Italy","EU",301318,59359900,548.924402809713
"Callophrys avis",10.6666666666667,"PT","No Red List available",,,"Portugal","EU",91568,10329506,302.602048902515
"Callophrys rubi",3.375,"AD","LC","Andorra",1,"Andorra",,468,76965,21.6333076527839
"Callophrys rubi",3.375,"AL","Unknown","Albania",1,"Albania",,28748,2930187,169.552351797314
"Callophrys rubi",3.375,"AT","LC","Austria",1,"Austria","EU",83858,8735453,289.58245803225
"Callophrys rubi",3.375,"BA","LC","Bosnia and Herzegovina",1,"Bosnia and Herzegovina",,51129,3507017,226.117226234535
"Callophrys rubi",3.375,"BE","NT","Belgium",20,"Belgium","EU",30528,11429336,174.722637342732
"Callophrys rubi",3.375,"BG","LC","Bulgaria",1,"Bulgaria","EU",110994,7084571,333.15762035409
"Callophrys rubi",3.375,"BY","Unknown","Belarus",1,"Belarus",,207600,9468338,455.631429995781
"Callophrys rubi",3.375,"CH","LC","Switzerland",1,"Switzerland",,41290,8476005,203.199409447961
"Callophrys rubi",3.375,"CZ","NT","Czech Republic",20,"Czech Republic","EU",78866,10618303,280.830909979653
"Callophrys rubi",3.375,"DE","NT","Germany",20,"Germany","EU",357168,82114224,597.6353403205
"Callophrys rubi",3.375,"DK","LC","Denmark",1,"Denmark","EU",44493,5733551,210.93363885355
"Callophrys rubi",3.375,"EE","LC","Estonia",1,"Estonia","EU",45339,1309632,212.92956581931
"Callophrys rubi",3.375,"ES","NE","Spain",1,"Spain","EU",498468,46354321,706.022662525786
"Callophrys rubi",3.375,"FI","LC","Finland",1,"Finland","EU",338145,5523231,581.502364569569
"Callophrys rubi",3.375,"FR","LC","France",1,"France","EU",551394,64979548,742.559088557941
"Callophrys rubi",3.375,"GB","LC","United Kingdom",1,"United Kingdom","EU",244820,66181585,494.79288596341
"Callophrys rubi",3.375,"GR","LC","Greece",1,"Greece","EU",131940,11159773,363.235460823967
"Callophrys rubi",3.375,"HR","LC","Croatia",1,"Croatia","EU",56594,4189353,237.894934792652
"Callophrys rubi",3.375,"HU","LC","Hungary",1,"Hungary","EU",93030,9721559,305.008196611173
"Callophrys rubi",3.375,"IE","LC","Ireland",1,"Ireland","EU",70273,4761657,265.09055056716
"Callophrys rubi",3.375,"IT","LC","Italy",1,"Italy","EU",301318,59359900,548.924402809713
"Callophrys rubi",3.375,"LI","No Red List available",,,"Liechtenstein",,160,37922,12.6491106406735
"Callophrys rubi",3.375,"LT","LC","Lithuania",1,"Lithuania","EU",65300,2890297,255.538646783613
"Callophrys rubi",3.375,"LU","NT","Luxembourg",20,"Luxembourg","EU",2428,583455,49.2747399790197
"Callophrys rubi",3.375,"LV","No Red List available",,,"Latvia","EU",64589,1949670,254.143660160941
"Callophrys rubi",3.375,"MD","No Red List available",,,"Moldova",,33846,4051212,183.97282408008
"Callophrys rubi",3.375,"ME","No Red List available",,,"Montenegro",,13812,628960,117.524465538032
"Callophrys rubi",3.375,"MK","Unknown","Macedonia",1,"Macedonia",,25713,2083160,160.352736178713
"Callophrys rubi",3.375,"NL","LC","Netherlands",1,"Netherlands","EU",41198,17035938,202.972904595663
"Callophrys rubi",3.375,"NO","LC","Norway",1,"Norway",,385178,5305383,620.627102211948
"Callophrys rubi",3.375,"PL","LC","Poland",1,"Poland","EU",312685,38170712,559.182438923112
"Callophrys rubi",3.375,"PT","No Red List available",,,"Portugal","EU",91568,10329506,302.602048902515
"Callophrys rubi",3.375,"RO","LC",,,"Romania","EU",238392,19679306,488.254032241414
"Callophrys rubi",3.375,"RS","LC","Serbia",1,"Serbia",,88361,8790574,297.255782113654
"Callophrys rubi",3.375,"RU","No Red List available",,,"Russia",,3972400,,1993.08805625843
"Callophrys rubi",3.375,"SE","LC","Sweden",1,"Sweden","EU",449964,9910701,670.793559897529
"Callophrys rubi",3.375,"SI","LC","Slovenia",1,"Slovenia","EU",20273,2079976,142.383285535908
"Callophrys rubi",3.375,"SK","LC","Slovakia",1,"Slovakia","EU",49036,5447662,221.440736992993
"Callophrys rubi",3.375,"UA","LC","Ukraine",1,"Ukraine",,603628,44222947,776.935003716527
"Carcharodus alceae",5.6,"AD","LC","Andorra",1,"Andorra",,468,76965,21.6333076527839
"Carcharodus alceae",5.6,"AL","VU","Albania",30,"Albania",,28748,2930187,169.552351797314
"Carcharodus alceae",5.6,"AT","NT","Austria",20,"Austria","EU",83858,8735453,289.58245803225
"Carcharodus alceae",5.6,"BA","LC","Bosnia and Herzegovina",1,"Bosnia and Herzegovina",,51129,3507017,226.117226234535
"Carcharodus alceae",5.6,"BE","LC","Belgium",1,"Belgium","EU",30528,11429336,174.722637342732
"Carcharodus alceae",5.6,"BG","LC","Bulgaria",1,"Bulgaria","EU",110994,7084571,333.15762035409
"Carcharodus alceae",5.6,"BY","Unknown","Belarus",1,"Belarus",,207600,9468338,455.631429995781
"Carcharodus alceae",5.6,"CH","NT","Switzerland",20,"Switzerland",,41290,8476005,203.199409447961
"Carcharodus alceae",5.6,"CY","No Red List available",,,"Cyprus","EU",9251,1179551,96.1821189203066
"Carcharodus alceae",5.6,"CZ","NT","Czech Republic",20,"Czech Republic","EU",78866,10618303,280.830909979653
"Carcharodus alceae",5.6,"DE","LC","Germany",1,"Germany","EU",357168,82114224,597.6353403205
"Carcharodus alceae",5.6,"ES","NE","Spain",1,"Spain","EU",498468,46354321,706.022662525786
"Carcharodus alceae",5.6,"FR","LC","France",1,"France","EU",551394,64979548,742.559088557941
"Carcharodus alceae",5.6,"GR","LC","Greece",1,"Greece","EU",131940,11159773,363.235460823967
"Carcharodus alceae",5.6,"HR","LC","Croatia",1,"Croatia","EU",56594,4189353,237.894934792652
"Carcharodus alceae",5.6,"HU","LC","Hungary",1,"Hungary","EU",93030,9721559,305.008196611173
"Carcharodus alceae",5.6,"IT","LC","Italy",1,"Italy","EU",301318,59359900,548.924402809713
"Carcharodus alceae",5.6,"LI","No Red List available",,,"Liechtenstein",,160,37922,12.6491106406735
"Carcharodus alceae",5.6,"LT","DD","Lithuania",1,"Lithuania","EU",65300,2890297,255.538646783613
"Carcharodus alceae",5.6,"LU","LC","Luxembourg",1,"Luxembourg","EU",2428,583455,49.2747399790197
"Carcharodus alceae",5.6,"MD","No Red List available",,,"Moldova",,33846,4051212,183.97282408008
"Carcharodus alceae",5.6,"ME","No Red List available",,,"Montenegro",,13812,628960,117.524465538032
"Carcharodus alceae",5.6,"MK","Unknown","Macedonia",1,"Macedonia",,25713,2083160,160.352736178713
"Carcharodus alceae",5.6,"NL","NE","Netherlands",1,"Netherlands","EU",41198,17035938,202.972904595663
"Carcharodus alceae",5.6,"PL","LC","Poland",1,"Poland","EU",312685,38170712,559.182438923112
"Carcharodus alceae",5.6,"PT","No Red List available",,,"Portugal","EU",91568,10329506,302.602048902515
"Carcharodus alceae",5.6,"RO","LC",,,"Romania","EU",238392,19679306,488.254032241414
"Carcharodus alceae",5.6,"RS","LC","Serbia",1,"Serbia",,88361,8790574,297.255782113654
"Carcharodus alceae",5.6,"RU","No Red List available",,,"Russia",,3972400,,1993.08805625843
"Carcharodus alceae",5.6,"SI","VU","Slovenia",30,"Slovenia","EU",20273,2079976,142.383285535908
"Carcharodus alceae",5.6,"SK","LC","Slovakia",1,"Slovakia","EU",49036,5447662,221.440736992993
"Carcharodus alceae",5.6,"UA","LC","Ukraine",1,"Ukraine",,603628,44222947,776.935003716527
"Carcharodus baeticus",37.75,"CH","RE","Switzerland",100,"Switzerland",,41290,8476005,203.199409447961
"Carcharodus baeticus",37.75,"ES","NE","Spain",1,"Spain","EU",498468,46354321,706.022662525786
"Carcharodus baeticus",37.75,"FR","VU","France",30,"France","EU",551394,64979548,742.559088557941
"Carcharodus baeticus",37.75,"IT","NT","Italy",20,"Italy","EU",301318,59359900,548.924402809713
"Carcharodus baeticus",37.75,"PT","No Red List available",,,"Portugal","EU",91568,10329506,302.602048902515
"Carcharodus floccifera",25.9130434782609,"AD","EN","Andorra",50,"Andorra",,468,76965,21.6333076527839
"Carcharodus floccifera",25.9130434782609,"AL","VU","Albania",30,"Albania",,28748,2930187,169.552351797314
"Carcharodus floccifera",25.9130434782609,"AT","EN","Austria",50,"Austria","EU",83858,8735453,289.58245803225
"Carcharodus floccifera",25.9130434782609,"BA","NT","Bosnia and Herzegovina",20,"Bosnia and Herzegovina",,51129,3507017,226.117226234535
"Carcharodus floccifera",25.9130434782609,"BG","LC","Bulgaria",1,"Bulgaria","EU",110994,7084571,333.15762035409
"Carcharodus floccifera",25.9130434782609,"BY","LC","Belarus",1,"Belarus",,207600,9468338,455.631429995781
"Carcharodus floccifera",25.9130434782609,"CH","EN","Switzerland",50,"Switzerland",,41290,8476005,203.199409447961
"Carcharodus floccifera",25.9130434782609,"CZ","RE","Czech Republic",100,"Czech Republic","EU",78866,10618303,280.830909979653
"Carcharodus floccifera",25.9130434782609,"DE","EN","Germany",50,"Germany","EU",357168,82114224,597.6353403205
"Carcharodus floccifera",25.9130434782609,"EE","NtA","Estonia",1,"Estonia","EU",45339,1309632,212.92956581931
"Carcharodus floccifera",25.9130434782609,"ES","NE","Spain",1,"Spain","EU",498468,46354321,706.022662525786
"Carcharodus floccifera",25.9130434782609,"FR","LC","France",1,"France","EU",551394,64979548,742.559088557941
"Carcharodus floccifera",25.9130434782609,"GR","LC","Greece",1,"Greece","EU",131940,11159773,363.235460823967
"Carcharodus floccifera",25.9130434782609,"HR","LC","Croatia",1,"Croatia","EU",56594,4189353,237.894934792652
"Carcharodus floccifera",25.9130434782609,"HU","LC","Hungary",1,"Hungary","EU",93030,9721559,305.008196611173
"Carcharodus floccifera",25.9130434782609,"IT","LC","Italy",1,"Italy","EU",301318,59359900,548.924402809713
"Carcharodus floccifera",25.9130434782609,"LT","LC","Lithuania",1,"Lithuania","EU",65300,2890297,255.538646783613
"Carcharodus floccifera",25.9130434782609,"LV","No Red List available",,,"Latvia","EU",64589,1949670,254.143660160941
"Carcharodus floccifera",25.9130434782609,"MD","No Red List available",,,"Moldova",,33846,4051212,183.97282408008
"Carcharodus floccifera",25.9130434782609,"ME","No Red List available",,,"Montenegro",,13812,628960,117.524465538032
"Carcharodus floccifera",25.9130434782609,"MK","NT","Macedonia",20,"Macedonia",,25713,2083160,160.352736178713
"Carcharodus floccifera",25.9130434782609,"PL","EN","Poland",50,"Poland","EU",312685,38170712,559.182438923112
"Carcharodus floccifera",25.9130434782609,"RO","VU",,,"Romania","EU",238392,19679306,488.254032241414
"Carcharodus floccifera",25.9130434782609,"RS","LC","Serbia",1,"Serbia",,88361,8790574,297.255782113654
"Carcharodus floccifera",25.9130434782609,"RU","No Red List available",,,"Russia",,3972400,,1993.08805625843
"Carcharodus floccifera",25.9130434782609,"SI","EN","Slovenia",65,"Slovenia","EU",20273,2079976,142.383285535908
"Carcharodus floccifera",25.9130434782609,"SK","EN","Slovakia",50,"Slovakia","EU",49036,5447662,221.440736992993
"Carcharodus floccifera",25.9130434782609,"UA","EN","Ukraine",50,"Ukraine",,603628,44222947,776.935003716527
"Carcharodus lavatherae",34.5555555555556,"AD","DD","Andorra",1,"Andorra",,468,76965,21.6333076527839
"Carcharodus lavatherae",34.5555555555556,"AL","Unknown","Albania",1,"Albania",,28748,2930187,169.552351797314
"Carcharodus lavatherae",34.5555555555556,"AT","CR","Austria",80,"Austria","EU",83858,8735453,289.58245803225
"Carcharodus lavatherae",34.5555555555556,"BA","NT","Bosnia and Herzegovina",20,"Bosnia and Herzegovina",,51129,3507017,226.117226234535
"Carcharodus lavatherae",34.5555555555556,"BG","LC","Bulgaria",1,"Bulgaria","EU",110994,7084571,333.15762035409
"Carcharodus lavatherae",34.5555555555556,"CH","EN","Switzerland",50,"Switzerland",,41290,8476005,203.199409447961
