"raw_speciesname_local","scientificName","taxonID","raw_use","references","raw_reference_red_list","raw_country","language","license","rightsHolder","datasetID","datasetName","nomenclaturalCode","kingdom","class","order"
"Neptis sappho","Neptis sappho","red-lists-european-butterflies-checklist:taxon:1107489eb1df57c6150ddcb8fce1161c","y","Koren and Kulijer (2016); Lelo (2016)","Ðug (2013)","Bosnia and Herzegovina","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Lycaena dimorpha","Lycaena dimorpha","red-lists-european-butterflies-checklist:taxon:110ba8331f7bb61ce0d43dc691fb5470","y","Tshikolovets (2011); Tuzov (1997); Tuzov (2000); Verovnik (pers. comm.); Tatarinov and Gorbunov (2014)","Iliashenko & Iliashenko (2000); Danilov-Danilian (2001)","Russia","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Maculinea teleius","Phengaris teleius","red-lists-european-butterflies-checklist:taxon:12188b1553aece1a4a7266967ad0fff6","y","Sonderegger (2005); SwissLepTeam (2010); Wermeille et al. (2014)","Wermeille et al. (2014)","Switzerland","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Leptidaea sinapis","Leptidea sinapis","red-lists-european-butterflies-checklist:taxon:12962b5eaac3b8411023d124daaf9734","y","Švara et al. (2015); Franeta (2018)",,"Montenegro","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Azanus ubaldus","Azanus ubaldus","red-lists-european-butterflies-checklist:taxon:131848e170bed388df69a56d32d2819b","y","Balletto et al. (2014)","Bonelli et al. (in press)","Italy","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Thymelicus christi","Thymelicus christi","red-lists-european-butterflies-checklist:taxon:137a0bf8421783eeefd4950395c1ed02","y","Tennent (2005); Báez and Oromí (2010); Wiemers (pers. comm.)",,"Macaronesia_CanaryIslands","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Chilades galba","Luthrodes galba","red-lists-european-butterflies-checklist:taxon:13901973592eb5b494a600a9476d6289","y","John and Skule (2016)",,"Cyprus","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Lycaena helle","Lycaena helle","red-lists-european-butterflies-checklist:taxon:13ab84a4e7e7b70b898265d35c610860","y","Huemer (2013); Huemer & Wiesmair (2017)","Zulka et al. 2003; Höttinger and Pennerstorfer (2005)","Austria","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Plebeius trappi","Kretania trappi","red-lists-european-butterflies-checklist:taxon:13d8d78c239f17ac6f600e9c8fbdd6df","y","Sonderegger (2005); SwissLepTeam (2010); Wermeille et al. (2014)","Wermeille et al. (2014)","Switzerland","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Polyommatus andronicus","Polyommatus icarus","red-lists-european-butterflies-checklist:taxon:1453f459ae7c14cbeca31be251558190","y","Pamperis (2009)","Pamperis (2009); Legakis and Maragou (2009)","Greece","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Glaucopsyche melanops","Glaucopsyche melanops","red-lists-european-butterflies-checklist:taxon:14aed65a07e808e07e19087d82c02f0f","y","Lafranchis et al. (2015)","UICN France (2012)","France","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Fixsenia pruni","Satyrium pruni","red-lists-european-butterflies-checklist:taxon:15fb7d16640d99dfc170cd070797e12c","y","Nekrutenko and Tshikolovets (2005); Korb and Bolshakov (2016)","Popov & Geryak (pers. comm.)","Ukraine","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Lasiommata paramegaera","Lasiommata paramegaera","red-lists-european-butterflies-checklist:taxon:16b373ec68abf40b384888c0b347b242","y","Lafranchis et al. (2015)","UICN France (2012)","France","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Agrodiaetus damon","Polyommatus damon","red-lists-european-butterflies-checklist:taxon:16f7a4e3425f82458faad02f79cb9283","y","Aistleitner and Aistleitner (1996); Hiermann (pers. comm.)",,"Liechtenstein","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Boloria polaris","Boloria polaris","red-lists-european-butterflies-checklist:taxon:175b857761567fcb5e104c6fcee186b0","y","Ahrné et al. (2015)","Ahrné et al. (2015)","Sweden","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Argynnis niobe","Fabriciana niobe","red-lists-european-butterflies-checklist:taxon:175bb679d6b894655042c50f43ff95bc","y","Alois Pavlícko & Zdenek Faltýnek Fric (pers. comm)","Beneš and Konvicka (2017)","Czech Republic","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Plebeius admetus","Polyommatus admetus","red-lists-european-butterflies-checklist:taxon:1767e648c84e8d26b72079a003a3cb51","y","Langourov and Simov (2014); Kolev (2017); Kolev and Tsvetanov (2018)","Hristova and Beshkov (2017)","Bulgaria","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Vanessa virginiensis","Vanessa virginiensis","red-lists-european-butterflies-checklist:taxon:177ee2600cf35af8b6f6919ce13cdbc9","y","Garcia-Barros et al. (2004); Monasterio León et al. (2017)","Verdú & Galante (2009); Verdú et al. (2011)","Spain","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Polyommatus damocles","Polyommatus damocles","red-lists-european-butterflies-checklist:taxon:179938cb9f5a5285fcffa362e66e29dc","y","Tshikolovets (2011); Tuzov (1997); Tuzov (2000); Verovnik (pers. comm.); Tatarinov and Gorbunov (2014)","Iliashenko & Iliashenko (2000); Danilov-Danilian (2001)","Russia","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Kretania sephirus","Kretania sephirus","red-lists-european-butterflies-checklist:taxon:17ad308f86bba9fe2353d109ce6b18ce","y","Švara et al. (2015); Franeta (2018)",,"Montenegro","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Melitaea cinxia","Melitaea cinxia","red-lists-european-butterflies-checklist:taxon:17e58c5f0e9ebb5edf58dad0fcedd67d","y","Kuchlein and de Vos (1999); van Swaay (2018)","Bos et al. (2006)","Netherlands","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Hipparchia cretica","Hipparchia cretica","red-lists-european-butterflies-checklist:taxon:183023b435bff099e66e91f31fea6548","y","Pamperis (2009)","Pamperis (2009); Legakis and Maragou (2009)","Greece","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Nymphalis xanthomelas","Nymphalis xanthomelas","red-lists-european-butterflies-checklist:taxon:18ad7ddd0d297dbe969cbda5b0e526a2","y","Székely (2008); Dinca (2017)","Rakosy (2002)","Romania","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Aricia morronensis","Aricia morronensis","red-lists-european-butterflies-checklist:taxon:1986ed88b63a4fb1065ed824407f7848","y","Dantart & Jubany (2012)","Dantart & Jubany (2012)","Andorra","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Pieris rapae","Pieris rapae","red-lists-european-butterflies-checklist:taxon:1a35102f4838db1ca2d6b7c83cc45954","y","Huemer (2013); Huemer & Wiesmair (2017)","Zulka et al. 2003; Höttinger and Pennerstorfer (2005)","Austria","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Colias hecla","Colias hecla","red-lists-european-butterflies-checklist:taxon:1a48551081bc51d9b5f96f925e249857","y","Aarvik et al. (2017)","Henriksen & Hilmo (2015)","Norway","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Erebia epiphron","Erebia epiphron","red-lists-european-butterflies-checklist:taxon:1a4f66605d1181435aed04b589848b20","y","Dantart & Jubany (2012)","Dantart & Jubany (2012)","Andorra","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Euchloe penia","Euchloe penia","red-lists-european-butterflies-checklist:taxon:1b1861e8c175987397db626bc5684de0","y","Langourov and Simov (2014); Kolev (2017); Kolev and Tsvetanov (2018)","Hristova and Beshkov (2017)","Bulgaria","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Anthocaris euphenoides","Anthocharis euphenoides","red-lists-european-butterflies-checklist:taxon:1be1fed97ea2529ab9042d02798f242f","y","Garcia-Pereira et al. (2003); Marabuto and Maravalhas (2008)",,"Portugal","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Melanargia lachesis","Melanargia lachesis","red-lists-european-butterflies-checklist:taxon:1be7f0f8773a7f86832f8b8c7e8a0dda","y","Dantart & Jubany (2012)","Dantart & Jubany (2012)","Andorra","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Hipparchia bacchus","Hipparchia bacchus","red-lists-european-butterflies-checklist:taxon:1cdf003cf49fdaa961501a4e71f29801","y","Tennent (2005); Báez and Oromí (2010); Wiemers (pers. comm.)",,"Macaronesia_CanaryIslands","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Muschampia cribrellum","Muschampia cribrellum","red-lists-european-butterflies-checklist:taxon:1e04a07eb2c2a6390126e1053f01b4bf","y","Székely (2008); Dinca (2017)","Rakosy (2002)","Romania","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Thymelicus acteon","Thymelicus acteon","red-lists-european-butterflies-checklist:taxon:1e5a990ca8507ca8e77d9557959e4626","y","Šašic and Mihoci (2011); Šašic et al. (2015a)","Šašic et al. (2015a)","Croatia","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Limenitis camilla","Limenitis camilla","red-lists-european-butterflies-checklist:taxon:1e719fb81465d13618872fcaa083ad2a","y","Kuchlein and de Vos (1999); van Swaay (2018)","Bos et al. (2006)","Netherlands","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Papilio alexanor","Papilio alexanor","red-lists-european-butterflies-checklist:taxon:1ebf8618a5b1edd74ee7c39de54d9873","y","Šašic and Mihoci (2011); Šašic et al. (2015a)","Šašic et al. (2015a)","Croatia","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Brintesia circe","Brintesia circe","red-lists-european-butterflies-checklist:taxon:1ff7bd3fb0b7c7d8a301cd4382ab46b3","y","Dantart & Jubany (2012)","Dantart & Jubany (2012)","Andorra","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Callophrys avis","Callophrys avis","red-lists-european-butterflies-checklist:taxon:207f5ac5d65c5bc241badb7415f374ef","y","Lafranchis et al. (2015)","UICN France (2012)","France","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Oeneis glacialis","Oeneis glacialis","red-lists-european-butterflies-checklist:taxon:20bf1340e5c6d8db41e96e7bde12e4b2","y","Huemer (2013); Huemer & Wiesmair (2017)","Zulka et al. 2003; Höttinger and Pennerstorfer (2005)","Austria","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Lysandra albicans","Lysandra albicans","red-lists-european-butterflies-checklist:taxon:21647e40c1fc022485f3ac2eab0ef6cf","y","Garcia-Barros et al. (2004); Monasterio León et al. (2017)","Verdú & Galante (2009); Verdú et al. (2011)","Spain","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Erebia (pandrose) sthennyo","Erebia sthennyo","red-lists-european-butterflies-checklist:taxon:21d76ddf9a1dd196d0c712d25d8724ed","y","Lafranchis et al. (2015)","UICN France (2012)","France","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Pseudochazara orestes","Pseudochazara orestes","red-lists-european-butterflies-checklist:taxon:2204604c2acc8d44f4451fd602d3a654","y","Langourov and Simov (2014); Kolev (2017); Kolev and Tsvetanov (2018)","Hristova and Beshkov (2017)","Bulgaria","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Hipparchia autonoe","Hipparchia autonoe","red-lists-european-butterflies-checklist:taxon:2215a48b18f41e91bd7f9a71cbb25084","y","Tshikolovets (2011); Tuzov (1997); Tuzov (2000); Verovnik (pers. comm.); Tatarinov and Gorbunov (2014)","Iliashenko & Iliashenko (2000); Danilov-Danilian (2001)","Russia","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Neolycaena rhymnus","Neolycaena rhymnus","red-lists-european-butterflies-checklist:taxon:22bb89532a2c301cd97bf978f0d278c3","y","Nekrutenko and Tshikolovets (2005); Korb and Bolshakov (2016)","Popov & Geryak (pers. comm.)","Ukraine","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Pseudophilotes barbagiae","Pseudophilotes barbagiae","red-lists-european-butterflies-checklist:taxon:235cb45e96d05c8695cf1c00f1311d17","y","Balletto et al. (2014)","Bonelli et al. (in press)","Italy","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Apharitis acamas","Cigaritis acamas","red-lists-european-butterflies-checklist:taxon:23a60c5a73ae8ce6cda8b79581b48495","y","John and Skule (2016)",,"Cyprus","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Agriades optilete","Agriades optilete","red-lists-european-butterflies-checklist:taxon:2423374daa25a1852b2e4c13429f7241","y","Aarvik et al. (2017); Saarinen and Jantunen (2013)","Kaitila et al. (2010)","Finland","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Euchloe tagis","Euchloe tagis","red-lists-european-butterflies-checklist:taxon:26a7444395dec1ef802daa6784fa802c","y","Garcia-Barros et al. (2004); Monasterio León et al. (2017)","Verdú & Galante (2009); Verdú et al. (2011)","Spain","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Pseudochazara cingovskii","Pseudochazara cingovskii","red-lists-european-butterflies-checklist:taxon:26d2b7556934659886a8581d2763a419","y","Micevski and Micevski (2017)","Krpac & Darcemont (2011)","Macedonia","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Cyaniris semiargus","Cyaniris semiargus","red-lists-european-butterflies-checklist:taxon:27b7f62f8bdaf918a10972ef9ea6c60d","y","Koren and Kulijer (2016); Lelo (2016)","Ðug (2013)","Bosnia and Herzegovina","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Melitaea diamina","Melitaea diamina","red-lists-european-butterflies-checklist:taxon:27c4617cb4725d4d50d4543b7dc26004","y","Mestdagh et al. (2018)","Mestdagh et al. (2018)","Luxembourg","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Boloria graeca","Boloria graeca","red-lists-european-butterflies-checklist:taxon:2856a607ef10d2c995f12d14d5140d48","y","Langourov and Simov (2014); Kolev (2017); Kolev and Tsvetanov (2018)","Hristova and Beshkov (2017)","Bulgaria","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Turanana taygetica","Turanana taygetica","red-lists-european-butterflies-checklist:taxon:2896725d078d99cdea60d85bcb447915","y","Pamperis (2009)","Pamperis (2009); Legakis and Maragou (2009)","Greece","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Vanessa atalanta","Vanessa atalanta","red-lists-european-butterflies-checklist:taxon:28d1dd087442aa7dbc71a19023cf98ed","y","Huemer (2013); Huemer & Wiesmair (2017)","Zulka et al. 2003; Höttinger and Pennerstorfer (2005)","Austria","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Tarucus theophrastus","Tarucus theophrastus","red-lists-european-butterflies-checklist:taxon:29508697ae3b772edae7047a96f57d29","y","Garcia-Barros et al. (2004); Monasterio León et al. (2017)","Verdú & Galante (2009); Verdú et al. (2011)","Spain","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Zerynthia polyxena","Zerynthia polyxena","red-lists-european-butterflies-checklist:taxon:2ab0f637a5af65b09535f62424f07f2f","y","Székely (2008); Dinca (2017)","Rakosy (2002)","Romania","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Hipparchia tilosi","Hipparchia tilosi","red-lists-european-butterflies-checklist:taxon:2abd07305d981f95a08527a1d4146736","y","Tennent (2005); Báez and Oromí (2010); Wiemers (pers. comm.)",,"Macaronesia_CanaryIslands","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Borbo borbonica","Borbo borbonica","red-lists-european-butterflies-checklist:taxon:2b454e28b9934d71027c57073dd67403","y","Garcia-Barros et al. (2004); Monasterio León et al. (2017)","Verdú & Galante (2009); Verdú et al. (2011)","Spain","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Boloria frigga","Boloria frigga","red-lists-european-butterflies-checklist:taxon:2baa87242b6efff95ebb0ecd5d92d50b","y","Aarvik et al. (2017); Tartes and Õunap (2014)","Anu Tiitsaar (pers.comm.)","Estonia","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Chortobius tullia","Coenonympha tullia","red-lists-european-butterflies-checklist:taxon:2c1010d68523f157babdc6312c34bc80","y","Korb & Bolshakov (2016)","Kulak & Yakovlev (2018)","Belarus","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Aricia anteros","Aricia anteros","red-lists-european-butterflies-checklist:taxon:2c8ec7c9230f4636ba467dd335b29d84","y","Nekrutenko and Tshikolovets (2005); Korb and Bolshakov (2016)","Popov & Geryak (pers. comm.)","Ukraine","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Melitaea phoebe","Melitaea phoebe","red-lists-european-butterflies-checklist:taxon:2de22f70878fd27446ae29d8720b1218","y","Alois Pavlícko & Zdenek Faltýnek Fric (pers. comm)","Beneš and Konvicka (2017)","Czech Republic","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Boloria dia","Boloria dia","red-lists-european-butterflies-checklist:taxon:2ebca3c17cbe26762f51fcd1815b6654","y","Fichefet et al. (2008); Maes et al. (2012)","Fichefet et al. (2008); Maes et al. (2012)","Belgium","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Allancastria cerisy","Zerynthia cerisy","red-lists-european-butterflies-checklist:taxon:2f017628f378f6475a3c14e8cf560bfa","y","Székely (2008); Dinca (2017)","Rakosy (2002)","Romania","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Issoria eugenia","Issoria eugenia","red-lists-european-butterflies-checklist:taxon:3050c088c1222ae2d18d8b19ee1d6546","y","Tshikolovets (2011); Tuzov (1997); Tuzov (2000); Verovnik (pers. comm.); Tatarinov and Gorbunov (2014)","Iliashenko & Iliashenko (2000); Danilov-Danilian (2001)","Russia","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Lasiommata megera","Lasiommata megera","red-lists-european-butterflies-checklist:taxon:311e1ddc9b794fe5ad02be8931c7e877","y","Tomás Murray (pers. comm.)","Regan et al. (2010)","Ireland","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Aglais io","Aglais io","red-lists-european-butterflies-checklist:taxon:313b5c3d9d2b299ecb8018413ad136ba","y","Koren and Kulijer (2016); Lelo (2016)","Ðug (2013)","Bosnia and Herzegovina","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Euchloe ausonia","Euchloe ausonia","red-lists-european-butterflies-checklist:taxon:314ee63f9007024abd8cca41ec473a23","y","Székely (2008); Dinca (2017)","Rakosy (2002)","Romania","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Danaus plexippus","Danaus plexippus","red-lists-european-butterflies-checklist:taxon:3189f65891d9d7f4040f862c81f87c23","y","Garcia-Barros et al. (2004); Monasterio León et al. (2017)","Verdú & Galante (2009); Verdú et al. (2011)","Spain","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Erebia aethiopella","Erebia aethiopella","red-lists-european-butterflies-checklist:taxon:3232f6f76e921768833aee248f6ca001","y","Lafranchis et al. (2015)","UICN France (2012)","France","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Aricia cramera","Aricia cramera","red-lists-european-butterflies-checklist:taxon:32e789a2cb9dc81add6fef82b83d1e59","y","Balletto et al. (2014)","Bonelli et al. (in press)","Italy","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Satyrus ferula","Satyrus ferula","red-lists-european-butterflies-checklist:taxon:32e7aa052a78e4230e9709d70d8763db","y","Lafranchis et al. (2015)","UICN France (2012)","France","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Erebia medusa polaris","Erebia polaris","red-lists-european-butterflies-checklist:taxon:33964cd5755e605900b7ff09304578f1","y","Aarvik et al. (2017); Saarinen and Jantunen (2013)","Kaitila et al. (2010)","Finland","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Erebia fasciata","Erebia fasciata","red-lists-european-butterflies-checklist:taxon:33f1ee1889d4b107a71997086cd2a0dd","y","Tshikolovets (2011); Tuzov (1997); Tuzov (2000); Verovnik (pers. comm.); Tatarinov and Gorbunov (2014)","Iliashenko & Iliashenko (2000); Danilov-Danilian (2001)","Russia","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Erebia arvernensis","Erebia arvernensis","red-lists-european-butterflies-checklist:taxon:349dc3d08b395343475ee403e5c78f1d","y","Dantart & Jubany (2012)","Dantart & Jubany (2012)","Andorra","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
