scientific_name,status,endemic,rlc,rlc_numeric,rlc_eur,rlc_eu27,country_code,country_name,part_of_eu,area
Agriades dardanus,P,,EN,50,NT,NT,GR,Greece,y,131940
Agriades dardanus,P,,NRLA,,NT,NT,RU,Russia,,3972400
Agriades dardanus,P,,VU,,NT,NT,UA,Ukraine,,603628
Agriades glandon,P,,NT,20,LC,LC,AD,Andorra,,468
Agriades glandon,P,,NT,20,LC,LC,AT,Austria,y,83858
Agriades glandon,P,,LC,1,LC,LC,CH,Switzerland,,41290
Agriades glandon,P,,R,20,LC,LC,DE,Germany,y,357168
Agriades glandon,P,,NE,,LC,LC,ES,Spain,y,498468
Agriades glandon,P,,LC,1,LC,LC,FR,France,y,551394
Agriades glandon,P,,LC,1,LC,LC,IT,Italy,y,301318
Agriades glandon,P,,NRLA,,LC,LC,LI,Liechtenstein,,160
Agriades optilete,P,,VU,30,LC,LC,AT,Austria,y,83858
Agriades optilete,P,,Unknown,1,LC,LC,BY,Belarus,,207600
Agriades optilete,P,,LC,1,LC,LC,CH,Switzerland,,41290
Agriades optilete,P,,VU,30,LC,LC,CZ,Czech Republic,y,78866
Agriades optilete,P,,EN,50,LC,LC,DE,Germany,y,357168
Agriades optilete,P,,NT,20,LC,LC,DK,Denmark,y,44493
Agriades optilete,P,,LC,,LC,LC,EE,Estonia,y,45339
Agriades optilete,P,,LC,1,LC,LC,FI,Finland,y,338145
Agriades optilete,P,,LC,1,LC,LC,FR,France,y,551394
Agriades optilete,P,,LC,1,LC,LC,IT,Italy,y,301318
Agriades optilete,P,,LC,,LC,LC,LT,Lithuania,y,65300
Agriades optilete,P,,NRLA,,LC,LC,LV,Latvia,y,64589
Agriades optilete,P,,VU,30,LC,LC,MK,North Macedonia,,25713
Agriades optilete,P,,CR,80,LC,LC,NL,Netherlands,y,41198
Agriades optilete,P,,LC,1,LC,LC,NO,Norway,,385178
Agriades optilete,P,,EN,50,LC,LC,PL,Poland,y,312685
Agriades optilete,Ex,,RE,100,LC,LC,RO,Romania,y,238392
Agriades optilete,P,,EN,50,LC,LC,RS,Serbia,,88361
Agriades optilete,P,,NRLA,,LC,LC,RU,Russia,,3972400
Agriades optilete,P,,LC,1,LC,LC,SE,Sweden,y,449964
Agriades optilete,P,,NT,20,LC,LC,SI,Slovenia,y,20273
Agriades optilete,P,,EN,50,LC,LC,SK,Slovakia,y,49036
Agriades optilete,P,,VU,,LC,LC,UA,Ukraine,,603628
Agriades orbitulus,P,,NT,20,LC,LC,AT,Austria,y,83858
Agriades orbitulus,P,,LC,1,LC,LC,CH,Switzerland,,41290
Agriades orbitulus,P,,R,20,LC,LC,DE,Germany,y,357168
Agriades orbitulus,P,,LC,1,LC,LC,FR,France,y,551394
Agriades orbitulus,P,,LC,1,LC,LC,IT,Italy,y,301318
Agriades orbitulus,P,,NRLA,,LC,LC,LI,Liechtenstein,,160
Agriades orbitulus,P,,LC,1,LC,LC,NO,Norway,,385178
Agriades orbitulus,P,,NRLA,,LC,LC,RU,Russia,,3972400
Agriades orbitulus,P,,LC,1,LC,LC,SE,Sweden,y,449964
Agriades orbitulus,P,,NT,20,LC,LC,SI,Slovenia,y,20273
Agriades pyrenaicus,P,,NE,,LC,LC,ES,Spain,y,498468
Agriades pyrenaicus,P,,LC,1,LC,LC,FR,France,y,551394
Agriades zullichi,P,ES,EN,50,EN,EN,ES,Spain,y,498468
Anthocharis cardamines,P,,LC,1,LC,LC,AD,Andorra,,468
Anthocharis cardamines,P,,Unknown,1,LC,LC,AL,Albania,,28748
Anthocharis cardamines,P,,LC,1,LC,LC,AT,Austria,y,83858
Anthocharis cardamines,P,,LC,1,LC,LC,BA,Bosnia and Herzegovina,,51129
Anthocharis cardamines,P,,LC,1,LC,LC,BE,Belgium,y,30528
Anthocharis cardamines,P,,LC,1,LC,LC,BG,Bulgaria,y,110994
Anthocharis cardamines,P,,Unknown,1,LC,LC,BY,Belarus,,207600
Anthocharis cardamines,P,,LC,1,LC,LC,CH,Switzerland,,41290
Anthocharis cardamines,P,,NRLA,,LC,LC,CY,Cyprus,y,9251
Anthocharis cardamines,P,,NE,,LC,LC,CZ,Czech Republic,y,78866
Anthocharis cardamines,P,,LC,1,LC,LC,DE,Germany,y,357168
Anthocharis cardamines,P,,LC,1,LC,LC,DK,Denmark,y,44493
Anthocharis cardamines,P,,LC,,LC,LC,EE,Estonia,y,45339
Anthocharis cardamines,P,,NE,,LC,LC,ES,Spain,y,498468
Anthocharis cardamines,P,,LC,1,LC,LC,FI,Finland,y,338145
Anthocharis cardamines,P,,LC,1,LC,LC,FR,France,y,551394
Anthocharis cardamines,P,,LC,1,LC,LC,GB,United Kingdom,y,244820
Anthocharis cardamines,P,,LC,1,LC,LC,GR,Greece,y,131940
Anthocharis cardamines,P,,LC,1,LC,LC,HR,Croatia,y,56594
Anthocharis cardamines,P,,LC,1,LC,LC,HU,Hungary,y,93030
Anthocharis cardamines,P,,LC,1,LC,LC,IE,Ireland,y,70273
Anthocharis cardamines,P,,LC,1,LC,LC,IT,Italy,y,301318
Anthocharis cardamines,P,,NRLA,,LC,LC,LI,Liechtenstein,,160
Anthocharis cardamines,P,,LC,,LC,LC,LT,Lithuania,y,65300
Anthocharis cardamines,P,,LC,1,LC,LC,LU,Luxembourg,y,2428
Anthocharis cardamines,P,,NRLA,,LC,LC,LV,Latvia,y,64589
Anthocharis cardamines,P,,NRLA,,LC,LC,MD,Moldova,,33846
Anthocharis cardamines,P,,NRLA,,LC,LC,ME,Montenegro,,13812
Anthocharis cardamines,P,,Unknown,1,LC,LC,MK,North Macedonia,,25713
Anthocharis cardamines,P,,LC,1,LC,LC,NL,Netherlands,y,41198
Anthocharis cardamines,P,,LC,1,LC,LC,NO,Norway,,385178
Anthocharis cardamines,P,,LC,1,LC,LC,PL,Poland,y,312685
Anthocharis cardamines,P,,NRLA,,LC,LC,PT,Portugal,y,91568
Anthocharis cardamines,P,,LC,1,LC,LC,RO,Romania,y,238392
Anthocharis cardamines,P,,LC,1,LC,LC,RS,Serbia,,88361
Anthocharis cardamines,P,,NRLA,,LC,LC,RU,Russia,,3972400
Anthocharis cardamines,P,,LC,1,LC,LC,SE,Sweden,y,449964
Anthocharis cardamines,P,,LC,1,LC,LC,SI,Slovenia,y,20273
Anthocharis cardamines,P,,LC,1,LC,LC,SK,Slovakia,y,49036
Anthocharis cardamines,P,,LC,,LC,LC,UA,Ukraine,,603628
Anthocharis damone,P,,Unknown,1,LC,LC,AL,Albania,,28748
Anthocharis damone,P,,NT,20,LC,LC,GR,Greece,y,131940
Anthocharis damone,P,,LC,1,LC,LC,IT,Italy,y,301318
Anthocharis damone,P,,VU,30,LC,LC,MK,North Macedonia,,25713
Anthocharis damone,P,,EN,50,LC,LC,RS,Serbia,,88361
Anthocharis euphenoides,P,,LC,1,LC,LC,AD,Andorra,,468
Anthocharis euphenoides,P,,NE,,LC,LC,ES,Spain,y,498468
Anthocharis euphenoides,P,,LC,1,LC,LC,FR,France,y,551394
Anthocharis euphenoides,P,,NT,20,LC,LC,IT,Italy,y,301318
Anthocharis euphenoides,P,,NRLA,,LC,LC,PT,Portugal,y,91568
Anthocharis gruneri,P,,VU,30,LC,LC,AL,Albania,,28748
Anthocharis gruneri,P,,VU,30,LC,LC,BG,Bulgaria,y,110994
Anthocharis gruneri,P,,LC,1,LC,LC,GR,Greece,y,131940
Anthocharis gruneri,P,,Unknown,1,LC,LC,MK,North Macedonia,,25713
Anthocharis gruneri,P,,EN,50,LC,LC,RS,Serbia,,88361
Apatura ilia,P,,DD,1,LC,LC,AD,Andorra,,468
Apatura ilia,P,,VU,30,LC,LC,AL,Albania,,28748
Apatura ilia,P,,NT,20,LC,LC,AT,Austria,y,83858
Apatura ilia,P,,NT,20,LC,LC,BA,Bosnia and Herzegovina,,51129
Apatura ilia,P,,LC,1,LC,LC,BE,Belgium,y,30528
Apatura ilia,P,,LC,1,LC,LC,BG,Bulgaria,y,110994
Apatura ilia,P,,Unknown,1,LC,LC,BY,Belarus,,207600
Apatura ilia,P,,VU,30,LC,LC,CH,Switzerland,,41290
Apatura ilia,P,,NE,,LC,LC,CZ,Czech Republic,y,78866
Apatura ilia,P,,NT,20,LC,LC,DE,Germany,y,357168
Apatura ilia,P,,NtA,,LC,LC,DK,Denmark,y,44493
Apatura ilia,P,,LC,,LC,LC,EE,Estonia,y,45339
Apatura ilia,P,,NE,,LC,LC,ES,Spain,y,498468
Apatura ilia,P,,LC,1,LC,LC,FI,Finland,y,338145
Apatura ilia,P,,LC,1,LC,LC,FR,France,y,551394
Apatura ilia,P,,LC,1,LC,LC,GR,Greece,y,131940
Apatura ilia,P,,NT,20,LC,LC,HR,Croatia,y,56594
Apatura ilia,P,,LC,1,LC,LC,HU,Hungary,y,93030
Apatura ilia,P,,LC,1,LC,LC,IT,Italy,y,301318
Apatura ilia,P,,NRLA,,LC,LC,LI,Liechtenstein,,160
Apatura ilia,P,,LC,,LC,LC,LT,Lithuania,y,65300
Apatura ilia,P,,VU,30,LC,LC,LU,Luxembourg,y,2428
Apatura ilia,P,,NRLA,,LC,LC,LV,Latvia,y,64589
Apatura ilia,P,,NRLA,,LC,LC,MD,Moldova,,33846
Apatura ilia,P,,NRLA,,LC,LC,ME,Montenegro,,13812
Apatura ilia,P,,Unknown,1,LC,LC,MK,North Macedonia,,25713
Apatura ilia,P,,LC,1,LC,LC,PL,Poland,y,312685
Apatura ilia,P,,NRLA,,LC,LC,PT,Portugal,y,91568
Apatura ilia,P,,NT,20,LC,LC,RO,Romania,y,238392
Apatura ilia,P,,LC,1,LC,LC,RS,Serbia,,88361
Apatura ilia,P,,NRLA,,LC,LC,RU,Russia,,3972400
Apatura ilia,P,,VU,30,LC,LC,SI,Slovenia,y,20273
Apatura ilia,P,,LC,1,LC,LC,SK,Slovakia,y,49036
Apatura ilia,P,,LC,,LC,LC,UA,Ukraine,,603628
Apatura iris,P,,DD,1,LC,LC,AD,Andorra,,468
Apatura iris,P,,Unknown,1,LC,LC,AL,Albania,,28748
Apatura iris,P,,LC,1,LC,LC,AT,Austria,y,83858
Apatura iris,P,,NT,20,LC,LC,BA,Bosnia and Herzegovina,,51129
Apatura iris,P,,LC,1,LC,LC,BE,Belgium,y,30528
Apatura iris,P,,LC,1,LC,LC,BG,Bulgaria,y,110994
Apatura iris,P,,Unknown,1,LC,LC,BY,Belarus,,207600
Apatura iris,P,,NT,20,LC,LC,CH,Switzerland,,41290
Apatura iris,P,,NE,,LC,LC,CZ,Czech Republic,y,78866
Apatura iris,P,,NT,20,LC,LC,DE,Germany,y,357168
Apatura iris,P,,LC,1,LC,LC,DK,Denmark,y,44493
Apatura iris,P,,LC,,LC,LC,EE,Estonia,y,45339
Apatura iris,P,,NE,,LC,LC,ES,Spain,y,498468
Apatura iris,P,,LC,1,LC,LC,FI,Finland,y,338145
Apatura iris,P,,LC,1,LC,LC,FR,France,y,551394
Apatura iris,P,,NT,20,LC,LC,GB,United Kingdom,y,244820
Apatura iris,P,,LC,1,LC,LC,GR,Greece,y,131940
Apatura iris,P,,NT,20,LC,LC,HR,Croatia,y,56594
Apatura iris,P,,NT,20,LC,LC,HU,Hungary,y,93030
Apatura iris,P,,LC,1,LC,LC,IT,Italy,y,301318
Apatura iris,P,,NRLA,,LC,LC,LI,Liechtenstein,,160
Apatura iris,P,,LC,,LC,LC,LT,Lithuania,y,65300
Apatura iris,P,,LC,1,LC,LC,LU,Luxembourg,y,2428
Apatura iris,P,,NRLA,,LC,LC,LV,Latvia,y,64589
Apatura iris,P,,NRLA,,LC,LC,ME,Montenegro,,13812
Apatura iris,P,,Unknown,1,LC,LC,MK,North Macedonia,,25713
Apatura iris,P,,CR,80,LC,LC,NL,Netherlands,y,41198
Apatura iris,P,,NT,20,LC,LC,PL,Poland,y,312685
Apatura iris,P,,NRLA,,LC,LC,PT,Portugal,y,91568
Apatura iris,P,,NT,20,LC,LC,RO,Romania,y,238392
Apatura iris,P,,LC,1,LC,LC,RS,Serbia,,88361
Apatura iris,P,,NRLA,,LC,LC,RU,Russia,,3972400
Apatura iris,P,,LC,1,LC,LC,SE,Sweden,y,449964
Apatura iris,P,,LC,1,LC,LC,SI,Slovenia,y,20273
Apatura iris,P,,LC,1,LC,LC,SK,Slovakia,y,49036
Apatura iris,P,,LC,,LC,LC,UA,Ukraine,,603628
Apatura metis,P,,Unknown,1,LC,LC,AL,Albania,,28748
Apatura metis,P,,DD,1,LC,LC,AT,Austria,y,83858
Apatura metis,P,,NT,20,LC,LC,BA,Bosnia and Herzegovina,,51129
Apatura metis,P,,LC,1,LC,LC,BG,Bulgaria,y,110994
Apatura metis,P,,LC,1,LC,LC,GR,Greece,y,131940
Apatura metis,P,,VU,30,LC,LC,HR,Croatia,y,56594
Apatura metis,P,,VU,30,LC,LC,HU,Hungary,y,93030
Apatura metis,P,,NRLA,,LC,LC,MD,Moldova,,33846
Apatura metis,P,,NRLA,,LC,LC,ME,Montenegro,,13812
Apatura metis,P,,NT,20,LC,LC,RO,Romania,y,238392
Apatura metis,P,,VU,30,LC,LC,RS,Serbia,,88361
Apatura metis,P,,NRLA,,LC,LC,RU,Russia,,3972400
Apatura metis,P,,DD,1,LC,LC,SK,Slovakia,y,49036
Apatura metis,P,,VU,,LC,LC,UA,Ukraine,,603628
Aphantopus hyperantus,P,,VU,30,LC,LC,AD,Andorra,,468
Aphantopus hyperantus,P,,Unknown,1,LC,LC,AL,Albania,,28748
Aphantopus hyperantus,P,,LC,1,LC,LC,AT,Austria,y,83858
Aphantopus hyperantus,P,,LC,1,LC,LC,BA,Bosnia and Herzegovina,,51129
Aphantopus hyperantus,P,,LC,1,LC,LC,BE,Belgium,y,30528
Aphantopus hyperantus,P,,LC,1,LC,LC,BG,Bulgaria,y,110994
Aphantopus hyperantus,P,,Unknown,1,LC,LC,BY,Belarus,,207600
Aphantopus hyperantus,P,,LC,1,LC,LC,CH,Switzerland,,41290
Aphantopus hyperantus,P,,NE,,LC,LC,CZ,Czech Republic,y,78866
Aphantopus hyperantus,P,,LC,1,LC,LC,DE,Germany,y,357168
Aphantopus hyperantus,P,,LC,1,LC,LC,DK,Denmark,y,44493
Aphantopus hyperantus,P,,LC,,LC,LC,EE,Estonia,y,45339
Aphantopus hyperantus,P,,NE,,LC,LC,ES,Spain,y,498468
Aphantopus hyperantus,P,,LC,1,LC,LC,FI,Finland,y,338145
Aphantopus hyperantus,P,,LC,1,LC,LC,FR,France,y,551394
Aphantopus hyperantus,P,,LC,1,LC,LC,GB,United Kingdom,y,244820
Aphantopus hyperantus,P,,LC,1,LC,LC,GR,Greece,y,131940
Aphantopus hyperantus,P,,LC,1,LC,LC,HR,Croatia,y,56594
Aphantopus hyperantus,P,,LC,1,LC,LC,HU,Hungary,y,93030
Aphantopus hyperantus,P,,LC,1,LC,LC,IE,Ireland,y,70273
Aphantopus hyperantus,P,,LC,1,LC,LC,IT,Italy,y,301318
Aphantopus hyperantus,P,,NRLA,,LC,LC,LI,Liechtenstein,,160
Aphantopus hyperantus,P,,LC,,LC,LC,LT,Lithuania,y,65300
Aphantopus hyperantus,P,,LC,1,LC,LC,LU,Luxembourg,y,2428
Aphantopus hyperantus,P,,NRLA,,LC,LC,LV,Latvia,y,64589
Aphantopus hyperantus,P,,NRLA,,LC,LC,MD,Moldova,,33846
Aphantopus hyperantus,P,,NRLA,,LC,LC,ME,Montenegro,,13812
Aphantopus hyperantus,P,,Unknown,1,LC,LC,MK,North Macedonia,,25713
Aphantopus hyperantus,P,,LC,1,LC,LC,NL,Netherlands,y,41198
Aphantopus hyperantus,P,,LC,1,LC,LC,NO,Norway,,385178
Aphantopus hyperantus,P,,LC,1,LC,LC,PL,Poland,y,312685
Aphantopus hyperantus,P,,LC,1,LC,LC,RO,Romania,y,238392
Aphantopus hyperantus,P,,LC,1,LC,LC,RS,Serbia,,88361
Aphantopus hyperantus,P,,NRLA,,LC,LC,RU,Russia,,3972400
Aphantopus hyperantus,P,,LC,1,LC,LC,SE,Sweden,y,449964
Aphantopus hyperantus,P,,LC,1,LC,LC,SI,Slovenia,y,20273
Aphantopus hyperantus,P,,LC,1,LC,LC,SK,Slovakia,y,49036
Aphantopus hyperantus,P,,LC,,LC,LC,UA,Ukraine,,603628
Aporia crataegi,P,,LC,1,LC,LC,AD,Andorra,,468
Aporia crataegi,P,,Unknown,1,LC,LC,AL,Albania,,28748
Aporia crataegi,P,,NT,20,LC,LC,AT,Austria,y,83858
Aporia crataegi,P,,LC,1,LC,LC,BA,Bosnia and Herzegovina,,51129
Aporia crataegi,P,,LC,1,LC,LC,BE,Belgium,y,30528
Aporia crataegi,P,,LC,1,LC,LC,BG,Bulgaria,y,110994
Aporia crataegi,P,,Unknown,1,LC,LC,BY,Belarus,,207600
Aporia crataegi,P,,NT,20,LC,LC,CH,Switzerland,,41290
Aporia crataegi,P,,NRLA,,LC,LC,CY,Cyprus,y,9251
Aporia crataegi,P,,NE,,LC,LC,CZ,Czech Republic,y,78866
Aporia crataegi,P,,LC,1,LC,LC,DE,Germany,y,357168
Aporia crataegi,P,,LC,1,LC,LC,DK,Denmark,y,44493
Aporia crataegi,P,,LC,,LC,LC,EE,Estonia,y,45339
Aporia crataegi,P,,NE,,LC,LC,ES,Spain,y,498468
Aporia crataegi,P,,LC,1,LC,LC,FI,Finland,y,338145
Aporia crataegi,P,,LC,1,LC,LC,FR,France,y,551394
Aporia crataegi,Ex,,RE,100,LC,LC,GB,United Kingdom,y,244820
Aporia crataegi,P,,LC,1,LC,LC,GR,Greece,y,131940
Aporia crataegi,P,,LC,1,LC,LC,HR,Croatia,y,56594
Aporia crataegi,P,,LC,1,LC,LC,HU,Hungary,y,93030
Aporia crataegi,P,,LC,1,LC,LC,IT,Italy,y,301318
Aporia crataegi,P,,LC,,LC,LC,LT,Lithuania,y,65300
Aporia crataegi,P,,LC,1,LC,LC,LU,Luxembourg,y,2428
Aporia crataegi,P,,NRLA,,LC,LC,LV,Latvia,y,64589
Aporia crataegi,P,,NRLA,,LC,LC,MD,Moldova,,33846
Aporia crataegi,P,,NRLA,,LC,LC,ME,Montenegro,,13812
Aporia crataegi,P,,Unknown,1,LC,LC,MK,North Macedonia,,25713
Aporia crataegi,Ex,,RE,100,LC,LC,NL,Netherlands,y,41198
Aporia crataegi,P,,EN,50,LC,LC,NO,Norway,,385178
Aporia crataegi,P,,LC,1,LC,LC,PL,Poland,y,312685
Aporia crataegi,P,,NRLA,,LC,LC,PT,Portugal,y,91568
Aporia crataegi,P,,NT,20,LC,LC,RO,Romania,y,238392
Aporia crataegi,P,,LC,1,LC,LC,RS,Serbia,,88361
Aporia crataegi,P,,NRLA,,LC,LC,RU,Russia,,3972400
Aporia crataegi,P,,LC,1,LC,LC,SE,Sweden,y,449964
Aporia crataegi,P,,LC,1,LC,LC,SI,Slovenia,y,20273
Aporia crataegi,P,,VU,30,LC,LC,SK,Slovakia,y,49036
Aporia crataegi,P,,LC,,LC,LC,UA,Ukraine,,603628
Araschnia levana,P,,LC,1,LC,LC,AT,Austria,y,83858
Araschnia levana,P,,LC,1,LC,LC,BA,Bosnia and Herzegovina,,51129
Araschnia levana,P,,LC,1,LC,LC,BE,Belgium,y,30528
Araschnia levana,P,,LC,1,LC,LC,BG,Bulgaria,y,110994
Araschnia levana,P,,Unknown,1,LC,LC,BY,Belarus,,207600
Araschnia levana,P,,LC,1,LC,LC,CH,Switzerland,,41290
Araschnia levana,P,,NE,,LC,LC,CZ,Czech Republic,y,78866
Araschnia levana,P,,LC,1,LC,LC,DE,Germany,y,357168
Araschnia levana,P,,LC,1,LC,LC,DK,Denmark,y,44493
Araschnia levana,P,,LC,,LC,LC,EE,Estonia,y,45339
Araschnia levana,P,,NE,,LC,LC,ES,Spain,y,498468
Araschnia levana,P,,LC,1,LC,LC,FI,Finland,y,338145
Araschnia levana,P,,LC,1,LC,LC,FR,France,y,551394
Araschnia levana,P,,LC,1,LC,LC,GR,Greece,y,131940
Araschnia levana,P,,LC,1,LC,LC,HR,Croatia,y,56594
Araschnia levana,P,,LC,1,LC,LC,HU,Hungary,y,93030
Araschnia levana,P,,EN,50,LC,LC,IT,Italy,y,301318
Araschnia levana,P,,LC,,LC,LC,LT,Lithuania,y,65300
Araschnia levana,P,,LC,1,LC,LC,LU,Luxembourg,y,2428
Araschnia levana,P,,NRLA,,LC,LC,LV,Latvia,y,64589
Araschnia levana,P,,NRLA,,LC,LC,MD,Moldova,,33846
Araschnia levana,P,,NRLA,,LC,LC,ME,Montenegro,,13812
Araschnia levana,P,,Unknown,1,LC,LC,MK,North Macedonia,,25713
Araschnia levana,P,,LC,1,LC,LC,NL,Netherlands,y,41198
Araschnia levana,P,,LC,1,LC,LC,PL,Poland,y,312685
Araschnia levana,P,,LC,1,LC,LC,RO,Romania,y,238392
Araschnia levana,P,,LC,1,LC,LC,RS,Serbia,,88361
Araschnia levana,P,,NRLA,,LC,LC,RU,Russia,,3972400
Araschnia levana,P,,LC,1,LC,LC,SE,Sweden,y,449964
Araschnia levana,P,,LC,1,LC,LC,SI,Slovenia,y,20273
Araschnia levana,P,,LC,1,LC,LC,SK,Slovakia,y,49036
Araschnia levana,P,,LC,,LC,LC,UA,Ukraine,,603628
Archon apollinus,P,,NT,20,NT,LC,GR,Greece,y,131940
Arethusana arethusa,P,,VU,30,LC,LC,AD,Andorra,,468
Arethusana arethusa,P,,VU,30,LC,LC,AL,Albania,,28748
Arethusana arethusa,P,,EN,50,LC,LC,AT,Austria,y,83858
Arethusana arethusa,P,,LC,1,LC,LC,BA,Bosnia and Herzegovina,,51129
Arethusana arethusa,P,,LC,1,LC,LC,BG,Bulgaria,y,110994
Arethusana arethusa,Ex,,RE,100,LC,LC,CH,Switzerland,,41290
Arethusana arethusa,P,,VU,30,LC,LC,CZ,Czech Republic,y,78866
Arethusana arethusa,Ex,,RE,100,LC,LC,DE,Germany,y,357168
Arethusana arethusa,P,,NE,,LC,LC,ES,Spain,y,498468
Arethusana arethusa,P,,LC,1,LC,LC,FR,France,y,551394
Arethusana arethusa,P,,LC,1,LC,LC,GR,Greece,y,131940
Arethusana arethusa,P,,LC,1,LC,LC,HR,Croatia,y,56594
Arethusana arethusa,P,,LC,1,LC,LC,HU,Hungary,y,93030
Arethusana arethusa,P,,LC,1,LC,LC,IT,Italy,y,301318
Arethusana arethusa,P,,NRLA,,LC,LC,MD,Moldova,,33846
Arethusana arethusa,P,,NRLA,,LC,LC,ME,Montenegro,,13812
Arethusana arethusa,P,,Unknown,1,LC,LC,MK,North Macedonia,,25713
Arethusana arethusa,P,,NRLA,,LC,LC,PT,Portugal,y,91568
Arethusana arethusa,P,,NT,20,LC,LC,RO,Romania,y,238392
Arethusana arethusa,P,,LC,1,LC,LC,RS,Serbia,,88361
Arethusana arethusa,P,,NRLA,,LC,LC,RU,Russia,,3972400
Arethusana arethusa,P,,LC,1,LC,LC,SI,Slovenia,y,20273
Arethusana arethusa,P,,VU,30,LC,LC,SK,Slovakia,y,49036
Arethusana arethusa,P,,NT,,LC,LC,UA,Ukraine,,603628
Argynnis laodice,P,,Unknown,1,LC,NT,BY,Belarus,,207600
Argynnis laodice,P,,CR,80,LC,NT,DE,Germany,y,357168
Argynnis laodice,P,,LC,,LC,NT,EE,Estonia,y,45339
Argynnis laodice,P,,NtA,,LC,NT,FI,Finland,y,338145
Argynnis laodice,P,,NT,20,LC,NT,HU,Hungary,y,93030
Argynnis laodice,P,,LC,,LC,NT,LT,Lithuania,y,65300
Argynnis laodice,P,,NRLA,,LC,NT,LV,Latvia,y,64589
Argynnis laodice,P,,LC,1,LC,NT,PL,Poland,y,312685
Argynnis laodice,P,,EN,50,LC,NT,RO,Romania,y,238392
Argynnis laodice,P,,NRLA,,LC,NT,RU,Russia,,3972400
Argynnis laodice,P,,LC,1,LC,NT,SK,Slovakia,y,49036
Argynnis laodice,P,,VU,,LC,NT,UA,Ukraine,,603628
Argynnis pandora,P,,VU,30,LC,LC,AD,Andorra,,468
Argynnis pandora,P,,VU,30,LC,LC,AL,Albania,,28748
Argynnis pandora,P,,NT,20,LC,LC,BA,Bosnia and Herzegovina,,51129
Argynnis pandora,P,,LC,1,LC,LC,BG,Bulgaria,y,110994
Argynnis pandora,P,,NtA,,LC,LC,CH,Switzerland,,41290
Argynnis pandora,P,,NRLA,,LC,LC,CY,Cyprus,y,9251
Argynnis pandora,P,,NE,,LC,LC,ES,Spain,y,498468
Argynnis pandora,P,,LC,1,LC,LC,FR,France,y,551394
Argynnis pandora,P,,LC,1,LC,LC,GR,Greece,y,131940
Argynnis pandora,P,,LC,1,LC,LC,HR,Croatia,y,56594
Argynnis pandora,P,,LC,1,LC,LC,HU,Hungary,y,93030
Argynnis pandora,P,,LC,1,LC,LC,IT,Italy,y,301318
Argynnis pandora,P,,NRLA,,LC,LC,MA_CA,Spain,y,
Argynnis pandora,P,,NRLA,,LC,LC,MD,Moldova,,33846
Argynnis pandora,P,,NRLA,,LC,LC,ME,Montenegro,,13812
Argynnis pandora,P,,Unknown,1,LC,LC,MK,North Macedonia,,25713
Argynnis pandora,P,,NRLA,,LC,LC,PT,Portugal,y,91568
Argynnis pandora,P,,NT,20,LC,LC,RO,Romania,y,238392
Argynnis pandora,P,,LC,1,LC,LC,RS,Serbia,,88361
Argynnis pandora,P,,NRLA,,LC,LC,RU,Russia,,3972400
Argynnis pandora,P,,LC,1,LC,LC,SI,Slovenia,y,20273
Argynnis pandora,P,,LC,,LC,LC,UA,Ukraine,,603628
Argynnis paphia,P,,LC,1,LC,LC,AD,Andorra,,468
Argynnis paphia,P,,Unknown,1,LC,LC,AL,Albania,,28748
Argynnis paphia,P,,LC,1,LC,LC,AT,Austria,y,83858
Argynnis paphia,P,,LC,1,LC,LC,BA,Bosnia and Herzegovina,,51129
Argynnis paphia,P,,LC,1,LC,LC,BE,Belgium,y,30528
Argynnis paphia,P,,LC,1,LC,LC,BG,Bulgaria,y,110994
Argynnis paphia,P,,Unknown,1,LC,LC,BY,Belarus,,207600
Argynnis paphia,P,,LC,1,LC,LC,CH,Switzerland,,41290
Argynnis paphia,P,,NE,,LC,LC,CZ,Czech Republic,y,78866
Argynnis paphia,P,,LC,1,LC,LC,DE,Germany,y,357168
Argynnis paphia,P,,EN,50,LC,LC,DK,Denmark,y,44493
Argynnis paphia,P,,LC,,LC,LC,EE,Estonia,y,45339
Argynnis paphia,P,,NE,,LC,LC,ES,Spain,y,498468
Argynnis paphia,P,,LC,1,LC,LC,FI,Finland,y,338145
Argynnis paphia,P,,LC,1,LC,LC,FR,France,y,551394
Argynnis paphia,P,,LC,1,LC,LC,GB,United Kingdom,y,244820
Argynnis paphia,P,,LC,1,LC,LC,GR,Greece,y,131940
Argynnis paphia,P,,LC,1,LC,LC,HR,Croatia,y,56594
Argynnis paphia,P,,LC,1,LC,LC,HU,Hungary,y,93030
Argynnis paphia,P,,LC,1,LC,LC,IE,Ireland,y,70273
Argynnis paphia,P,,LC,1,LC,LC,IT,Italy,y,301318
Argynnis paphia,P,,NRLA,,LC,LC,LI,Liechtenstein,,160
Argynnis paphia,P,,LC,,LC,LC,LT,Lithuania,y,65300
Argynnis paphia,P,,LC,1,LC,LC,LU,Luxembourg,y,2428
Argynnis paphia,P,,NRLA,,LC,LC,LV,Latvia,y,64589
Argynnis paphia,P,,NRLA,,LC,LC,MD,Moldova,,33846
Argynnis paphia,P,,NRLA,,LC,LC,ME,Montenegro,,13812
Argynnis paphia,P,,Unknown,1,LC,LC,MK,North Macedonia,,25713
Argynnis paphia,P,,RE,100,LC,LC,NL,Netherlands,y,41198
Argynnis paphia,P,,LC,1,LC,LC,NO,Norway,,385178
Argynnis paphia,P,,LC,1,LC,LC,PL,Poland,y,312685
