SpeciesnameEurope,SpeciesnameLocal,CountryCode,RedListCategory,Status
Polygonia c-album,Polygonia c-album,NL,LC,P
Polygonia c-album,Polygonia c-album,NO,LC,P
Polygonia c-album,Polygonia c-album,PL,LC,P
Polygonia c-album,Polygonia c-album,PT,No Red List available,P
Polygonia c-album,Polygonia c-album,RO,LC,P
Polygonia c-album,Polygonia c-album,RS,LC,P
Polygonia c-album,Polygonia c-album,RU,No Red List available,P
Polygonia c-album,Polygonia c-album,SE,LC,P
Polygonia c-album,Polygonia c-album,SI,LC,P
Polygonia c-album,Nymphalis c-album,SK,LC,P
Polygonia c-album,Polygonia c-album,UA,LC,P
Polygonia egea,Polygonia egea,AL,Unknown,P
Polygonia egea,Polygonia egea,BA,LC,P
Polygonia egea,Polygonia egea,BG,VU,P
Polygonia egea,Polygonia egea,FR,EN,P
Polygonia egea,Polygonia egea,GR,LC,P
Polygonia egea,Polygonia egea,HR,LC,P
Polygonia egea,Polygonia egea,IT,LC,P
Polygonia egea,Polygonia egea,ME,No Red List available,P
Polygonia egea,Polygonia egea,MK,Unknown,P
Polygonia egea,Polygonia egea,RO,RE,Ex
Polygonia egea,Polygonia egea,RU,No Red List available,P
Polygonia egea,Polygonum egea,SI,EN,P
Polyommatus admetus,Polyommatus admetus,AL,Unknown,P
Polyommatus admetus,Polyommatus admetus,AT,RE,Ex
Polyommatus admetus,Polyommatus admetus,BA,VU,P
Polyommatus admetus,Plebeius admetus,BG,LC,P
Polyommatus admetus,Polyommatus admetus,GR,LC,P
Polyommatus admetus,Polyommatus admetus,HR,LC,P
Polyommatus admetus,Polyommatus admetus,HU,VU,P
Polyommatus admetus,Polyommatus admetus,ME,No Red List available,P
Polyommatus admetus,Polyommatus admetus,MK,Unknown,P
Polyommatus admetus,Polyommatus admetus,RO,CR,P
Polyommatus admetus,Polyommatus admetus,RS,NT,P
Polyommatus admetus,Polyommatus admetus,SK,EN,P
Polyommatus amandus,Polyommatus amanda,AD,NT,P
Polyommatus amandus,Polyommatus amandus,AL,Unknown,P
Polyommatus amandus,Polyommatus amandus,AT,LC,P
Polyommatus amandus,Polyommatus amandus,BA,LC,P
Polyommatus amandus,Polyommatus amandus,BG,LC,P
Polyommatus amandus,Polyommatus amandus,BY,Unknown,P
Polyommatus amandus,Polyommatus amandus,CH,VU,P
Polyommatus amandus,Polyommatus amandus,CZ,NT,P
Polyommatus amandus,Polyommatus amandus,DE,LC,P
Polyommatus amandus,Polyommatus amandus,DK,NT,P
Polyommatus amandus,Polyommatus amandus,EE,LC,P
Polyommatus amandus,Polyommatus amandus,ES,NE,P
Polyommatus amandus,Polyommatus amandus,FI,LC,P
Polyommatus amandus,Polyommatus amandus,FR,LC,P
Polyommatus amandus,Polyommatus amanda,GR,LC,P
Polyommatus amandus,Polyommatus amandus,HR,LC,P
Polyommatus amandus,Polyommatus amandus,HU,VU,P
Polyommatus amandus,Polyommatus icarius,IT,LC,P
Polyommatus amandus,Polyommatus amandus,LT,LC,P
Polyommatus amandus,Polyommatus amandus,LV,No Red List available,P
Polyommatus amandus,Polyommatus amandus,MD,No Red List available,P
Polyommatus amandus,Polyommatus amandus,ME,No Red List available,P
Polyommatus amandus,Polyommatus amandus,MK,Unknown,P
Polyommatus amandus,Polyommatus amandus,NO,LC,P
Polyommatus amandus,Polyommatus amandus,PL,LC,P
Polyommatus amandus,Polyommatus amandus,RO,VU,P
Polyommatus amandus,Polyommatus amandus,RS,LC,P
Polyommatus amandus,Polyommatus amandus,RU,No Red List available,P
Polyommatus amandus,Polyommatus amandus,SE,LC,P
Polyommatus amandus,Polyommatus amandus,SI,LC,P
Polyommatus amandus,Polyommatus amandus,SK,EN,P
Polyommatus amandus,Polyommatus amandus,UA,VU,P
Polyommatus aroaniensis,Polyommatus aroaniensis,BA,LC,P
Polyommatus aroaniensis,Polyommatus aroaniensis,BG,VU,P
Polyommatus aroaniensis,Polyommatus aroaniensis,GR,LC,P
Polyommatus aroaniensis,Polyommatus aroaniensis,MK,Unknown,P
Polyommatus celina,Polyommatus celina,ES,NE,P
Polyommatus celina,Polyommatus celinus,IT,LC,P
Polyommatus celina,Polyommatus celina,MA_CA,No Red List available,P
Polyommatus celina,Polyommatus celina,MT,No Red List available,P
Polyommatus celina,Polyommatus celina,PT,No Red List available,P
Polyommatus damocles,Polyommatus damocles,RU,No Red List available,P
Polyommatus damocles,Polyommatus damocles,UA,VU,P
Polyommatus damon,Polyommatus damon,AD,EN,P
Polyommatus damon,Polyommatus damon,AL,VU,P
Polyommatus damon,Polyommatus damon,AT,EN,P
Polyommatus damon,Polyommatus damon,BA,NT,P
Polyommatus damon,Polyommatus damon,BG,DD,P
Polyommatus damon,Polyommatus damon,CH,VU,P
Polyommatus damon,Polyommatus damon,CZ,CR,P
Polyommatus damon,Polyommatus damon,DE,CR,P
Polyommatus damon,Polyommatus damon,ES,NE,P
Polyommatus damon,Polyommatus damon,FR,LC,P
Polyommatus damon,Polyommatus damon,GR,LC,P
Polyommatus damon,Polyommatus damon,HR,VU,P
Polyommatus damon,Polyommatus damon,HU,RE,Ex
Polyommatus damon,Polyommatus damon,IT,LC,P
Polyommatus damon,Agrodiaetus damon,LI,No Red List available,P
Polyommatus damon,Polyommatus damon,LV,No Red List available,P
Polyommatus damon,Polyommatus damon,ME,No Red List available,P
Polyommatus damon,Polyommatus damon,MK,Unknown,P
Polyommatus damon,Polyommatus damon,PL,RE,Ex
Polyommatus damon,Polyommatus damon,RO,RE,Ex
Polyommatus damon,Polyommatus damon,RS,EN,P
Polyommatus damon,Polyommatus damon,RU,No Red List available,P
Polyommatus damon,Polyommatus damon,SK,RE,Ex
Polyommatus damon,Polyommatus damon,UA,CR,P
Polyommatus damone,Polyommatus damone,RU,No Red List available,P
Polyommatus damone,Polyommatus damone,UA,VU,P
Polyommatus daphnis,Polyommatus daphnis,AL,Unknown,P
Polyommatus daphnis,Polyommatus daphnis,AT,VU,P
Polyommatus daphnis,Polyommatus daphnis,BA,LC,P
Polyommatus daphnis,Polyommatus daphnis,BG,LC,P
Polyommatus daphnis,Polyommatus daphnis,BY,Unknown,P
Polyommatus daphnis,Polyommatus daphnis,CH,VU,P
Polyommatus daphnis,Polyommatus daphnis,CZ,VU,P
Polyommatus daphnis,Polyommatus daphnis,DE,VU,P
Polyommatus daphnis,Polyommatus daphnis,ES,NE,P
Polyommatus daphnis,Polyommatus daphnis,FR,LC,P
Polyommatus daphnis,Polyommatus daphnis,GR,LC,P
Polyommatus daphnis,Polyommatus daphnis,HR,LC,P
Polyommatus daphnis,Polyommatus daphnis,HU,NT,P
Polyommatus daphnis,Polyommatus daphnis,IT,LC,P
Polyommatus daphnis,Polyommatus daphnis,LT,DD,P
Polyommatus daphnis,Polyommatus daphnis,MD,No Red List available,P
Polyommatus daphnis,Polyommatus daphnis,ME,No Red List available,P
Polyommatus daphnis,Polyommatus daphnis,MK,Unknown,P
Polyommatus daphnis,Polyommatus daphnis,PL,LC,P
Polyommatus daphnis,Polyommatus daphnis,RO,NT,P
Polyommatus daphnis,Polyommatus daphnis,RS,LC,P
Polyommatus daphnis,Polyommatus daphnis,RU,No Red List available,P
Polyommatus daphnis,Polyommatus daphnis,SI,VU,P
Polyommatus daphnis,Polyommatus daphnis,SK,VU,P
Polyommatus daphnis,Polyommatus daphnis,UA,NT,P
Polyommatus dolus,Polyommatus dolus,FR,LC,P
Polyommatus dolus,Polyommatus dolus,IT,NT,P
Polyommatus dorylas,Polyommatus dorylas,AD,NT,P
Polyommatus dorylas,Polyommatus dorylas,AL,Unknown,P
Polyommatus dorylas,Polyommatus dorylas,AT,VU,P
Polyommatus dorylas,Polyommatus dorylas,BA,NT,P
Polyommatus dorylas,Polyommatus dorylas,BE,RE,Ex
Polyommatus dorylas,Polyommatus dorylas,BG,LC,P
Polyommatus dorylas,Polyommatus dorylas,BY,CR,P
Polyommatus dorylas,Polyommatus dorylas,CH,NT,P
Polyommatus dorylas,Polyommatus dorylas,CZ,CR,P
Polyommatus dorylas,Polyommatus dorylas,DE,EN,P
Polyommatus dorylas,Polyommatus dorylas,ES,NE,P
Polyommatus dorylas,Polyommatus dorylas,FR,NT,P
Polyommatus dorylas,Polyommatus dorylas,GR,LC,P
Polyommatus dorylas,Polyommatus dorylas,HR,LC,P
Polyommatus dorylas,Polyommatus dorylas,HU,NT,P
Polyommatus dorylas,Polyommatus dorylas,IT,LC,P
Polyommatus dorylas,Polyommatus dorylas,LT,EN,P
Polyommatus dorylas,Polyommatus dorylas,ME,No Red List available,P
Polyommatus dorylas,Polyommatus dorylas,MK,Unknown,P
Polyommatus dorylas,Polyommatus dorylas,PL,LC,P
Polyommatus dorylas,Polyommatus dorylas,RO,NT,P
Polyommatus dorylas,Polyommatus dorylas,RS,LC,P
Polyommatus dorylas,Polyommatus dorylas,RU,No Red List available,P
Polyommatus dorylas,Polyommatus dorylas,SE,NT,P
Polyommatus dorylas,Polyommatus dorylas,SI,LC,P
Polyommatus dorylas,Polyommatus dorylas,SK,VU,P
Polyommatus dorylas,Polyommatus dorylas,UA,EN,P
Polyommatus eros,Polyommatus eros,AD,VU,P
Polyommatus eros,Polyommatus eroides,AL,CR,P
Polyommatus eros,Polyommatus eros,AT,NT,P
Polyommatus eros,Polyommatus eros,BA,NT,P
Polyommatus eros,Polyommatus eros,BG,LC,P
Polyommatus eros,Polyommatus eros,BY,CR,P
Polyommatus eros,Polyommatus eros,CH,LC,P
Polyommatus eros,Polyommatus eroides,CZ,RE,Ex
Polyommatus eros,Polyommatus eros,DE,R,P
Polyommatus eros,Polyommatus eros,ES,NE,P
Polyommatus eros,Polyommatus eros,FR,LC,P
Polyommatus eros,Polyommatus eroides,GR,LC,P
Polyommatus eros,Polyommatus eros,HR,LC,P
Polyommatus eros,Polyommatus eros,IT,LC,P
Polyommatus eros,Polyommatus eros,LI,No Red List available,P
Polyommatus eros,Polyommatus eros,ME,No Red List available,P
Polyommatus eros,Polyommatus eros,MK,Unknown,P
Polyommatus eros,Polyommatus eros,PL,CR,P
Polyommatus eros,Polyommatus eros,RS,LC,P
Polyommatus eros,Polyommatus eros,RU,No Red List available,P
Polyommatus eros,Polyommatus eros,SK,DD,P
Polyommatus eros,Polyommatus eros,UA,CR,P
Polyommatus escheri,Polyommatus escheri,AD,LC,P
Polyommatus escheri,Polyommatus escheri,AL,Unknown,P
Polyommatus escheri,Polyommatus escheri,BA,LC,P
Polyommatus escheri,Polyommatus escheri,BG,LC,P
Polyommatus escheri,Polyommatus escheri,CH,VU,P
Polyommatus escheri,Polyommatus escheri,ES,NE,P
Polyommatus escheri,Polyommatus escheri,FR,LC,P
Polyommatus escheri,Polyommatus escheri,GR,LC,P
Polyommatus escheri,Polyommatus escheri,HR,LC,P
Polyommatus escheri,Polyommatus escheri,IT,LC,P
Polyommatus escheri,Polyommatus escheri,ME,No Red List available,P
Polyommatus escheri,Polyommatus escheri,MK,Unknown,P
Polyommatus escheri,Polyommatus escheri,SI,VU,P
Polyommatus fabressei,Polyommatus fabressei,ES,NE,P
Polyommatus fulgens,Polyommatus fulgens,ES,NE,P
Polyommatus golgus,Polyommatus golgus,ES,EN,P
Polyommatus humedasae,Polyommatus humedasae,IT,EN,P
Polyommatus icarus,Polyommatus icarus,AD,LC,P
Polyommatus icarus,Polyommatus icarus,AL,Unknown,P
Polyommatus icarus,Polyommatus icarus,AT,LC,P
Polyommatus icarus,Polyommatus icarus,BA,LC,P
Polyommatus icarus,Polyommatus icarus,BE,LC,P
Polyommatus icarus,Polyommatus icarus,BG,LC,P
Polyommatus icarus,Polyommatus icarus,BY,Unknown,P
Polyommatus icarus,Polyommatus icarus,CH,LC,P
Polyommatus icarus,Polyommatus icarus,CY,No Red List available,P
Polyommatus icarus,Polyommatus icarus,CZ,EN,P
Polyommatus icarus,Polyommatus icarus,DE,LC,P
Polyommatus icarus,Polyommatus icarus,DK,LC,P
Polyommatus icarus,Polyommatus icarus,EE,LC,P
Polyommatus icarus,Polyommatus icarus,ES,NE,P
Polyommatus icarus,Polyommatus icarus,FI,LC,P
Polyommatus icarus,Polyommatus icarus,FR,LC,P
Polyommatus icarus,Polyommatus icarus,GB,LC,P
Polyommatus icarus,Polyommatus icarus,GR,LC,P
Polyommatus icarus,Polyommatus icarus,HR,LC,P
Polyommatus icarus,Polyommatus icarus,HU,LC,P
Polyommatus icarus,Polyommatus icarus,IE,LC,P
Polyommatus icarus,Polyommatus icarus,IT,LC,P
Polyommatus icarus,Polyommatus icarus,LI,No Red List available,P
Polyommatus icarus,Polyommatus icarus,LT,LC,P
Polyommatus icarus,Polyommatus icarus,LU,LC,P
Polyommatus icarus,Polyommatus icarus,LV,No Red List available,P
Polyommatus icarus,Polyommatus icarus,MD,No Red List available,P
Polyommatus icarus,Polyommatus icarus,ME,No Red List available,P
Polyommatus icarus,Polyommatus icarus,MK,Unknown,P
Polyommatus icarus,Polyommatus icarus,NL,LC,P
Polyommatus icarus,Polyommatus icarus,NO,LC,P
Polyommatus icarus,Polyommatus icarus,PL,LC,P
Polyommatus icarus,Polyommatus icarus,PT,No Red List available,P
Polyommatus icarus,Polyommatus icarus,RO,LC,P
Polyommatus icarus,Polyommatus icarus,RS,LC,P
Polyommatus icarus,Polyommatus icarus,RU,No Red List available,P
Polyommatus icarus,Polyommatus icarus,SE,LC,P
Polyommatus icarus,Polyommatus icarus,SI,LC,P
Polyommatus icarus,Polyommatus icarus,SK,LC,P
Polyommatus icarus,Polyommatus icarus,UA,LC,P
Polyommatus iphigenia,Polyommatus iphigenia,GR,EN,P
Polyommatus nephohiptamenos,Polyommatus nephohiptamenos,BG,EN,P
Polyommatus nephohiptamenos,Polyommatus nephohiptamenos,GR,VU,P
Polyommatus nivescens,Polyommatus nivescens,ES,NE,P
Polyommatus orphicus,Polyommatus orphicus,BG,EN,P
Polyommatus orphicus,Polyommatus eleniae,GR,EN,P
Polyommatus orphicus,Polyommatus orphicus,MK,Unknown,P
Polyommatus ripartii,Polyommatus ripartii,AL,Unknown,P
Polyommatus ripartii,Polyommatus ripartii,BA,VU,P
Polyommatus ripartii,Polyommatus ripartii,BG,LC,P
Polyommatus ripartii,Polyommatus ripartii,ES,NE,P
Polyommatus ripartii,Polyommatus ripartii,FR,LC,P
Polyommatus ripartii,Polyommatus ripartii,GR,LC,P
Polyommatus ripartii,Polyommatus ripartii,HR,LC,P
Polyommatus ripartii,Polyommatus ripartii,IT,NT,P
Polyommatus ripartii,Polyommatus ripartii,MK,Unknown,P
Polyommatus ripartii,Polyommatus ripartii,PL,CR,P
Polyommatus ripartii,Polyommatus ripartii,RS,NT,P
Polyommatus ripartii,Polyommatus ripartii,RU,No Red List available,P
Polyommatus ripartii,Polyommatus ripartii,UA,NT,P
Polyommatus thersites,Polyommatus thersites,AD,NT,P
Polyommatus thersites,Polyommatus thersites,AL,Unknown,P
Polyommatus thersites,Polyommatus thersites,AT,VU,P
Polyommatus thersites,Polyommatus thersites,BA,NT,P
Polyommatus thersites,Polyommatus thersites,BE,RE,Ex
Polyommatus thersites,Polyommatus thersites,BG,LC,P
Polyommatus thersites,Polyommatus thersites,CH,VU,P
Polyommatus thersites,Polyommatus thersites,CZ,VU,P
Polyommatus thersites,Polyommatus thersites,DE,VU,P
Polyommatus thersites,Polyommatus thersites,ES,NE,P
Polyommatus thersites,Polyommatus thersites,FR,LC,P
Polyommatus thersites,Polyommatus thersites,GR,LC,P
Polyommatus thersites,Polyommatus thersites,HR,NT,P
Polyommatus thersites,Polyommatus thersites,HU,NT,P
Polyommatus thersites,Polyommatus thersites,IT,LC,P
Polyommatus thersites,Polyommatus thersites,MD,No Red List available,P
Polyommatus thersites,Polyommatus thersites,ME,No Red List available,P
Polyommatus thersites,Polyommatus thersites,MK,Unknown,P
Polyommatus thersites,Polyommatus thersites,PL,EN,P
Polyommatus thersites,Polyommatus thersites,PT,No Red List available,P
Polyommatus thersites,Polyommatus thersites,RO,NT,P
Polyommatus thersites,Polyommatus thersites,RS,LC,P
Polyommatus thersites,Polyommatus thersites,RU,No Red List available,P
Polyommatus thersites,Polyommatus thersites,SI,EN,P
Polyommatus thersites,Polyommatus thersites,SK,VU,P
Polyommatus thersites,Polyommatus thersites,UA,NT,P
Polyommatus timfristos,Polyommatus timfristos,GR,Unknown,P
Polyommatus violetae,Polyommatus violetae,ES,NE,P
Pontia callidice,Pontia callidice,AD,NT,P
Pontia callidice,Pontia callidice,AT,NT,P
Pontia callidice,Pontia callidice,CH,NT,P
Pontia callidice,Pontia callidice,DE,R,P
Pontia callidice,Pontia callidice,ES,NE,P
Pontia callidice,Pontia callidice,FR,LC,P
Pontia callidice,Pieris callidice,IT,LC,P
Pontia callidice,Pontia callidice,LI,No Red List available,P
Pontia callidice,Pontia callidice,RU,No Red List available,P
Pontia chloridice,Pontia chloridice,AL,NT,P
Pontia chloridice,Pontia chloridice,BG,VU,P
Pontia chloridice,Pontia chloridice,CY,No Red List available,P
Pontia chloridice,Pontia chloridice,GR,EN,P
Pontia chloridice,Pontia chloridice,MK,VU,P
Pontia chloridice,Pontia chloridice,RU,No Red List available,P
Pontia daplidice,Pontia daplidice,AD,LC,M
Pontia daplidice,Pontia daplidice,CY,No Red List available,P
Pontia daplidice,Pontia daplidice,ES,NE,P
Pontia daplidice,Pontia daplidice,FR,LC,P
Pontia daplidice,Pieris daplidice,IT,LC,P
Pontia daplidice,Pontia daplidice,MA_CA,No Red List available,P
Pontia daplidice,Pontia daplidice,PT,No Red List available,P
Pontia edusa,Pontia edusa,AL,Unknown,P
Pontia edusa,Pontia edusa,AT,LC,P
Pontia edusa,Pontia edusa,BA,LC,P
Pontia edusa,Pontia edusa,BG,LC,P
Pontia edusa,Pontia edusa,BY,Unknown,P
Pontia edusa,Pontia edusa,CH,NT,P
Pontia edusa,Pontia edusa,CZ,NE,P
Pontia edusa,Pontia edusa,DE,LC,P
Pontia edusa,Pontia edusa,DK,LC,M
Pontia edusa,Pontia edusa,FI,LC,M
Pontia edusa,Pontia edusa,GR,LC,P
Pontia edusa,Pontia edusa,HR,LC,P
Pontia edusa,Pontia edusa,HU,LC,P
Pontia edusa,Pieris edusa,IT,LC,P
Pontia edusa,Pontia edusa,LT,LC,P
Pontia edusa,Pontia edusa,LV,No Red List available,P
Pontia edusa,Pontia edusa,MD,No Red List available,P
Pontia edusa,Pontia edusa,ME,No Red List available,P
Pontia edusa,Pontia edusa,MK,Unknown,P
Pontia edusa,Pontia edusa,MT,No Red List available,M
Pontia edusa,Pontia edusa,PL,LC,P
Pontia edusa,Pontia edusa,RO,LC,P
Pontia edusa,Pontia edusa,RS,LC,P
Pontia edusa,Pontia edusa,RU,No Red List available,P
Pontia edusa,Pontia edusa,SE,VU,P
Pontia edusa,Pontia edusa,SI,LC,P
Pontia edusa,Pontia edusa,SK,LC,P
Pontia edusa,Pontia edusa,UA,LC,P
Praephilotes anthracias,Praephilotes anthracias,RU,No Red List available,P
Proterebia phegea,Proterebia afra,BA,LC,P
Proterebia phegea,Proterebia afra,GR,NT,P
Proterebia phegea,Proterebia afra,HR,NT,P
Proterebia phegea,Erebia afra,RU,No Red List available,P
Proterebia phegea,Proterebia afra,UA,VU,P
Pseudochazara amalthea,Pseudochazara amalthea,AL,Unknown,P
Pseudochazara amalthea,Pseudochazara amalthea,BA,EN,P
Pseudochazara amalthea,Pseudochazara amalthea,BG,Unknown,P
Pseudochazara amalthea,Pseudochazara anthelea (amalthea),GR,LC,P
Pseudochazara amalthea,Pseudochazara amalthea,HR,LC,P
Pseudochazara amalthea,Pseudochazara amalthea,MK,Unknown,P
Pseudochazara amymone,Pseudochazara amymone,AL,Unknown,P
Pseudochazara amymone,Pseudochazara amymone,GR,EN,P
Pseudochazara anthelea,Pseudochazara anthelea,CY,No Red List available,P
Pseudochazara anthelea,Pseudochazara anthelea (anthelea),GR,LC,P
Pseudochazara cingovskii,Pseudochazara cingovskii,MK,VU,P
Pseudochazara euxina,Pseudochazara euxina,UA,VU,P
Pseudochazara geyeri,Pseudochazara geyeri,AL,VU,P
Pseudochazara geyeri,Pseudochazara geyeri,GR,EN,P
Pseudochazara geyeri,Pseudochazara geyeri,MK,NT,P
Pseudochazara graeca,Pseudochazara graeca,GR,LC,P
Pseudochazara mercurius,Pseudochazara hippolyte,RU,No Red List available,P
Pseudochazara orestes,Pseudochazara orestes,BG,CR,P
Pseudochazara orestes,Pseudochazara orestes,GR,EN,P
Pseudochazara tisiphone,Pseudochazara mniszechii,AL,Unknown,P
Pseudochazara tisiphone,Pseudochazara tisiphone,GR,VU,P
Pseudochazara williamsi,Pseudochazara mercurius,ES,NT,P
Pseudophilotes abencerragus,Pseudophilotes abencerragus,ES,NE,P
Pseudophilotes abencerragus,Pseudophilotes abencerragus,PT,No Red List available,P
Pseudophilotes barbagiae,Pseudophilotes barbagiae,IT,DD,P
Pseudophilotes baton,Pseudophilotes panoptes,AD,VU,P
Pseudophilotes baton,Pseudophilotes baton,AT,CR,P
Pseudophilotes baton,Pseudophilotes baton,BE,RE,Ex
Pseudophilotes baton,Pseudophilotes baton,CH,VU,P
Pseudophilotes baton,Pseudophilotes baton,CZ,CR,P
Pseudophilotes baton,Pseudophilotes baton,DE,EN,P
Pseudophilotes baton,Pseudophilotes baton,ES,NE,P
Pseudophilotes baton,Pseudophilotes baton,FR,LC,P
Pseudophilotes baton,Pseudophilotes baton,IT,LC,P
Pseudophilotes baton,Pseudophilotes baton,PL,RE,Ex
Pseudophilotes baton,Pseudophilotes baton,PT,No Red List available,P
Pseudophilotes bavius,Pseudophilotes bavius,BG,CR,P
Pseudophilotes bavius,Pseudophilotes bavius,GR,NT,P
Pseudophilotes bavius,Pseudophilotes bavius,MK,VU,P
Pseudophilotes bavius,Pseudophilotes bavius,RO,EN,P
Pseudophilotes bavius,Pseudophilotes bavius,RS,DD,P
Pseudophilotes bavius,Pseudophilotes bavius,RU,No Red List available,P
Pseudophilotes bavius,Pseudophilotes bavius,UA,VU,P
Pseudophilotes panoptes,Pseudophilotes panoptes,ES,NE,P
Pseudophilotes panoptes,Pseudophilotes panoptes,PT,No Red List available,P
Pseudophilotes vicrama,Pseudophilotes vicrama,AL,VU,P
Pseudophilotes vicrama,Pseudophilotes vicrama,AT,EN,P
Pseudophilotes vicrama,Pseudophilotes vicrama,BA,NT,P
Pseudophilotes vicrama,Pseudophilotes vicrama,BG,LC,P
Pseudophilotes vicrama,Pseudophilotes vicrama,BY,LC,P
Pseudophilotes vicrama,Pseudophilotes vicrama,CY,No Red List available,P
Pseudophilotes vicrama,Pseudophilotes vicrama,CZ,CR,P
Pseudophilotes vicrama,Pseudophilotes vicrama,DE,CR,P
Pseudophilotes vicrama,Pseudophilotes vicrama,EE,VU,P
Pseudophilotes vicrama,Scolitantides vicrama,FI,CR,P
Pseudophilotes vicrama,Pseudophilotes vicrama,GR,LC,P
Pseudophilotes vicrama,Pseudophilotes vicrama,HR,NT,P
Pseudophilotes vicrama,Scolitantides schiffermuelleri,HU,NT,P
Pseudophilotes vicrama,Pseudophilotes vicrama,IT,LC,P
Pseudophilotes vicrama,Pseudophilotes vicrama,LT,LC,P
Pseudophilotes vicrama,Scolitantides vicrama,LV,No Red List available,P
Pseudophilotes vicrama,Pseudophilotes vicrama,MD,No Red List available,P
Pseudophilotes vicrama,Pseudophilotes vicrama,ME,No Red List available,P
Pseudophilotes vicrama,Pseudophilotes vicrama,MK,Unknown,P
Pseudophilotes vicrama,Pseudophilotes vicrama,PL,EN,P
Pseudophilotes vicrama,Pseudophilotes vicrama,RO,NT,P
Pseudophilotes vicrama,Pseudophilotes vicrama,RS,LC,P
Pseudophilotes vicrama,Pseudophilotes vicrama,RU,No Red List available,P
Pseudophilotes vicrama,Pseudophilotes vicrama,SI,VU,P
Pseudophilotes vicrama,Pseudophilotes vicrama,SK,EN,P
Pseudophilotes vicrama,Pseudophilotes vicrama,UA,NT,P
Pyrgus alveus,Pyrgus alveus,AD,LC,P
Pyrgus alveus,Pyrgus alveus,AL,Unknown,P
Pyrgus alveus,Pyrgus alveus,AT,VU,P
Pyrgus alveus,Pyrgus alveus,BA,LC,P
Pyrgus alveus,Pyrgus alveus,BG,LC,P
Pyrgus alveus,Pyrgus alveus,BY,LC,P
Pyrgus alveus,Pyrgus alveus,CH,LC,P
Pyrgus alveus,Pyrgus alveus,CZ,CR,P
Pyrgus alveus,Pyrgus trebevicensis,CZ,CR,P
Pyrgus alveus,Pyrgus alveus,DE,EN,P
Pyrgus alveus,Pyrgus alveus,EE,LC,P
Pyrgus alveus,Pyrgus alveus,ES,NE,P
Pyrgus alveus,Pyrgus alveus,FI,NT,P
Pyrgus alveus,Pyrgus alveus,FR,LC,P
Pyrgus alveus,Pyrgus alveus,GR,LC,P
Pyrgus alveus,Pyrgus alveus,HR,LC,P
Pyrgus alveus,Pyrgus alveus,HU,VU,P
Pyrgus alveus,Pyrgus accretus,IT,LC,P
Pyrgus alveus,Pyrgus alveus,IT,LC,P
Pyrgus alveus,Pyrgus centralitaliae,IT,LC,P
Pyrgus alveus,Pyrgus alveus,LI,No Red List available,P
Pyrgus alveus,Pyrgus alveus,LT,LC,P
Pyrgus alveus,Pyrgus alveus,LV,No Red List available,P
Pyrgus alveus,Pyrgus alveus,MD,No Red List available,P
Pyrgus alveus,Pyrgus alveus,ME,No Red List available,P
Pyrgus alveus,Pyrgus alveus,MK,Unknown,P
Pyrgus alveus,Pyrgus alveus,NO,EN,P
Pyrgus alveus,Pyrgus alveus,PL,LC,P
Pyrgus alveus,Pyrgus alveus,PT,No Red List available,P
Pyrgus alveus,Pyrgus alveus,RO,NT,P
Pyrgus alveus,Pyrgus alveus,RS,LC,P
Pyrgus alveus,Pyrgus alveus,RU,No Red List available,P
Pyrgus alveus,Pyrgus alveus,SE,VU,P
Pyrgus alveus,Pyrgus alveus,SI,VU,P
Pyrgus alveus,Pyrgus alveus,SK,VU,P
Pyrgus alveus,Pyrgus alveus,UA,NT,P
Pyrgus andromedae,Pyrgus andromedae,AD,EN,P
Pyrgus andromedae,Pyrgus andromedae,AL,Unknown,P
Pyrgus andromedae,Pyrgus andromedae,AT,LC,P
Pyrgus andromedae,Pyrgus andromedae,BA,VU,P
Pyrgus andromedae,Pyrgus andromedae,BG,EN,P
Pyrgus andromedae,Pyrgus andromedae,CH,LC,P
Pyrgus andromedae,Pyrgus andromedae,DE,R,P
Pyrgus andromedae,Pyrgus andromedae,ES,NE,P
Pyrgus andromedae,Pyrgus andromedae,FI,NT,P
Pyrgus andromedae,Pyrgus andromedae,FR,LC,P
Pyrgus andromedae,Pyrgus andromedae,IT,LC,P
Pyrgus andromedae,Pyrgus andromedae,LI,No Red List available,P
Pyrgus andromedae,Pyrgus andromedae,ME,No Red List available,P
Pyrgus andromedae,Pyrgus andromedae,MK,NT,P
Pyrgus andromedae,Pyrgus andromedae,NO,LC,P
Pyrgus andromedae,Pyrgus andromedae,RO,DD,P
Pyrgus andromedae,Pyrgus andromedae,RS,EN,P
Pyrgus andromedae,Pyrgus andromedae,RU,No Red List available,P
Pyrgus andromedae,Pyrgus andromedae,SE,LC,P
Pyrgus andromedae,Pyrgus andromedae,SI,LC,P
Pyrgus andromedae,Pyrgus andromedae,UA,DD,P
Pyrgus armoricanus,Pyrgus armoricanus,AL,EN,P
Pyrgus armoricanus,Pyrgus armoricanus,AT,EN,P
Pyrgus armoricanus,Pyrgus armoricanus,BA,LC,P
Pyrgus armoricanus,Pyrgus armoricanus,BE,RE,Ex
Pyrgus armoricanus,Pyrgus armoricanus,BG,LC,P
Pyrgus armoricanus,Pyrgus armoricanus,CH,NT,P
Pyrgus armoricanus,Pyrgus armoricanus,CZ,EN,P
Pyrgus armoricanus,Pyrgus armoricanus,DE,VU,P
