SpeciesnameEurope,SpeciesnameLocal,CountryCode,RedListCategory,Status
Colias myrmidone,Colias myrmidone,UA,CR,P
Colias palaeno,Colias palaeno,AT,VU,P
Colias palaeno,Colias palaeno,BE,RE,Ex
Colias palaeno,Colias palaeno,BY,NT,P
Colias palaeno,Colias palaeno,CH,NT,P
Colias palaeno,Colias palaeno,CZ,VU,P
Colias palaeno,Colias palaeno,DE,EN,P
Colias palaeno,Colias palaeno,EE,LC,P
Colias palaeno,Colias palaeno,FI,LC,P
Colias palaeno,Colias palaeno,FR,LC,P
Colias palaeno,Colias palaeno,IT,LC,P
Colias palaeno,Colias palaeno,LI,No Red List available,P
Colias palaeno,Colias palaeno,LT,LC,P
Colias palaeno,Colias palaeno,LV,No Red List available,P
Colias palaeno,Colias palaeno,NO,LC,P
Colias palaeno,Colias palaeno,PL,EN,P
Colias palaeno,Colias palaeno,RO,RE,Ex
Colias palaeno,Colias palaeno,RU,No Red List available,P
Colias palaeno,Colias palaeno,SE,LC,P
Colias palaeno,Colias palaeno,SK,CR,P
Colias palaeno,Colias palaeno,UA,EN,P
Colias phicomone,Colias phicomone,AD,NT,P
Colias phicomone,Colias phicomone,AT,LC,P
Colias phicomone,Colias phicomone,CH,LC,P
Colias phicomone,Colias phicomone,DE,LC,P
Colias phicomone,Colias phicomone,ES,NE,P
Colias phicomone,Colias phicomone,FR,LC,P
Colias phicomone,Colias phicomone,IT,LC,P
Colias phicomone,Colias phicomone,LI,No Red List available,P
Colias tyche,Colias tyche,FI,NT,P
Colias tyche,Colias tyche,NO,LC,P
Colias tyche,Colias tyche,RU,No Red List available,P
Colias tyche,Colias tyche,SE,LC,P
Colotis evagore,Colotis evagore,ES,NE,P
Cupido alcetas,Everes alcetas,AD,NT,P
Cupido alcetas,Cupido alcetas,AL,Unknown,P
Cupido alcetas,Cupido alcetas,AT,DD,P
Cupido alcetas,Cupido alcetas,BA,VU,P
Cupido alcetas,Cupido alcetas,BG,LC,P
Cupido alcetas,Cupido alcetas,CH,NT,P
Cupido alcetas,Cupido alcetas,CZ,CR,P
Cupido alcetas,Cupido alcetas,ES,NE,P
Cupido alcetas,Cupido alcetas,FR,LC,P
Cupido alcetas,Cupido alcetas,GR,LC,P
Cupido alcetas,Cupido alcetas,HR,LC,P
Cupido alcetas,Cupido alcetas,HU,NT,P
Cupido alcetas,Cupido alcetas,IT,LC,P
Cupido alcetas,Cupido alcetas,LV,No Red List available,P
Cupido alcetas,Cupido alcetas,MD,No Red List available,P
Cupido alcetas,Cupido alcetas,ME,No Red List available,P
Cupido alcetas,Cupido alcetas,MK,Unknown,P
Cupido alcetas,Cupido alcetas,RO,VU,P
Cupido alcetas,Cupido alcetas,RS,LC,P
Cupido alcetas,Cupido alcetas,RU,No Red List available,P
Cupido alcetas,Cupido alcetas,SI,LC,P
Cupido alcetas,Cupido alcetas,SK,VU,P
Cupido alcetas,Cupido alcetas,UA,VU,P
Cupido argiades,Everes argiades,AD,EN,P
Cupido argiades,Cupido argiades,AL,Unknown,P
Cupido argiades,Cupido argiades,AT,LC,P
Cupido argiades,Cupido argiades,BA,LC,P
Cupido argiades,Cupido argiades,BE,RE,Ex
Cupido argiades,Cupido argiades,BG,LC,P
Cupido argiades,Cupido argiades,BY,Unknown,P
Cupido argiades,Cupido argiades,CH,NT,P
Cupido argiades,Cupido argiades,CZ,NE,P
Cupido argiades,Cupido argiades,DE,NT,P
Cupido argiades,Cupido argiades,EE,LC,P
Cupido argiades,Cupido argiades,ES,NE,P
Cupido argiades,Cupido argiades,FI,VU,P
Cupido argiades,Cupido argiades,FR,LC,P
Cupido argiades,Cupido argiades,GR,LC,P
Cupido argiades,Cupido argiades,HR,LC,P
Cupido argiades,Cupido argiades,HU,LC,P
Cupido argiades,Cupido argiades,IT,LC,P
Cupido argiades,Cupido argiades,LI,No Red List available,M
Cupido argiades,Cupido argiades,LT,LC,P
Cupido argiades,Cupido argiades,LU,NE,P
Cupido argiades,Cupido argiades,LV,No Red List available,P
Cupido argiades,Cupido argiades,MD,No Red List available,P
Cupido argiades,Cupido argiades,ME,No Red List available,P
Cupido argiades,Cupido argiades,MK,Unknown,M
Cupido argiades,Cupido argiades,NL,NE,P
Cupido argiades,Cupido argiades,PL,LC,P
Cupido argiades,Cupido argiades,RO,LC,P
Cupido argiades,Cupido argiades,RS,LC,P
Cupido argiades,Cupido argiades,RU,No Red List available,P
Cupido argiades,Cupido argiades,SI,LC,P
Cupido argiades,Cupido argiades,SK,LC,P
Cupido argiades,Cupido argiades,UA,LC,P
Cupido decoloratus,Cupido decolorata,AL,Unknown,P
Cupido decoloratus,Cupido decolorata,AT,LC,P
Cupido decoloratus,Cupido decolorata,BA,CR,P
Cupido decoloratus,Cupido decolorata,BG,LC,P
Cupido decoloratus,Cupido decolorata,BY,DD,P
Cupido decoloratus,Cupido decoloratus,CZ,NT,P
Cupido decoloratus,Cupido decoloratus,GR,LC,P
Cupido decoloratus,Cupido decoloratus,HR,LC,P
Cupido decoloratus,Cupido decolorata,HU,NT,P
Cupido decoloratus,Cupido decolorata,MD,No Red List available,P
Cupido decoloratus,Cupido decolorata,ME,No Red List available,P
Cupido decoloratus,Cupido decolorata,MK,Unknown,P
Cupido decoloratus,Cupido decolorata,RO,VU,P
Cupido decoloratus,Cupido decolorata,RS,LC,P
Cupido decoloratus,Cupido decoloratus,RU,No Red List available,P
Cupido decoloratus,Cupido decolorata,SI,NT,P
Cupido decoloratus,Cupido decolorata,SK,LC,P
Cupido decoloratus,Cupido decoloratus,UA,NT,P
Cupido lorquinii,Cupido lorquinii,ES,NE,P
Cupido lorquinii,Cupido lorquinii,PT,No Red List available,P
Cupido minimus,Cupido minimus,AD,LC,P
Cupido minimus,Cupido minimus,AL,VU,P
Cupido minimus,Cupido minimus,AT,LC,P
Cupido minimus,Cupido minimus,BA,NT,P
Cupido minimus,Cupido minimus,BE,NT,P
Cupido minimus,Cupido minimus,BG,LC,P
Cupido minimus,Cupido minimus,BY,LC,P
Cupido minimus,Cupido minimus,CH,LC,P
Cupido minimus,Cupido minimus,CZ,VU,P
Cupido minimus,Cupido minimus,DE,LC,P
Cupido minimus,Cupido minimus,DK,LC,P
Cupido minimus,Cupido minimus,EE,LC,P
Cupido minimus,Cupido minimus,ES,NE,P
Cupido minimus,Cupido minimus,FI,EN,P
Cupido minimus,Cupido minimus,FR,LC,P
Cupido minimus,Cupido minimus,GB,NT,P
Cupido minimus,Cupido minimus,GR,LC,P
Cupido minimus,Cupido minimus,HR,LC,P
Cupido minimus,Cupido minimus,HU,LC,P
Cupido minimus,Cupido minimus,IE,EN,P
Cupido minimus,Cupido minimus,IT,LC,P
Cupido minimus,Cupido minimus,LI,No Red List available,P
Cupido minimus,Cupido minimus,LT,LC,P
Cupido minimus,Cupido minimus,LU,EN,P
Cupido minimus,Cupido minimus,LV,No Red List available,P
Cupido minimus,Cupido minimus,MD,No Red List available,P
Cupido minimus,Cupido minimus,ME,No Red List available,P
Cupido minimus,Cupido minimus,MK,Unknown,P
Cupido minimus,Cupido minimus,NL,RE,Ex
Cupido minimus,Cupido minimus,NO,LC,P
Cupido minimus,Cupido minimus,PL,LC,P
Cupido minimus,Cupido minimus,PT,No Red List available,P
Cupido minimus,Cupido minimus,RO,LC,P
Cupido minimus,Cupido minimus,RS,LC,P
Cupido minimus,Cupido minimus,RU,No Red List available,P
Cupido minimus,Cupido minimus,SE,NT,P
Cupido minimus,Cupido minimus,SI,LC,P
Cupido minimus,Cupido minimus,SK,LC,P
Cupido minimus,Cupido minimus,UA,NT,P
Cupido osiris,Cupido osiris,AL,VU,P
Cupido osiris,Cupido osiris,AT,CR,P
Cupido osiris,Cupido osiris,BA,NT,P
Cupido osiris,Cupido osiris,BG,LC,P
Cupido osiris,Cupido osiris,CH,EN,P
Cupido osiris,Cupido osiris,DE,RE,Ex
Cupido osiris,Cupido osiris,ES,NE,P
Cupido osiris,Cupido osiris,FR,LC,P
Cupido osiris,Cupido osiris,GR,LC,P
Cupido osiris,Cupido osiris,HR,LC,P
Cupido osiris,Cupido osiris,HU,EN,P
Cupido osiris,Cupido osiris,IT,LC,P
Cupido osiris,Cupido osiris,MD,No Red List available,P
Cupido osiris,Cupido osiris,ME,No Red List available,P
Cupido osiris,Cupido osiris,MK,Unknown,P
Cupido osiris,Cupido osiris,RO,VU,P
Cupido osiris,Cupido osiris,RS,LC,P
Cupido osiris,Cupido osiris,RU,No Red List available,P
Cupido osiris,Cupido osiris,SI,EN,P
Cupido osiris,Cupido osiris,SK,VU,P
Cupido osiris,Cupido osiris,UA,VU,P
Cyaniris semiargus,Polyommatus semiargus,AD,LC,P
Cyaniris semiargus,Cyaniris semiargus,AL,Unknown,P
Cyaniris semiargus,Polyommatus semiargus,AT,LC,P
Cyaniris semiargus,Cyaniris semiargus,BA,LC,P
Cyaniris semiargus,Cyaniris semiargus,BE,NT,P
Cyaniris semiargus,Polyommatus semiargus,BG,LC,P
Cyaniris semiargus,Cyaniris semiargus,BY,Unknown,P
Cyaniris semiargus,Polyommatus semiargus,CH,LC,P
Cyaniris semiargus,Cyaniris semiargus,CZ,VU,P
Cyaniris semiargus,Polyommatus semiargus,DE,LC,P
Cyaniris semiargus,Cyaniris semiargus,DK,VU,P
Cyaniris semiargus,Polyommatus semiargus,EE,LC,P
Cyaniris semiargus,Cyaniris semiargus,ES,NE,P
Cyaniris semiargus,Cyaniris semiargus,FI,LC,P
Cyaniris semiargus,Cyaniris semiargus,FR,LC,P
Cyaniris semiargus,Cyaniris semiargus,GB,RE,Ex
Cyaniris semiargus,Polyommatus semiargus,GR,LC,P
Cyaniris semiargus,Cyaniris semiargus,HR,LC,P
Cyaniris semiargus,Polyommatus semiargus,HU,LC,P
Cyaniris semiargus,Cyaniris semiargus,IT,LC,P
Cyaniris semiargus,Cyaniris semiargus,LI,No Red List available,P
Cyaniris semiargus,Cyaniris semiargus,LT,LC,P
Cyaniris semiargus,Polyommatus semiargus,LU,LC,P
Cyaniris semiargus,Cyaniris semiargus,LV,No Red List available,P
Cyaniris semiargus,Cyaniris semiargus,MD,No Red List available,P
Cyaniris semiargus,Cyaniris semiargus,ME,No Red List available,P
Cyaniris semiargus,Cyaniris semiargus,MK,Unknown,P
Cyaniris semiargus,Polyommatus semiargus,NL,RE,P
Cyaniris semiargus,Cyaniris semiargus,NO,LC,P
Cyaniris semiargus,Cyaniris semiargus,PL,LC,P
Cyaniris semiargus,Polyommatus semiargus,PT,No Red List available,P
Cyaniris semiargus,Cyaniris semiargus,RO,LC,P
Cyaniris semiargus,Cyaniris semiargus,RS,LC,P
Cyaniris semiargus,Polyommatus semiargus,RU,No Red List available,P
Cyaniris semiargus,Cyaniris semiargus,SE,LC,P
Cyaniris semiargus,Cyaniris semiargus,SI,LC,P
Cyaniris semiargus,Polyommatus semiargus,SK,LC,P
Cyaniris semiargus,Cyaniris semiargus,UA,LC,P
Cyclyrius webbianus,Cyclyrius webbianus,MA_CA,No Red List available,P
Danaus chrysippus,Danaus chrysippus,AL,NT,M
Danaus chrysippus,Danaus chrysippus,CY,No Red List available,M
Danaus chrysippus,Danaus chrysippus,ES,NE,P
Danaus chrysippus,Danaus chrysippus,FR,LC,P
Danaus chrysippus,Danaus chrysippus,GR,LC,M
Danaus chrysippus,Danaus chrysippus,HR,NtA,M
Danaus chrysippus,Danaus chrysippus,IT,LC,P
Danaus chrysippus,Danaus chrysippus,MA_CA,No Red List available,P
Danaus chrysippus,Danaus chrysippus,MT,No Red List available,M
Danaus plexippus,Danaus plexippus,ES,NE,P
Danaus plexippus,Danaus plexippus,MA_AZ,No Red List available,P
Danaus plexippus,Danaus plexippus,MA_CA,No Red List available,P
Danaus plexippus,Danaus plexippus,MA_MA,No Red List available,P
Erebia aethiopella,Erebia aethiopella,FR,LC,P
Erebia aethiopella,Erebia aethiopellus,IT,LC,P
Erebia aethiops,Erebia aethiops,AL,VU,P
Erebia aethiops,Erebia aethiops,AT,LC,P
Erebia aethiops,Erebia aethiops,BA,LC,P
Erebia aethiops,Erebia aethiops,BE,CR,P
Erebia aethiops,Erebia aethiops,BG,LC,P
Erebia aethiops,Erebia aethiops,BY,EN,P
Erebia aethiops,Erebia aethiops,CH,LC,P
Erebia aethiops,Erebia aethiops,CZ,EN,P
Erebia aethiops,Erebia aethiops,DE,VU,P
Erebia aethiops,Erebia aethiops,FR,LC,P
Erebia aethiops,Erebia aethiops,GB,LC,P
Erebia aethiops,Erebia aethiops,GR,VU,P
Erebia aethiops,Erebia aethiops,HR,LC,P
Erebia aethiops,Erebia aethiops,HU,EN,P
Erebia aethiops,Erebia aethiops,IT,LC,P
Erebia aethiops,Erebia aethiops,LI,No Red List available,P
Erebia aethiops,Erebia aethiops,LT,DD,P
Erebia aethiops,Erebia aethiops,LV,No Red List available,P
Erebia aethiops,Erebia aethiops,ME,No Red List available,P
Erebia aethiops,Erebia aethiops,MK,NT,P
Erebia aethiops,Erebia aethiops,PL,NT,P
Erebia aethiops,Erebia aethiops,RO,LC,P
Erebia aethiops,Erebia aethiops,RS,LC,P
Erebia aethiops,Erebia aethiops,RU,No Red List available,P
Erebia aethiops,Erebia aethiops,SI,LC,P
Erebia aethiops,Erebia aethiops,SK,LC,P
Erebia aethiops,Erebia aethiops,UA,LC,P
Erebia albergana,Erebia alberganus,AT,NT,P
Erebia albergana,Erebia alberganus,BG,VU,P
Erebia albergana,Erebia alberganus,CH,LC,P
Erebia albergana,Erebia alberganus,FR,LC,P
Erebia albergana,Erebia albergana,IT,LC,P
Erebia albergana,Erebia alberganus,ME,No Red List available,P
Erebia albergana,Erebia alberganus,MK,Unknown,P
Erebia albergana,Erebia alberganus,RS,NT,P
Erebia arvernensis,Erebia arvernensis,AD,LC,P
Erebia arvernensis,Erebia cassioides,CH,Unknown,P
Erebia arvernensis,Erebia arvernensis,ES,NE,P
Erebia arvernensis,Erebia cassioides,FR,Unknown,P
Erebia arvernensis,Erebia dromus,IT,LC,P
Erebia calcarius,Erebia calcaria,AT,DD,P
Erebia calcarius,Erebia calcaria,IT,NT,P
Erebia calcarius,Erebia calcaria,SI,LC,P
Erebia callias,Erebia callias,RU,No Red List available,P
Erebia cassioides,Erebia cassioides,AT,LC,P
Erebia cassioides,Erebia cassioides,IT,LC,P
Erebia christi,Erebia christi,CH,VU,P
Erebia christi,Erebia christi,IT,EN,P
Erebia claudina,Erebia claudina,AT,NT,P
Erebia claudina,Erebia claudina,IT,NtA,P
Erebia cyclopius,Erebia cyclopius,RU,No Red List available,P
Erebia dabanensis,Erebia dabanensis,RU,No Red List available,P
Erebia disa,Erebia disa,FI,VU,P
Erebia disa,Erebia disa,NO,LC,P
Erebia disa,Erebia disa,RU,No Red List available,P
Erebia disa,Erebia disa,SE,LC,P
Erebia discoidalis,Erebia discoidalis,RU,No Red List available,P
Erebia edda,Erebia edda,RU,No Red List available,P
Erebia embla,Erebia embla,EE,EN,P
Erebia embla,Erebia embla,FI,LC,P
Erebia embla,Erebia embla,LV,No Red List available,P
Erebia embla,Erebia embla,NO,LC,P
Erebia embla,Erebia embla,RU,No Red List available,P
Erebia embla,Erebia embla,SE,LC,P
Erebia epiphron,Erebia epiphron,AD,LC,P
Erebia epiphron,Erebia epiphron,AL,Unknown,P
Erebia epiphron,Erebia epiphron,AT,NT,P
Erebia epiphron,Erebia epiphron,BA,LC,P
Erebia epiphron,Erebia epiphron,CH,LC,P
Erebia epiphron,Erebia epiphron,CZ,NE,P
Erebia epiphron,Erebia epiphron,DE,R,P
Erebia epiphron,Erebia epiphron,ES,NE,P
Erebia epiphron,Erebia epiphron,FR,LC,P
Erebia epiphron,Erebia epiphron,GB,NT,P
Erebia epiphron,Erebia epiphron,GR,EN,P
Erebia epiphron,Erebia epiphron,HR,LC,P
Erebia epiphron,Erebia epiphron,IT,LC,P
Erebia epiphron,Erebia epiphron,LI,No Red List available,P
Erebia epiphron,Erebia epiphron,ME,No Red List available,P
Erebia epiphron,Erebia epiphron,MK,Unknown,P
Erebia epiphron,Erebia epiphron,PL,VU,P
Erebia epiphron,Erebia epiphron,RO,NT,P
Erebia epiphron,Erebia epiphron,RS,NT,P
Erebia epiphron,Erebia epiphron,SI,NT,P
Erebia epiphron,Erebia epiphron,SK,VU,P
Erebia epistygne,Erebia epistygne,ES,NE,P
Erebia epistygne,Erebia epistygne,FR,NT,P
Erebia eriphyle,Erebia eriphyle,AT,NT,P
Erebia eriphyle,Erebia eriphyle,CH,LC,P
Erebia eriphyle,Erebia eriphyle,DE,R,P
Erebia eriphyle,Erebia eriphyle,IT,LC,P
Erebia eriphyle,Erebia eriphyle,LI,No Red List available,P
Erebia euryale,Erebia euryale,AD,LC,P
Erebia euryale,Erebia euryale,AL,Unknown,P
Erebia euryale,Erebia euryale,AT,LC,P
Erebia euryale,Erebia euryale,BA,LC,P
Erebia euryale,Erebia euryale,BG,LC,P
Erebia euryale,Erebia euryale,CH,LC,P
Erebia euryale,Erebia euryale,CZ,NE,P
Erebia euryale,Erebia euryale,DE,LC,P
Erebia euryale,Erebia euryale,ES,NE,P
Erebia euryale,Erebia euryale,FR,LC,P
Erebia euryale,Erebia euryale,GR,LC,P
Erebia euryale,Erebia euryale,HR,LC,P
Erebia euryale,Erebia euryale,IT,LC,P
Erebia euryale,Erebia euryale,LI,No Red List available,P
Erebia euryale,Erebia euryale,ME,No Red List available,P
Erebia euryale,Erebia euryale,MK,Unknown,P
Erebia euryale,Erebia euryale,PL,LC,P
Erebia euryale,Erebia euryale,RO,LC,P
Erebia euryale,Erebia euryale,RS,LC,P
Erebia euryale,Erebia euryale,RU,No Red List available,P
Erebia euryale,Erebia euryale,SI,LC,P
Erebia euryale,Erebia euryale,SK,LC,P
Erebia euryale,Erebia euryale,UA,LC,P
Erebia fasciata,Erebia fasciata,RU,No Red List available,P
Erebia flavofasciata,Erebia flavofasciata,AT,DD,P
Erebia flavofasciata,Erebia flavofasciata,CH,NT,P
Erebia flavofasciata,Erebia flavofasciata,IT,VU,P
Erebia gorge,Erebia gorge,AD,VU,P
Erebia gorge,Erebia gorge,AL,Unknown,P
Erebia gorge,Erebia gorge,AT,LC,P
Erebia gorge,Erebia gorge,BA,VU,P
Erebia gorge,Erebia gorge,BG,EN,P
Erebia gorge,Erebia gorge,CH,LC,P
Erebia gorge,Erebia gorge,DE,R,P
Erebia gorge,Erebia gorge,ES,NE,P
Erebia gorge,Erebia gorge,FR,LC,P
Erebia gorge,Erebia gorge,HR,EN,P
Erebia gorge,Erebia gorge,IT,LC,P
Erebia gorge,Erebia gorge,LI,No Red List available,P
Erebia gorge,Erebia gorge,ME,No Red List available,P
Erebia gorge,Erebia gorge,MK,NT,P
Erebia gorge,Erebia gorge,PL,VU,P
Erebia gorge,Erebia gorge,RO,NT,P
Erebia gorge,Erebia gorge,RS,NT,P
Erebia gorge,Erebia gorge,SI,LC,P
Erebia gorge,Erebia gorge,SK,VU,P
Erebia gorgone,Erebia gorgone,AD,NT,P
Erebia gorgone,Erebia gorgone,ES,NE,P
Erebia gorgone,Erebia gorgone,FR,LC,P
Erebia hispania,Erebia hispania,ES,NE,P
Erebia hispania,Erebia hispania,FR,Unknown,P
Erebia jeniseiensis,Erebia jeniseiensis,RU,No Red List available,P
Erebia lefebvrei,Erebia lefebvrei,AD,VU,P
Erebia lefebvrei,Erebia lefebvrei,ES,NE,P
Erebia lefebvrei,Erebia lefebvrei,FR,NT,P
Erebia ligea,Erebia ligea,AL,Unknown,P
Erebia ligea,Erebia ligea,AT,LC,P
Erebia ligea,Erebia ligea,BA,LC,P
Erebia ligea,Erebia ligea,BE,CR,P
Erebia ligea,Erebia ligea,BG,LC,P
Erebia ligea,Erebia ligea,BY,DD,P
Erebia ligea,Erebia ligea,CH,LC,P
Erebia ligea,Erebia ligea,CZ,NT,P
Erebia ligea,Erebia ligea,DE,NT,P
Erebia ligea,Erebia ligea,EE,LC,P
Erebia ligea,Erebia ligea,FI,LC,P
Erebia ligea,Erebia ligea,FR,LC,P
Erebia ligea,Erebia ligea,GR,LC,P
Erebia ligea,Erebia ligea,HR,LC,P
Erebia ligea,Erebia ligea,HU,RE,Ex
Erebia ligea,Erebia ligea,IT,LC,P
Erebia ligea,Erebia ligea,LI,No Red List available,P
Erebia ligea,Erebia ligea,LT,DD,P
Erebia ligea,Erebia ligea,LV,No Red List available,P
Erebia ligea,Erebia ligea,ME,No Red List available,P
Erebia ligea,Erebia ligea,MK,Unknown,P
Erebia ligea,Erebia ligea,NO,LC,P
Erebia ligea,Erebia ligea,PL,NT,P
Erebia ligea,Erebia ligea,RO,LC,P
Erebia ligea,Erebia ligea,RS,LC,P
Erebia ligea,Erebia ligea,RU,No Red List available,P
Erebia ligea,Erebia ligea,SE,LC,P
Erebia ligea,Erebia ligea,SI,LC,P
Erebia ligea,Erebia ligea,SK,LC,P
Erebia ligea,Erebia ligea,UA,LC,P
Erebia manto,Erebia manto,AT,LC,P
Erebia manto,Erebia manto,BA,VU,P
Erebia manto,Erebia manto,CH,LC,P
Erebia manto,Erebia manto,DE,R,P
Erebia manto,Erebia manto,ES,NE,P
Erebia manto,Erebia manto,FR,LC,P
Erebia manto,Erebia manto,IT,LC,P
Erebia manto,Erebia manto,LI,No Red List available,P
Erebia manto,Erebia manto,PL,VU,P
Erebia manto,Erebia manto,RO,VU,P
Erebia manto,Erebia manto,SI,LC,P
Erebia manto,Erebia manto,SK,VU,P
Erebia manto,Erebia manto,UA,EN,P
Erebia medusa,Erebia medusa,AL,VU,P
Erebia medusa,Erebia medusa,AT,NT,P
Erebia medusa,Erebia medusa,BA,LC,P
Erebia medusa,Erebia medusa,BE,VU,P
Erebia medusa,Erebia medusa,BG,LC,P
Erebia medusa,Erebia medusa,BY,RE,Ex
Erebia medusa,Erebia medusa,CH,NT,P
Erebia medusa,Erebia medusa,CZ,NT,P
Erebia medusa,Erebia medusa,DE,NT,P
Erebia medusa,Erebia medusa,FR,LC,P
Erebia medusa,Erebia medusa,GR,LC,P
Erebia medusa,Erebia medusa,HR,NT,P
Erebia medusa,Erebia medusa,HU,VU,P
Erebia medusa,Erebia medusa,IT,LC,P
Erebia medusa,Erebia medusa,LI,No Red List available,P
Erebia medusa,Erebia medusa,LU,LC,P
Erebia medusa,Erebia medusa,MD,No Red List available,P
Erebia medusa,Erebia medusa,ME,No Red List available,P
Erebia medusa,Erebia medusa,MK,Unknown,P
Erebia medusa,Erebia medusa,PL,LC,P
Erebia medusa,Erebia medusa,RO,LC,P
Erebia medusa,Erebia medusa,RS,LC,P
Erebia medusa,Erebia medusa,RU,No Red List available,P
Erebia medusa,Erebia medusa,SI,LC,P
Erebia medusa,Erebia medusa,SK,LC,P
Erebia medusa,Erebia medusa,UA,NT,P
Erebia melampus,Erebia melampus,AT,LC,P
Erebia melampus,Erebia melampus,CH,LC,P
Erebia melampus,Erebia melampus,DE,R,P
Erebia melampus,Erebia melampus,FR,LC,P
Erebia melampus,Erebia melampus,IT,LC,P
Erebia melampus,Erebia melampus,LI,No Red List available,P
Erebia melas,Erebia melas,AL,Unknown,P
Erebia melas,Erebia melas,BA,LC,P
Erebia melas,Erebia melas,BG,VU,P
Erebia melas,Erebia melas,GR,LC,P
Erebia melas,Erebia melas,HR,LC,P
Erebia melas,Erebia melas,ME,No Red List available,P
Erebia melas,Erebia melas,MK,Unknown,P
Erebia melas,Erebia melas,RO,NT,P
Erebia melas,Erebia melas,RS,EN,P
Erebia melas,Erebia melas,SI,NT,P
Erebia meolans,Erebia meolans,AD,LC,P
Erebia meolans,Erebia meolans,AT,VU,P
Erebia meolans,Erebia meolans,CH,LC,P
Erebia meolans,Erebia meolans,DE,VU,P
Erebia meolans,Erebia meolans,ES,NE,P
Erebia meolans,Erebia meolans,FR,LC,P
Erebia meolans,Erebia meolans,IT,LC,P
Erebia meolans,Erebia meolans,LI,No Red List available,P
Erebia mnestra,Erebia mnestra,AT,NT,P
Erebia mnestra,Erebia mnestra,CH,LC,P
Erebia mnestra,Erebia mnestra,FR,LC,P
Erebia mnestra,Erebia mnestra,IT,LC,P
Erebia mnestra,Erebia mnestra,LI,No Red List available,P
Erebia montana,Erebia montana,AT,NT,P
Erebia montana,Erebia montana,CH,LC,P
Erebia montana,Erebia montana,FR,LC,P
Erebia montana,Erebia montana,IT,LC,P
Erebia montana,Erebia montana,LI,No Red List available,P
Erebia neleus,Erebia neleus,AL,Unknown,P
Erebia neleus,Erebia neleus,BA,Unknown,P
