"SpeciesnameLocal";"SpeciesnameEurope";"CountryCode";"RedListCategory";"Endemic"
"Parnassius sacerdos";"Parnassius phoebus";"DE";"DD";
"Parnassius sacerdos";"Parnassius phoebus";"IT";"LC";
"Pelopidas thrax";"Pelopidas thrax";"CY";"No Red List available";
"Pelopidas thrax";"Pelopidas thrax";"GR";"NT";
"Phengaris alcon";"Phengaris alcon";"AL";"VU";
"Phengaris alcon";"Phengaris alcon";"BA";"NT";
"Phengaris alcon";"Phengaris alcon";"BE";"CR";
"Phengaris alcon";"Phengaris alcon";"BG";"LC";
"Phengaris alcon";"Phengaris alcon";"BY";"VU";
"Phengaris alcon";"Phengaris alcon";"CZ";"CR";
"Phengaris alcon";"Phengaris alcon";"DK";"VU";
"Phengaris alcon";"Phengaris alcon";"EE";"No Red List available";
"Phengaris alcon";"Phengaris alcon";"LT";"CR";
"Phengaris alcon";"Phengaris alcon";"LV";"Unknown";
"Phengaris alcon";"Phengaris alcon";"ME";"No Red List available";
"Phengaris alcon";"Phengaris alcon";"MK";"NT";
"Phengaris alcon";"Phengaris alcon";"NL";"EN";
"Phengaris alcon";"Phengaris alcon";"PT";"No Red List available";
"Phengaris alcon";"Phengaris alcon";"RO";"No Red List available";
"Phengaris alcon";"Phengaris alcon";"RS";"VU";
"Phengaris alcon";"Phengaris alcon";"SE";"EN";
"Phengaris alcon";"Phengaris alcon";"SI";"EN";
"Phengaris alcon";"Phengaris alcon";"SK";"EN";
"Phengaris alcon";"Phengaris alcon";"UA";"No Red List available";
"Phengaris alcon alcon";"Phengaris alcon";"HR";"CR";
"Phengaris alcon rebeli";"Phengaris alcon";"HR";"VU";
"Phengaris arion";"Phengaris arion";"AL";"EN";
"Phengaris arion";"Phengaris arion";"BA";"EN";
"Phengaris arion";"Phengaris arion";"BE";"CR";
"Phengaris arion";"Phengaris arion";"BG";"LC";
"Phengaris arion";"Phengaris arion";"BY";"LC";
"Phengaris arion";"Phengaris arion";"CZ";"CR";
"Phengaris arion";"Phengaris arion";"DK";"CR";
"Phengaris arion";"Phengaris arion";"EE";"No Red List available";
"Phengaris arion";"Phengaris arion";"FI";"CR";
"Phengaris arion";"Phengaris arion";"GB";"CR";
"Phengaris arion";"Phengaris arion";"HR";"VU";
"Phengaris arion";"Phengaris arion";"LT";"VU";
"Phengaris arion";"Phengaris arion";"LV";"No Red List available";
"Phengaris arion";"Phengaris arion";"MD";"No Red List available";
"Phengaris arion";"Phengaris arion";"ME";"No Red List available";
"Phengaris arion";"Phengaris arion";"MK";"NT";
"Phengaris arion";"Phengaris arion";"NL";"RE";
"Phengaris arion";"Phengaris arion";"RO";"No Red List available";
"Phengaris arion";"Phengaris arion";"RS";"VU";
"Phengaris arion";"Phengaris arion";"SE";"NT";
"Phengaris arion";"Phengaris arion";"SI";"VU";
"Phengaris arion";"Phengaris arion";"SK";"EN";
"Phengaris arion";"Phengaris arion";"UA";"No Red List available";
"Phengaris nausithous";"Phengaris nausithous";"BG";"EN";
"Phengaris nausithous";"Phengaris nausithous";"BY";"VU";
"Phengaris nausithous";"Phengaris nausithous";"CZ";"NT";
"Phengaris nausithous";"Phengaris nausithous";"HR";"CR";
"Phengaris nausithous";"Phengaris nausithous";"NL";"CR";
"Phengaris nausithous";"Phengaris nausithous";"RO";"No Red List available";
"Phengaris nausithous";"Phengaris nausithous";"SI";"VU";
"Phengaris nausithous";"Phengaris nausithous";"SK";"EN";
"Phengaris nausithous";"Phengaris nausithous";"UA";"No Red List available";
"Phengaris teleius";"Phengaris teleius";"BE";"RE";
"Phengaris teleius";"Phengaris teleius";"CZ";"VU";
"Phengaris teleius";"Phengaris teleius";"HR";"CR";
"Phengaris teleius";"Phengaris teleius";"LT";"NT";
"Phengaris teleius";"Phengaris teleius";"LV";"No Red List available";
"Phengaris teleius";"Phengaris teleius";"NL";"CR";
"Phengaris teleius";"Phengaris teleius";"RO";"No Red List available";
"Phengaris teleius";"Phengaris teleius";"RS";"Unknown";
"Phengaris teleius";"Phengaris teleius";"SI";"VU";
"Phengaris teleius";"Phengaris teleius";"SK";"EN";
"Phengaris teleius";"Phengaris teleius";"UA";"No Red List available";
"Phengaris telejus";"Phengaris teleius";"BY";"VU";
"Pieris balcana";"Pieris balcana";"AL";"Unknown";
"Pieris balcana";"Pieris balcana";"BA";"LC";
"Pieris balcana";"Pieris balcana";"BG";"DD";
"Pieris balcana";"Pieris balcana";"GR";"DD";
"Pieris balcana";"Pieris balcana";"HR";"LC";
"Pieris balcana";"Pieris balcana";"ME";"No Red List available";
"Pieris balcana";"Pieris balcana";"MK";"Unknown";
"Pieris balcana";"Pieris balcana";"RS";"NT";
"Pieris balcana";"Pieris balcana";"SI";"Unknown";
"Pieris brassicae";"Pieris brassicae";"AD";"LC";
"Pieris brassicae";"Pieris brassicae";"AL";"Unknown";
"Pieris brassicae";"Pieris brassicae";"AT";"LC";
"Pieris brassicae";"Pieris brassicae";"BA";"NT";
"Pieris brassicae";"Pieris brassicae";"BE";"LC";
"Pieris brassicae";"Pieris brassicae";"BG";"LC";
"Pieris brassicae";"Pieris brassicae";"BY";"Unknown";
"Pieris brassicae";"Pieris brassicae";"CH";"LC";
"Pieris brassicae";"Pieris brassicae";"CY";"No Red List available";
"Pieris brassicae";"Pieris brassicae";"CZ";"LC";
"Pieris brassicae";"Pieris brassicae";"DE";"LC";
"Pieris brassicae";"Pieris brassicae";"DK";"LC";
"Pieris brassicae";"Pieris brassicae";"EE";"No Red List available";
"Pieris brassicae";"Pieris brassicae";"ES";"Unknown";
"Pieris brassicae";"Pieris brassicae";"FI";"LC";
"Pieris brassicae";"Pieris brassicae";"FR";"LC";
"Pieris brassicae";"Pieris brassicae";"GB";"LC";
"Pieris brassicae";"Pieris brassicae";"GR";"LC";
"Pieris brassicae";"Pieris brassicae";"HR";"DD";
"Pieris brassicae";"Pieris brassicae";"HU";"LC";
"Pieris brassicae";"Pieris brassicae";"IE";"LC";
"Pieris brassicae";"Pieris brassicae";"IT";"LC";
"Pieris brassicae";"Pieris brassicae";"LI";"No Red List available";
"Pieris brassicae";"Pieris brassicae";"LT";"Unknown";
"Pieris brassicae";"Pieris brassicae";"LU";"LC";
"Pieris brassicae";"Pieris brassicae";"LV";"No Red List available";
"Pieris brassicae";"Pieris brassicae";"MA_AZ";"No Red List available";
"Pieris brassicae";"Pieris brassicae";"MD";"No Red List available";
"Pieris brassicae";"Pieris brassicae";"ME";"No Red List available";
"Pieris brassicae";"Pieris brassicae";"MK";"Unknown";
"Pieris brassicae";"Pieris brassicae";"MT";"No Red List available";
"Pieris brassicae";"Pieris brassicae";"NL";"LC";
"Pieris brassicae";"Pieris brassicae";"NO";"LC";
"Pieris brassicae";"Pieris brassicae";"PL";"LC";
"Pieris brassicae";"Pieris brassicae";"PT";"No Red List available";
"Pieris brassicae";"Pieris brassicae";"RO";"No Red List available";
"Pieris brassicae";"Pieris brassicae";"RS";"VU";
"Pieris brassicae";"Pieris brassicae";"RU";"No Red List available";
"Pieris brassicae";"Pieris brassicae";"SE";"LC";
"Pieris brassicae";"Pieris brassicae";"SI";"LC";
"Pieris brassicae";"Pieris brassicae";"SK";"LC";
"Pieris brassicae";"Pieris brassicae";"UA";"No Red List available";
"Pieris bryoniae";"Pieris bryoniae";"AT";"LC";
"Pieris bryoniae";"Pieris bryoniae";"CH";"LC";
"Pieris bryoniae";"Pieris bryoniae";"DE";"LC";
"Pieris bryoniae";"Pieris bryoniae";"FR";"LC";
"Pieris bryoniae";"Pieris bryoniae";"HU";"CR";
"Pieris bryoniae";"Pieris bryoniae";"IT";"LC";
"Pieris bryoniae";"Pieris bryoniae";"LI";"No Red List available";
"Pieris bryoniae";"Pieris bryoniae";"PL";"LC";
"Pieris bryoniae";"Pieris bryoniae";"RO";"No Red List available";
"Pieris bryoniae";"Pieris bryoniae";"RU";"No Red List available";
"Pieris bryoniae";"Pieris bryoniae";"SI";"LC";
"Pieris bryoniae";"Pieris bryoniae";"SK";"LC";
"Pieris callidice";"Pontia callidice";"IT";"LC";
"Pieris cheiranthi";"Pieris cheiranthi";"MA_CA";"No Red List available";"Endemic (Canary Islands)"
"Pieris daplidice";"Pontia daplidice";"IT";"LC";
"Pieris edusa";"Pontia edusa";"IT";"LC";
"Pieris ergane";"Pieris ergane";"AL";"Unknown";
"Pieris ergane";"Pieris ergane";"AT";"DD";
"Pieris ergane";"Pieris ergane";"BA";"LC";
"Pieris ergane";"Pieris ergane";"BG";"LC";
"Pieris ergane";"Pieris ergane";"FR";"VU";
"Pieris ergane";"Pieris ergane";"GR";"LC";
"Pieris ergane";"Pieris ergane";"HR";"LC";
"Pieris ergane";"Pieris ergane";"HU";"VU";
"Pieris ergane";"Pieris ergane";"IT";"LC";
"Pieris ergane";"Pieris ergane";"ME";"No Red List available";
"Pieris ergane";"Pieris ergane";"MK";"Unknown";
"Pieris ergane";"Pieris ergane";"RO";"No Red List available";
"Pieris ergane";"Pieris ergane";"RS";"NT";
"Pieris ergane";"Pieris ergane";"SI";"VU";
"Pieris krueperi";"Pieris krueperi";"AL";"VU";
"Pieris krueperi";"Pieris krueperi";"BG";"LC";
"Pieris krueperi";"Pieris krueperi";"GR";"LC";
"Pieris krueperi";"Pieris krueperi";"MK";"NT";
"Pieris mannii";"Pieris mannii";"AD";"DD";
"Pieris mannii";"Pieris mannii";"AL";"Unknown";
"Pieris mannii";"Pieris mannii";"AT";"EN";
"Pieris mannii";"Pieris mannii";"BA";"LC";
"Pieris mannii";"Pieris mannii";"BE";"NE";
"Pieris mannii";"Pieris mannii";"BG";"LC";
"Pieris mannii";"Pieris mannii";"CH";"NT";
"Pieris mannii";"Pieris mannii";"CZ";"RE";
"Pieris mannii";"Pieris mannii";"DE";"NE";
"Pieris mannii";"Pieris mannii";"ES";"Unknown";
"Pieris mannii";"Pieris mannii";"FR";"LC";
"Pieris mannii";"Pieris mannii";"GR";"LC";
"Pieris mannii";"Pieris mannii";"HR";"LC";
"Pieris mannii";"Pieris mannii";"HU";"RE";
"Pieris mannii";"Pieris mannii";"IT";"LC";
"Pieris mannii";"Pieris mannii";"LI";"No Red List available";
"Pieris mannii";"Pieris mannii";"LU";"NtA";
"Pieris mannii";"Pieris mannii";"ME";"No Red List available";
"Pieris mannii";"Pieris mannii";"MK";"Unknown";
"Pieris mannii";"Pieris mannii";"NL";"Unknown";
"Pieris mannii";"Pieris mannii";"RO";"No Red List available";
"Pieris mannii";"Pieris mannii";"RS";"NT";
"Pieris mannii";"Pieris mannii";"SI";"VU";
"Pieris mannii";"Pieris mannii";"SK";"DD";
"Pieris napi";"Pieris napi";"AD";"LC";
"Pieris napi";"Pieris napi";"AL";"Unknown";
"Pieris napi";"Pieris napi";"AT";"LC";
"Pieris napi";"Pieris napi";"BA";"LC";
"Pieris napi";"Pieris napi";"BE";"LC";
"Pieris napi";"Pieris napi";"BG";"LC";
"Pieris napi";"Pieris napi";"BY";"Unknown";
"Pieris napi";"Pieris napi";"CH";"LC";
"Pieris napi";"Pieris napi";"CZ";"LC";
"Pieris napi";"Pieris napi";"DE";"LC";
"Pieris napi";"Pieris napi";"DK";"LC";
"Pieris napi";"Pieris napi";"EE";"No Red List available";
"Pieris napi";"Pieris napi";"ES";"Unknown";
"Pieris napi";"Pieris napi";"FI";"LC";
"Pieris napi";"Pieris napi";"FR";"LC";
"Pieris napi";"Pieris napi";"GB";"LC";
"Pieris napi";"Pieris napi";"GR";"LC";
"Pieris napi";"Pieris napi";"HR";"LC";
"Pieris napi";"Pieris napi";"HU";"LC";
"Pieris napi";"Pieris napi";"IE";"LC";
"Pieris napi";"Pieris napi";"IT";"LC";
"Pieris napi";"Pieris napi";"LI";"No Red List available";
"Pieris napi";"Pieris napi";"LT";"Unknown";
"Pieris napi";"Pieris napi";"LU";"LC";
"Pieris napi";"Pieris napi";"LV";"No Red List available";
"Pieris napi";"Pieris napi";"MD";"No Red List available";
"Pieris napi";"Pieris napi";"ME";"No Red List available";
"Pieris napi";"Pieris napi";"MK";"Unknown";
"Pieris napi";"Pieris napi";"NL";"LC";
"Pieris napi";"Pieris napi";"NO";"LC";
"Pieris napi";"Pieris napi";"PL";"LC";
"Pieris napi";"Pieris napi";"PT";"No Red List available";
"Pieris napi";"Pieris napi";"RO";"No Red List available";
"Pieris napi";"Pieris napi";"RS";"LC";
"Pieris napi";"Pieris napi";"RU";"No Red List available";
"Pieris napi";"Pieris napi";"SE";"LC";
"Pieris napi";"Pieris napi";"SI";"LC";
"Pieris napi";"Pieris napi";"SK";"LC";
"Pieris napi";"Pieris napi";"UA";"No Red List available";
"Pieris napi f. bryoniae";"Pieris bryoniae";"CZ";"LC";
"Pieris rapae";"Pieris rapae";"AD";"LC";
"Pieris rapae";"Pieris rapae";"AL";"Unknown";
"Pieris rapae";"Pieris rapae";"AT";"LC";
"Pieris rapae";"Pieris rapae";"BA";"LC";
"Pieris rapae";"Pieris rapae";"BE";"LC";
"Pieris rapae";"Pieris rapae";"BG";"LC";
"Pieris rapae";"Pieris rapae";"BY";"Unknown";
"Pieris rapae";"Pieris rapae";"CH";"LC";
"Pieris rapae";"Pieris rapae";"CY";"No Red List available";
"Pieris rapae";"Pieris rapae";"CZ";"LC";
"Pieris rapae";"Pieris rapae";"DE";"LC";
"Pieris rapae";"Pieris rapae";"DK";"LC";
"Pieris rapae";"Pieris rapae";"EE";"No Red List available";
"Pieris rapae";"Pieris rapae";"ES";"Unknown";
"Pieris rapae";"Pieris rapae";"FI";"LC";
"Pieris rapae";"Pieris rapae";"FR";"LC";
"Pieris rapae";"Pieris rapae";"GB";"LC";
"Pieris rapae";"Pieris rapae";"GR";"LC";
"Pieris rapae";"Pieris rapae";"HR";"LC";
"Pieris rapae";"Pieris rapae";"HU";"LC";
"Pieris rapae";"Pieris rapae";"IE";"LC";
"Pieris rapae";"Pieris rapae";"IT";"LC";
"Pieris rapae";"Pieris rapae";"LI";"No Red List available";
"Pieris rapae";"Pieris rapae";"LT";"Unknown";
"Pieris rapae";"Pieris rapae";"LU";"LC";
"Pieris rapae";"Pieris rapae";"LV";"No Red List available";
"Pieris rapae";"Pieris rapae";"MA_CA";"No Red List available";
"Pieris rapae";"Pieris rapae";"MA_MA";"No Red List available";
"Pieris rapae";"Pieris rapae";"MD";"No Red List available";
"Pieris rapae";"Pieris rapae";"ME";"No Red List available";
"Pieris rapae";"Pieris rapae";"MK";"Unknown";
"Pieris rapae";"Pieris rapae";"MT";"No Red List available";
"Pieris rapae";"Pieris rapae";"NL";"LC";
"Pieris rapae";"Pieris rapae";"NO";"LC";
"Pieris rapae";"Pieris rapae";"PL";"LC";
"Pieris rapae";"Pieris rapae";"PT";"No Red List available";
"Pieris rapae";"Pieris rapae";"RO";"No Red List available";
"Pieris rapae";"Pieris rapae";"RS";"LC";
"Pieris rapae";"Pieris rapae";"RU";"No Red List available";
"Pieris rapae";"Pieris rapae";"SE";"LC";
"Pieris rapae";"Pieris rapae";"SI";"LC";
"Pieris rapae";"Pieris rapae";"SK";"LC";
"Pieris rapae";"Pieris rapae";"UA";"No Red List available";
"Pieris wollastoni";"Pieris wollastoni";"MA_MA";"No Red List available";"Endemic (Madeira Islands)"
"Plebeius admetus";"Polyommatus admetus";"BG";"LC";
"Plebeius argus";"Plebejus argus";"BY";"Unknown";
"Plebeius argus";"Plebejus argus";"CH";"NT";
"Plebeius argus";"Plebejus argus";"DE";"LC";
"Plebeius argus";"Plebejus argus";"GR";"LC";
"Plebeius argus";"Plebejus argus";"HU";"LC";
"Plebeius argus";"Plebejus argus";"LU";"EN";
"Plebeius argus";"Plebejus argus";"MD";"No Red List available";
"Plebeius argus";"Plebejus argus";"UA";"No Red List available";
"Plebeius argyrognomon";"Plebejus argyrognomon";"BY";"Unknown";
"Plebeius argyrognomon";"Plebejus argyrognomon";"CH";"EN";
"Plebeius argyrognomon";"Plebejus argyrognomon";"DE";"LC";
"Plebeius argyrognomon";"Plebejus argyrognomon";"GR";"LC";
"Plebeius argyrognomon";"Plebejus argyrognomon";"HU";"LC";
"Plebeius argyrognomon";"Plebejus argyrognomon";"MD";"No Red List available";
"Plebeius argyrognomon";"Plebejus argyrognomon";"UA";"No Red List available";
"Plebeius brethertoni";"Kretania sephirus";"GR";"NT";
"Plebeius eurypilus";"Kretania eurypilus";"GR";"VU";
"Plebeius glandon";"Agriades glandon";"CH";"LC";
"Plebeius glandon";"Agriades glandon";"DE";"R";
"Plebeius idas";"Plebejus idas";"BY";"Unknown";
"Plebeius idas";"Plebejus idas";"CH";"NT";
"Plebeius idas";"Plebejus idas";"DE";"VU";
"Plebeius idas";"Plebejus idas";"GR";"LC";
"Plebeius idas";"Plebejus idas";"HU";"VU";
"Plebeius idas";"Plebejus idas";"MD";"No Red List available";
"Plebeius idas";"Plebejus idas";"UA";"No Red List available";
"Plebeius loewii";"Plebejidea loewii";"GR";"LC";
"Plebeius optilete";"Agriades optilete";"CH";"LC";
"Plebeius optilete";"Agriades optilete";"DE";"EN";
"Plebeius orbitulus";"Agriades orbitulus";"CH";"LC";
"Plebeius orbitulus";"Agriades orbitulus";"DE";"R";
"Plebeius psylorita";"Kretania psylorita";"GR";"NT";"Endemic (Greece - Crete)"
"Plebeius sephirus";"Kretania sephirus";"HU";"VU";
"Plebeius trappi";"Kretania trappi";"CH";"VU";
"Plebejides sephirus";"Kretania sephirus";"GR";"Unknown";
"Plebejides sephirus";"Kretania sephirus";"MD";"No Red List available";
"Plebejides sephirus";"Kretania sephirus";"UA";"No Red List available";
"Plebejus aquilo";"Agriades aquilo";"FI";"EN";
"Plebejus aquilo";"Agriades aquilo";"SE";"NT";
"Plebejus argus";"Plebejus argus";"AD";"LC";
"Plebejus argus";"Plebejus argus";"AL";"Unknown";
"Plebejus argus";"Plebejus argus";"AT";"NT";
"Plebejus argus";"Plebejus argus";"BA";"LC";
"Plebejus argus";"Plebejus argus";"BE";"VU";
"Plebejus argus";"Plebejus argus";"BG";"LC";
"Plebejus argus";"Plebejus argus";"CZ";"LC";
"Plebejus argus";"Plebejus argus";"DK";"VU";
"Plebejus argus";"Plebejus argus";"EE";"No Red List available";
"Plebejus argus";"Plebejus argus";"ES";"Unknown";
"Plebejus argus";"Plebejus argus";"FI";"LC";
"Plebejus argus";"Plebejus argus";"FR";"LC";
"Plebejus argus";"Plebejus argus";"GB";"VU";
"Plebejus argus";"Plebejus argus";"HR";"LC";
"Plebejus argus";"Plebejus argus";"LI";"No Red List available";
"Plebejus argus";"Plebejus argus";"LT";"Unknown";
"Plebejus argus";"Plebejus argus";"LV";"No Red List available";
"Plebejus argus";"Plebejus argus";"ME";"No Red List available";
"Plebejus argus";"Plebejus argus";"MK";"Unknown";
"Plebejus argus";"Plebejus argus";"MT";"No Red List available";
"Plebejus argus";"Plebejus argus";"NL";"NT";
"Plebejus argus";"Plebejus argus";"NO";"LC";
"Plebejus argus";"Plebejus argus";"PL";"LC";
"Plebejus argus";"Plebejus argus";"PT";"No Red List available";
"Plebejus argus";"Plebejus argus";"RO";"No Red List available";
"Plebejus argus";"Plebejus argus";"RS";"LC";
"Plebejus argus";"Plebejus argus";"RU";"No Red List available";
"Plebejus argus";"Plebejus argus";"SE";"LC";
"Plebejus argus";"Plebejus argus";"SI";"LC";
"Plebejus argus";"Plebejus argus";"SK";"LC";
"Plebejus argus corsicus";"Plebejus argus";"FR";"Unknown";
"Plebejus argyrognomon";"Plebejus argyrognomon";"AL";"Unknown";
"Plebejus argyrognomon";"Plebejus argyrognomon";"AT";"NT";
"Plebejus argyrognomon";"Plebejus argyrognomon";"BA";"NT";
"Plebejus argyrognomon";"Plebejus argyrognomon";"BE";"RE";
"Plebejus argyrognomon";"Plebejus argyrognomon";"BG";"LC";
"Plebejus argyrognomon";"Plebejus argyrognomon";"CZ";"LC";
"Plebejus argyrognomon";"Plebejus argyrognomon";"FR";"LC";
"Plebejus argyrognomon";"Plebejus argyrognomon";"HR";"LC";
"Plebejus argyrognomon";"Plebejus argyrognomon";"LT";"Unknown";
"Plebejus argyrognomon";"Plebejus argyrognomon";"LV";"No Red List available";
"Plebejus argyrognomon";"Plebejus argyrognomon";"ME";"No Red List available";
"Plebejus argyrognomon";"Plebejus argyrognomon";"MK";"Unknown";
"Plebejus argyrognomon";"Plebejus argyrognomon";"NO";"CR";
"Plebejus argyrognomon";"Plebejus argyrognomon";"PL";"LC";
"Plebejus argyrognomon";"Plebejus argyrognomon";"RO";"No Red List available";
"Plebejus argyrognomon";"Plebejus argyrognomon";"RS";"VU";
"Plebejus argyrognomon";"Plebejus argyrognomon";"RU";"No Red List available";
"Plebejus argyrognomon";"Plebejus argyrognomon";"SE";"EN";
"Plebejus argyrognomon";"Plebejus argyrognomon";"SI";"VU";
"Plebejus argyrognomon";"Plebejus argyrognomon";"SK";"LC";
"Plebejus bellieri";"Plebejus bellieri";"FR";"LC";
"Plebejus bellieri";"Plebejus bellieri";"IT";"NtA";
"Plebejus cyane";"Glabroculus cyane";"RU";"No Red List available";
"Plebejus dardanus";"Agriades dardanus";"BA";"VU";
"Plebejus dardanus";"Agriades dardanus";"BG";"EN";
"Plebejus dardanus";"Agriades dardanus";"GR";"Unknown";
"Plebejus dardanus";"Agriades dardanus";"MK";"VU";
"Plebejus dardanus";"Agriades dardanus";"RU";"No Red List available";
"Plebejus dardanus";"Agriades dardanus";"UA";"No Red List available";
"Plebejus eurypilus";"Kretania eurypilus";"RU";"No Red List available";
"Plebejus glandon";"Agriades glandon";"AD";"NT";
"Plebejus glandon";"Agriades glandon";"AT";"NT";
"Plebejus hespericus";"Kretania hesperica";"ES";"NT";"Endemic (Spain)"
"Plebejus idas";"Plebejus idas";"AD";"LC";
"Plebejus idas";"Plebejus idas";"AL";"Unknown";
"Plebejus idas";"Plebejus idas";"AT";"VU";
"Plebejus idas";"Plebejus idas";"BA";"LC";
"Plebejus idas";"Plebejus idas";"BE";"RE";
"Plebejus idas";"Plebejus idas";"BG";"LC";
"Plebejus idas";"Plebejus idas";"CZ";"VU";
"Plebejus idas";"Plebejus idas";"DK";"NT";
"Plebejus idas";"Plebejus idas";"EE";"No Red List available";
"Plebejus idas";"Plebejus idas";"ES";"Unknown";
"Plebejus idas";"Plebejus idas";"FI";"LC";
"Plebejus idas";"Plebejus idas";"FR";"LC";
"Plebejus idas";"Plebejus idas";"HR";"LC";
"Plebejus idas";"Plebejus idas";"LT";"Unknown";
"Plebejus idas";"Plebejus idas";"LV";"No Red List available";
"Plebejus idas";"Plebejus idas";"ME";"No Red List available";
"Plebejus idas";"Plebejus idas";"MK";"Unknown";
"Plebejus idas";"Plebejus idas";"NL";"RE";
"Plebejus idas";"Plebejus idas";"NO";"LC";
"Plebejus idas";"Plebejus idas";"PL";"LC";
"Plebejus idas";"Plebejus idas";"RO";"No Red List available";
"Plebejus idas";"Plebejus idas";"RS";"LC";
"Plebejus idas";"Plebejus idas";"RU";"No Red List available";
"Plebejus idas";"Plebejus idas";"SE";"LC";
"Plebejus idas";"Plebejus idas";"SI";"VU";
"Plebejus idas";"Plebejus idas";"SK";"DD";
"Plebejus loewii";"Plebejidea loewii";"RU";"No Red List available";
"Plebejus optilete";"Agriades optilete";"AT";"VU";
"Plebejus optilete";"Agriades optilete";"DK";"NT";
"Plebejus optilete";"Agriades optilete";"FR";"LC";
"Plebejus optilete";"Agriades optilete";"MK";"VU";
"Plebejus optilete";"Agriades optilete";"NL";"CR";
"Plebejus optilete";"Agriades optilete";"PL";"EN";
"Plebejus optilete";"Agriades optilete";"RS";"NT";
"Plebejus optilete";"Agriades optilete";"RU";"No Red List available";
"Plebejus optilete";"Agriades optilete";"SE";"LC";
"Plebejus optilete";"Agriades optilete";"SI";"NT";
"Plebejus optilete";"Agriades optilete";"SK";"DD";
"Plebejus orbitulus";"Agriades orbitulus";"AT";"NT";
"Plebejus orbitulus";"Agriades orbitulus";"SE";"LC";
"Plebejus orbitulus";"Agriades orbitulus";"SI";"NT";
"Plebejus pylaon";"Kretania pylaon";"RU";"No Red List available";
"Plebejus sephirus";"Kretania sephirus";"AL";"Unknown";
"Plebejus sephirus";"Kretania sephirus";"BG";"LC";
"Plebejus sephirus";"Kretania sephirus";"MK";"Unknown";
"Plebejus sephirus";"Kretania sephirus";"RO";"No Red List available";
"Plebejus sephirus";"Kretania sephirus";"RU";"No Red List available";
"Plebejus trappi";"Kretania trappi";"IT";"VU";
"Polygonia c-album";"Polygonia c-album";"AD";"LC";
"Polygonia c-album";"Polygonia c-album";"AL";"Unknown";
"Polygonia c-album";"Polygonia c-album";"AT";"LC";
"Polygonia c-album";"Polygonia c-album";"BA";"LC";
"Polygonia c-album";"Polygonia c-album";"BE";"LC";
"Polygonia c-album";"Polygonia c-album";"BG";"LC";
"Polygonia c-album";"Polygonia c-album";"BY";"Unknown";
"Polygonia c-album";"Polygonia c-album";"CH";"LC";
"Polygonia c-album";"Polygonia c-album";"CZ";"LC";
"Polygonia c-album";"Polygonia c-album";"DE";"LC";
"Polygonia c-album";"Polygonia c-album";"DK";"LC";
"Polygonia c-album";"Polygonia c-album";"EE";"No Red List available";
"Polygonia c-album";"Polygonia c-album";"ES";"Unknown";
"Polygonia c-album";"Polygonia c-album";"FI";"LC";
"Polygonia c-album";"Polygonia c-album";"FR";"LC";
"Polygonia c-album";"Polygonia c-album";"GB";"LC";
"Polygonia c-album";"Polygonia c-album";"GR";"LC";
"Polygonia c-album";"Polygonia c-album";"HR";"LC";
"Polygonia c-album";"Polygonia c-album";"HU";"LC";
"Polygonia c-album";"Polygonia c-album";"IE";"LC";
"Polygonia c-album";"Polygonia c-album";"IT";"LC";
"Polygonia c-album";"Polygonia c-album";"LI";"No Red List available";
"Polygonia c-album";"Polygonia c-album";"LT";"Unknown";
"Polygonia c-album";"Polygonia c-album";"LU";"LC";
"Polygonia c-album";"Polygonia c-album";"LV";"No Red List available";
"Polygonia c-album";"Polygonia c-album";"MD";"No Red List available";
"Polygonia c-album";"Polygonia c-album";"ME";"No Red List available";
"Polygonia c-album";"Polygonia c-album";"MK";"Unknown";
"Polygonia c-album";"Polygonia c-album";"NL";"LC";
"Polygonia c-album";"Polygonia c-album";"NO";"LC";
"Polygonia c-album";"Polygonia c-album";"PL";"LC";
"Polygonia c-album";"Polygonia c-album";"PT";"No Red List available";
"Polygonia c-album";"Polygonia c-album";"RO";"No Red List available";
"Polygonia c-album";"Polygonia c-album";"RS";"LC";
"Polygonia c-album";"Polygonia c-album";"RU";"No Red List available";
"Polygonia c-album";"Polygonia c-album";"SE";"LC";
"Polygonia c-album";"Polygonia c-album";"SI";"LC";
"Polygonia c-album";"Polygonia c-album";"UA";"No Red List available";
"Polygonia egea";"Polygonia egea";"AL";"Unknown";
"Polygonia egea";"Polygonia egea";"BA";"LC";
"Polygonia egea";"Polygonia egea";"BG";"VU";
"Polygonia egea";"Polygonia egea";"CH";"NtA";
"Polygonia egea";"Polygonia egea";"CZ";"LC";
"Polygonia egea";"Polygonia egea";"FR";"EN";
"Polygonia egea";"Polygonia egea";"GR";"LC";
"Polygonia egea";"Polygonia egea";"HR";"LC";
"Polygonia egea";"Polygonia egea";"IT";"LC";
"Polygonia egea";"Polygonia egea";"ME";"No Red List available";
"Polygonia egea";"Polygonia egea";"MK";"Unknown";
"Polygonia egea";"Polygonia egea";"MT";"No Red List available";
"Polygonia egea";"Polygonia egea";"RS";"VU";
"Polygonia egea";"Polygonia egea";"RU";"No Red List available";
"Polygonum egea";"Polygonia egea";"SI";"EN";
"Polyommatus abdon";"Polyommatus icarus";"ES";"Unknown";
"Polyommatus admetus";"Polyommatus admetus";"AL";"Unknown";
"Polyommatus admetus";"Polyommatus admetus";"AT";"RE";
"Polyommatus admetus";"Polyommatus admetus";"BA";"VU";
"Polyommatus admetus";"Polyommatus admetus";"GR";"LC";
