"SpeciesnameLocal";"SpeciesnameEurope";"CountryCode";"RedListCategory";"Endemic"
"Polyommatus admetus";"Polyommatus admetus";"HR";"LC";
"Polyommatus admetus";"Polyommatus admetus";"HU";"VU";
"Polyommatus admetus";"Polyommatus admetus";"ME";"No Red List available";
"Polyommatus admetus";"Polyommatus admetus";"MK";"Unknown";
"Polyommatus admetus";"Polyommatus admetus";"RO";"No Red List available";
"Polyommatus admetus";"Polyommatus admetus";"RS";"NT";
"Polyommatus admetus";"Polyommatus admetus";"SK";"EN";
"Polyommatus amanda";"Polyommatus amandus";"AD";"NT";
"Polyommatus amanda";"Polyommatus amandus";"ES";"Unknown";
"Polyommatus amanda";"Polyommatus amandus";"GR";"LC";
"Polyommatus amandus";"Polyommatus amandus";"AL";"Unknown";
"Polyommatus amandus";"Polyommatus amandus";"AT";"LC";
"Polyommatus amandus";"Polyommatus amandus";"BA";"LC";
"Polyommatus amandus";"Polyommatus amandus";"BG";"LC";
"Polyommatus amandus";"Polyommatus amandus";"BY";"Unknown";
"Polyommatus amandus";"Polyommatus amandus";"CH";"VU";
"Polyommatus amandus";"Polyommatus amandus";"CZ";"LC";
"Polyommatus amandus";"Polyommatus amandus";"DE";"LC";
"Polyommatus amandus";"Polyommatus amandus";"DK";"NT";
"Polyommatus amandus";"Polyommatus amandus";"EE";"No Red List available";
"Polyommatus amandus";"Polyommatus amandus";"FI";"LC";
"Polyommatus amandus";"Polyommatus amandus";"FR";"LC";
"Polyommatus amandus";"Polyommatus amandus";"HR";"LC";
"Polyommatus amandus";"Polyommatus amandus";"HU";"VU";
"Polyommatus amandus";"Polyommatus amandus";"LT";"Unknown";
"Polyommatus amandus";"Polyommatus amandus";"LV";"No Red List available";
"Polyommatus amandus";"Polyommatus amandus";"MD";"No Red List available";
"Polyommatus amandus";"Polyommatus amandus";"ME";"No Red List available";
"Polyommatus amandus";"Polyommatus amandus";"MK";"Unknown";
"Polyommatus amandus";"Polyommatus amandus";"NO";"LC";
"Polyommatus amandus";"Polyommatus amandus";"PL";"LC";
"Polyommatus amandus";"Polyommatus amandus";"RO";"No Red List available";
"Polyommatus amandus";"Polyommatus amandus";"RS";"NT";
"Polyommatus amandus";"Polyommatus amandus";"RU";"No Red List available";
"Polyommatus amandus";"Polyommatus amandus";"SE";"LC";
"Polyommatus amandus";"Polyommatus amandus";"SI";"LC";
"Polyommatus amandus";"Polyommatus amandus";"SK";"EN";
"Polyommatus amandus";"Polyommatus amandus";"UA";"No Red List available";
"Polyommatus andronicus";"Polyommatus icarus";"BG";"Unknown";
"Polyommatus andronicus";"Polyommatus icarus";"GR";"EN";
"Polyommatus aroaniensis";"Polyommatus aroaniensis";"BA";"LC";
"Polyommatus aroaniensis";"Polyommatus aroaniensis";"BG";"VU";
"Polyommatus aroaniensis";"Polyommatus aroaniensis";"GR";"LC";
"Polyommatus aroaniensis";"Polyommatus aroaniensis";"MK";"Unknown";
"Polyommatus bellargus";"Lysandra bellargus";"AD";"LC";
"Polyommatus bellargus";"Lysandra bellargus";"AL";"Unknown";
"Polyommatus bellargus";"Lysandra bellargus";"AT";"NT";
"Polyommatus bellargus";"Lysandra bellargus";"BA";"LC";
"Polyommatus bellargus";"Lysandra bellargus";"BE";"CR";
"Polyommatus bellargus";"Lysandra bellargus";"BG";"LC";
"Polyommatus bellargus";"Lysandra bellargus";"CH";"LC";
"Polyommatus bellargus";"Lysandra bellargus";"CZ";"VU";
"Polyommatus bellargus";"Lysandra bellargus";"DE";"VU";
"Polyommatus bellargus";"Lysandra bellargus";"GB";"NT";
"Polyommatus bellargus";"Lysandra bellargus";"GR";"LC";
"Polyommatus bellargus";"Lysandra bellargus";"HR";"LC";
"Polyommatus bellargus";"Lysandra bellargus";"HU";"LC";
"Polyommatus bellargus";"Lysandra bellargus";"IT";"LC";
"Polyommatus bellargus";"Lysandra bellargus";"LT";"Unknown";
"Polyommatus bellargus";"Lysandra bellargus";"LU";"EN";
"Polyommatus bellargus";"Lysandra bellargus";"MD";"No Red List available";
"Polyommatus bellargus";"Lysandra bellargus";"MK";"Unknown";
"Polyommatus bellargus";"Lysandra bellargus";"PL";"VU";
"Polyommatus bellargus";"Lysandra bellargus";"PT";"No Red List available";
"Polyommatus bellargus";"Lysandra bellargus";"RS";"VU";
"Polyommatus bellargus";"Lysandra bellargus";"RU";"No Red List available";
"Polyommatus bellargus";"Lysandra bellargus";"SI";"LC";
"Polyommatus bellargus";"Lysandra bellargus";"SK";"EN";
"Polyommatus bellargus";"Lysandra bellargus";"UA";"No Red List available";
"Polyommatus celina";"Polyommatus celina";"ES";"Unknown";
"Polyommatus celina";"Polyommatus celina";"MA_CA";"No Red List available";
"Polyommatus celina";"Polyommatus celina";"MT";"No Red List available";
"Polyommatus celina";"Polyommatus celina";"PT";"No Red List available";
"Polyommatus celinus";"Polyommatus celina";"IT";"LC";
"Polyommatus coelestina";"Neolysandra coelestina";"GR";"NT";
"Polyommatus coelestinus";"Neolysandra coelestina";"RU";"No Red List available";
"Polyommatus coelestinus";"Neolysandra coelestina";"UA";"No Red List available";
"Polyommatus coridon";"Lysandra coridon";"AD";"LC";
"Polyommatus coridon";"Lysandra coridon";"AL";"Unknown";
"Polyommatus coridon";"Lysandra coridon";"AT";"NT";
"Polyommatus coridon";"Lysandra coridon";"BA";"LC";
"Polyommatus coridon";"Lysandra coridon";"BE";"VU";
"Polyommatus coridon";"Lysandra coridon";"BG";"LC";
"Polyommatus coridon";"Lysandra coridon";"CH";"LC";
"Polyommatus coridon";"Lysandra coridon";"CZ";"LC";
"Polyommatus coridon";"Lysandra coridon";"DE";"LC";
"Polyommatus coridon";"Lysandra coridon";"GB";"NT";
"Polyommatus coridon";"Lysandra coridon";"GR";"LC";
"Polyommatus coridon";"Lysandra coridon";"HR";"LC";
"Polyommatus coridon";"Lysandra coridon";"HU";"LC";
"Polyommatus coridon";"Lysandra coridon";"IT";"LC";
"Polyommatus coridon";"Lysandra coridon";"LT";"DD";
"Polyommatus coridon";"Lysandra coridon";"LU";"NT";
"Polyommatus coridon";"Lysandra coridon";"MD";"No Red List available";
"Polyommatus coridon";"Lysandra coridon";"MK";"Unknown";
"Polyommatus coridon";"Lysandra coridon";"PL";"LC";
"Polyommatus coridon";"Lysandra coridon";"RS";"LC";
"Polyommatus coridon";"Lysandra coridon";"RU";"No Red List available";
"Polyommatus coridon";"Lysandra coridon";"SI";"LC";
"Polyommatus coridon";"Lysandra coridon";"SK";"LC";
"Polyommatus coridon";"Lysandra coridon";"UA";"No Red List available";
"Polyommatus corydonius";"Lysandra corydonius";"RU";"No Red List available";
"Polyommatus damocles";"Polyommatus damocles";"RU";"No Red List available";
"Polyommatus damon";"Polyommatus damon";"AD";"EN";
"Polyommatus damon";"Polyommatus damon";"AL";"VU";
"Polyommatus damon";"Polyommatus damon";"AT";"EN";
"Polyommatus damon";"Polyommatus damon";"BA";"NT";
"Polyommatus damon";"Polyommatus damon";"BG";"DD";
"Polyommatus damon";"Polyommatus damon";"CH";"VU";
"Polyommatus damon";"Polyommatus damon";"CZ";"CR";
"Polyommatus damon";"Polyommatus damon";"DE";"CR";
"Polyommatus damon";"Polyommatus damon";"FR";"LC";
"Polyommatus damon";"Polyommatus damon";"GR";"LC";
"Polyommatus damon";"Polyommatus damon";"HR";"VU";
"Polyommatus damon";"Polyommatus damon";"HU";"RE";
"Polyommatus damon";"Polyommatus damon";"IT";"LC";
"Polyommatus damon";"Polyommatus damon";"LV";"No Red List available";
"Polyommatus damon";"Polyommatus damon";"ME";"No Red List available";
"Polyommatus damon";"Polyommatus damon";"MK";"Unknown";
"Polyommatus damon";"Polyommatus damon";"PL";"RE";
"Polyommatus damon";"Polyommatus damon";"RO";"No Red List available";
"Polyommatus damon";"Polyommatus damon";"RS";"VU";
"Polyommatus damon";"Polyommatus damon";"RU";"No Red List available";
"Polyommatus damon";"Polyommatus damon";"UA";"No Red List available";
"Polyommatus damone";"Polyommatus damone";"RU";"No Red List available";
"Polyommatus damone";"Polyommatus damone";"UA";"No Red List available";
"Polyommatus dantchenkoi";"Polyommatus orphicus";"GR";"EN";
"Polyommatus daphnis";"Polyommatus daphnis";"AL";"Unknown";
"Polyommatus daphnis";"Polyommatus daphnis";"AT";"VU";
"Polyommatus daphnis";"Polyommatus daphnis";"BA";"LC";
"Polyommatus daphnis";"Polyommatus daphnis";"BG";"LC";
"Polyommatus daphnis";"Polyommatus daphnis";"BY";"Unknown";
"Polyommatus daphnis";"Polyommatus daphnis";"CH";"VU";
"Polyommatus daphnis";"Polyommatus daphnis";"CZ";"VU";
"Polyommatus daphnis";"Polyommatus daphnis";"DE";"VU";
"Polyommatus daphnis";"Polyommatus daphnis";"ES";"Unknown";
"Polyommatus daphnis";"Polyommatus daphnis";"FR";"LC";
"Polyommatus daphnis";"Polyommatus daphnis";"GR";"LC";
"Polyommatus daphnis";"Polyommatus daphnis";"HR";"LC";
"Polyommatus daphnis";"Polyommatus daphnis";"HU";"NT";
"Polyommatus daphnis";"Polyommatus daphnis";"IT";"LC";
"Polyommatus daphnis";"Polyommatus daphnis";"LT";"Unknown";
"Polyommatus daphnis";"Polyommatus daphnis";"MD";"No Red List available";
"Polyommatus daphnis";"Polyommatus daphnis";"ME";"No Red List available";
"Polyommatus daphnis";"Polyommatus daphnis";"MK";"Unknown";
"Polyommatus daphnis";"Polyommatus daphnis";"PL";"LC";
"Polyommatus daphnis";"Polyommatus daphnis";"RO";"No Red List available";
"Polyommatus daphnis";"Polyommatus daphnis";"RS";"VU";
"Polyommatus daphnis";"Polyommatus daphnis";"RU";"No Red List available";
"Polyommatus daphnis";"Polyommatus daphnis";"SI";"VU";
"Polyommatus daphnis";"Polyommatus daphnis";"SK";"EN";
"Polyommatus daphnis";"Polyommatus daphnis";"UA";"No Red List available";
"Polyommatus dolus";"Polyommatus dolus";"FR";"LC";
"Polyommatus dolus";"Polyommatus dolus";"IT";"NT";
"Polyommatus dorylas";"Polyommatus dorylas";"AD";"NT";
"Polyommatus dorylas";"Polyommatus dorylas";"AL";"Unknown";
"Polyommatus dorylas";"Polyommatus dorylas";"AT";"VU";
"Polyommatus dorylas";"Polyommatus dorylas";"BA";"NT";
"Polyommatus dorylas";"Polyommatus dorylas";"BE";"RE";
"Polyommatus dorylas";"Polyommatus dorylas";"BG";"LC";
"Polyommatus dorylas";"Polyommatus dorylas";"BY";"CR";
"Polyommatus dorylas";"Polyommatus dorylas";"CH";"NT";
"Polyommatus dorylas";"Polyommatus dorylas";"CZ";"EN";
"Polyommatus dorylas";"Polyommatus dorylas";"DE";"EN";
"Polyommatus dorylas";"Polyommatus dorylas";"ES";"Unknown";
"Polyommatus dorylas";"Polyommatus dorylas";"FR";"NT";
"Polyommatus dorylas";"Polyommatus dorylas";"GR";"LC";
"Polyommatus dorylas";"Polyommatus dorylas";"HR";"LC";
"Polyommatus dorylas";"Polyommatus dorylas";"HU";"NT";
"Polyommatus dorylas";"Polyommatus dorylas";"IT";"LC";
"Polyommatus dorylas";"Polyommatus dorylas";"LT";"NT";
"Polyommatus dorylas";"Polyommatus dorylas";"LU";"RE";
"Polyommatus dorylas";"Polyommatus dorylas";"ME";"No Red List available";
"Polyommatus dorylas";"Polyommatus dorylas";"MK";"Unknown";
"Polyommatus dorylas";"Polyommatus dorylas";"PL";"LC";
"Polyommatus dorylas";"Polyommatus dorylas";"RO";"No Red List available";
"Polyommatus dorylas";"Polyommatus dorylas";"RS";"NT";
"Polyommatus dorylas";"Polyommatus dorylas";"RU";"No Red List available";
"Polyommatus dorylas";"Polyommatus dorylas";"SE";"NT";
"Polyommatus dorylas";"Polyommatus dorylas";"SI";"LC";
"Polyommatus dorylas";"Polyommatus dorylas";"SK";"LC";
"Polyommatus dorylas";"Polyommatus dorylas";"UA";"No Red List available";
"Polyommatus eleniae";"Polyommatus orphicus";"GR";"NT";
"Polyommatus eroides";"Polyommatus eros";"AL";"CR";
"Polyommatus eroides";"Polyommatus eros";"CZ";"RE";
"Polyommatus eroides";"Polyommatus eros";"GR";"LC";
"Polyommatus eroides";"Polyommatus eros";"PL";"LC";
"Polyommatus eros";"Polyommatus eros";"AD";"VU";
"Polyommatus eros";"Polyommatus eros";"AT";"NT";
"Polyommatus eros";"Polyommatus eros";"BA";"NT";
"Polyommatus eros";"Polyommatus eros";"BG";"LC";
"Polyommatus eros";"Polyommatus eros";"BY";"CR";
"Polyommatus eros";"Polyommatus eros";"CH";"LC";
"Polyommatus eros";"Polyommatus eros";"DE";"R";
"Polyommatus eros";"Polyommatus eros";"ES";"Unknown";
"Polyommatus eros";"Polyommatus eros";"FR";"LC";
"Polyommatus eros";"Polyommatus eros";"HR";"LC";
"Polyommatus eros";"Polyommatus eros";"IT";"LC";
"Polyommatus eros";"Polyommatus eros";"LI";"No Red List available";
"Polyommatus eros";"Polyommatus eros";"ME";"No Red List available";
"Polyommatus eros";"Polyommatus eros";"MK";"Unknown";
"Polyommatus eros";"Polyommatus eros";"RS";"Unknown";
"Polyommatus eros";"Polyommatus eros";"RU";"No Red List available";
"Polyommatus eros";"Polyommatus eros";"SK";"EN";
"Polyommatus eros";"Polyommatus eros";"UA";"No Red List available";
"Polyommatus escheri";"Polyommatus escheri";"AD";"LC";
"Polyommatus escheri";"Polyommatus escheri";"AL";"Unknown";
"Polyommatus escheri";"Polyommatus escheri";"BA";"LC";
"Polyommatus escheri";"Polyommatus escheri";"BG";"LC";
"Polyommatus escheri";"Polyommatus escheri";"CH";"VU";
"Polyommatus escheri";"Polyommatus escheri";"ES";"Unknown";
"Polyommatus escheri";"Polyommatus escheri";"FR";"LC";
"Polyommatus escheri";"Polyommatus escheri";"GR";"LC";
"Polyommatus escheri";"Polyommatus escheri";"HR";"LC";
"Polyommatus escheri";"Polyommatus escheri";"IT";"LC";
"Polyommatus escheri";"Polyommatus escheri";"ME";"No Red List available";
"Polyommatus escheri";"Polyommatus escheri";"MK";"Unknown";
"Polyommatus escheri";"Polyommatus escheri";"SI";"VU";
"Polyommatus exuberans";"Polyommatus ripartii";"IT";"EN";
"Polyommatus galloi";"Polyommatus ripartii";"IT";"VU";
"Polyommatus gennargenti";"Lysandra coridon";"IT";"EN";
"Polyommatus golgus";"Polyommatus golgus";"ES";"EN";
"Polyommatus hispanus";"Lysandra hispana";"IT";"LC";
"Polyommatus humedasae";"Polyommatus humedasae";"IT";"EN";"Endemic (Italy)"
"Polyommatus icarius";"Polyommatus amandus";"IT";"LC";
"Polyommatus icarus";"Polyommatus icarus";"AD";"LC";
"Polyommatus icarus";"Polyommatus icarus";"AL";"Unknown";
"Polyommatus icarus";"Polyommatus icarus";"AT";"LC";
"Polyommatus icarus";"Polyommatus icarus";"BA";"LC";
"Polyommatus icarus";"Polyommatus icarus";"BE";"LC";
"Polyommatus icarus";"Polyommatus icarus";"BG";"LC";
"Polyommatus icarus";"Polyommatus icarus";"BY";"Unknown";
"Polyommatus icarus";"Polyommatus icarus";"CH";"LC";
"Polyommatus icarus";"Polyommatus icarus";"CY";"No Red List available";
"Polyommatus icarus";"Polyommatus icarus";"CZ";"LC";
"Polyommatus icarus";"Polyommatus icarus";"DE";"LC";
"Polyommatus icarus";"Polyommatus icarus";"DK";"LC";
"Polyommatus icarus";"Polyommatus icarus";"EE";"No Red List available";
"Polyommatus icarus";"Polyommatus icarus";"ES";"Unknown";
"Polyommatus icarus";"Polyommatus icarus";"FI";"LC";
"Polyommatus icarus";"Polyommatus icarus";"FR";"LC";
"Polyommatus icarus";"Polyommatus icarus";"GB";"LC";
"Polyommatus icarus";"Polyommatus icarus";"GR";"LC";
"Polyommatus icarus";"Polyommatus icarus";"HR";"LC";
"Polyommatus icarus";"Polyommatus icarus";"HU";"LC";
"Polyommatus icarus";"Polyommatus icarus";"IE";"LC";
"Polyommatus icarus";"Polyommatus icarus";"IT";"LC";
"Polyommatus icarus";"Polyommatus icarus";"LI";"No Red List available";
"Polyommatus icarus";"Polyommatus icarus";"LT";"Unknown";
"Polyommatus icarus";"Polyommatus icarus";"LU";"LC";
"Polyommatus icarus";"Polyommatus icarus";"LV";"No Red List available";
"Polyommatus icarus";"Polyommatus icarus";"MD";"No Red List available";
"Polyommatus icarus";"Polyommatus icarus";"ME";"No Red List available";
"Polyommatus icarus";"Polyommatus icarus";"MK";"Unknown";
"Polyommatus icarus";"Polyommatus icarus";"NL";"LC";
"Polyommatus icarus";"Polyommatus icarus";"NO";"LC";
"Polyommatus icarus";"Polyommatus icarus";"PL";"LC";
"Polyommatus icarus";"Polyommatus icarus";"PT";"No Red List available";
"Polyommatus icarus";"Polyommatus icarus";"RO";"No Red List available";
"Polyommatus icarus";"Polyommatus icarus";"RS";"LC";
"Polyommatus icarus";"Polyommatus icarus";"RU";"No Red List available";
"Polyommatus icarus";"Polyommatus icarus";"SE";"LC";
"Polyommatus icarus";"Polyommatus icarus";"SI";"LC";
"Polyommatus icarus";"Polyommatus icarus";"SK";"LC";
"Polyommatus icarus";"Polyommatus icarus";"UA";"No Red List available";
"Polyommatus iphigenia";"Polyommatus iphigenia";"GR";"EN";
"Polyommatus menelaos";"Polyommatus eros";"GR";"VU";
"Polyommatus nephohiptamenos";"Polyommatus nephohiptamenos";"BG";"EN";
"Polyommatus nephohiptamenos";"Polyommatus nephohiptamenos";"GR";"VU";
"Polyommatus nivescens";"Polyommatus nivescens";"ES";"Unknown";"Endemic (Spain)"
"Polyommatus orphicus";"Polyommatus orphicus";"BG";"EN";
"Polyommatus orphicus";"Polyommatus orphicus";"MK";"Unknown";
"Polyommatus ripartii";"Polyommatus ripartii";"AL";"Unknown";
"Polyommatus ripartii";"Polyommatus ripartii";"BA";"VU";
"Polyommatus ripartii";"Polyommatus ripartii";"BG";"LC";
"Polyommatus ripartii";"Polyommatus ripartii";"FR";"LC";
"Polyommatus ripartii";"Polyommatus ripartii";"GR";"LC";
"Polyommatus ripartii";"Polyommatus ripartii";"HR";"LC";
"Polyommatus ripartii";"Polyommatus ripartii";"IT";"NT";
"Polyommatus ripartii";"Polyommatus ripartii";"MK";"Unknown";
"Polyommatus ripartii";"Polyommatus ripartii";"PL";"CR";
"Polyommatus ripartii";"Polyommatus ripartii";"RO";"No Red List available";
"Polyommatus ripartii";"Polyommatus ripartii";"RS";"NT";
"Polyommatus ripartii";"Polyommatus ripartii";"RU";"No Red List available";
"Polyommatus ripartii";"Polyommatus ripartii";"UA";"No Red List available";
"Polyommatus sagratrox";"Polyommatus golgus";"ES";"Unknown";
"Polyommatus semiargus";"Cyaniris semiargus";"AD";"LC";
"Polyommatus semiargus";"Cyaniris semiargus";"AT";"LC";
"Polyommatus semiargus";"Cyaniris semiargus";"BG";"LC";
"Polyommatus semiargus";"Cyaniris semiargus";"CH";"LC";
"Polyommatus semiargus";"Cyaniris semiargus";"DE";"LC";
"Polyommatus semiargus";"Cyaniris semiargus";"GR";"LC";
"Polyommatus semiargus";"Cyaniris semiargus";"HU";"LC";
"Polyommatus semiargus";"Cyaniris semiargus";"LU";"NT";
"Polyommatus semiargus";"Cyaniris semiargus";"PT";"No Red List available";
"Polyommatus semiargus";"Cyaniris semiargus";"RU";"No Red List available";
"Polyommatus semiargus";"Cyaniris semiargus";"SK";"LC";
"Polyommatus slovacus";"Lysandra coridon";"SK";"NE";
"Polyommatus thersites";"Polyommatus thersites";"AD";"NT";
"Polyommatus thersites";"Polyommatus thersites";"AL";"Unknown";
"Polyommatus thersites";"Polyommatus thersites";"AT";"VU";
"Polyommatus thersites";"Polyommatus thersites";"BA";"NT";
"Polyommatus thersites";"Polyommatus thersites";"BE";"RE";
"Polyommatus thersites";"Polyommatus thersites";"BG";"LC";
"Polyommatus thersites";"Polyommatus thersites";"CH";"VU";
"Polyommatus thersites";"Polyommatus thersites";"CZ";"VU";
"Polyommatus thersites";"Polyommatus thersites";"DE";"VU";
"Polyommatus thersites";"Polyommatus thersites";"ES";"Unknown";
"Polyommatus thersites";"Polyommatus thersites";"FR";"LC";
"Polyommatus thersites";"Polyommatus thersites";"GR";"LC";
"Polyommatus thersites";"Polyommatus thersites";"HR";"NT";
"Polyommatus thersites";"Polyommatus thersites";"HU";"NT";
"Polyommatus thersites";"Polyommatus thersites";"IT";"LC";
"Polyommatus thersites";"Polyommatus thersites";"MD";"No Red List available";
"Polyommatus thersites";"Polyommatus thersites";"ME";"No Red List available";
"Polyommatus thersites";"Polyommatus thersites";"MK";"Unknown";
"Polyommatus thersites";"Polyommatus thersites";"MT";"No Red List available";
"Polyommatus thersites";"Polyommatus thersites";"PL";"EN";
"Polyommatus thersites";"Polyommatus thersites";"PT";"No Red List available";
"Polyommatus thersites";"Polyommatus thersites";"RO";"No Red List available";
"Polyommatus thersites";"Polyommatus thersites";"RS";"DD";
"Polyommatus thersites";"Polyommatus thersites";"RU";"No Red List available";
"Polyommatus thersites";"Polyommatus thersites";"SI";"EN";
"Polyommatus thersites";"Polyommatus thersites";"SK";"DD";
"Polyommatus thersites";"Polyommatus thersites";"UA";"No Red List available";
"Polyommatus timfristos";"Polyommatus timfristos";"GR";"Unknown";"Endemic (Greece)"
"Polyommatus virgilius";"Polyommatus dolus";"IT";"LC";
"Pontia callidice";"Pontia callidice";"AD";"NT";
"Pontia callidice";"Pontia callidice";"AT";"NT";
"Pontia callidice";"Pontia callidice";"CH";"NT";
"Pontia callidice";"Pontia callidice";"DE";"R";
"Pontia callidice";"Pontia callidice";"ES";"Unknown";
"Pontia callidice";"Pontia callidice";"FI";"Unknown";
"Pontia callidice";"Pontia callidice";"FR";"LC";
"Pontia callidice";"Pontia callidice";"LI";"No Red List available";
"Pontia callidice";"Pontia callidice";"RU";"No Red List available";
"Pontia chloridice";"Pontia chloridice";"AL";"NT";
"Pontia chloridice";"Pontia chloridice";"BG";"VU";
"Pontia chloridice";"Pontia chloridice";"CY";"No Red List available";
"Pontia chloridice";"Pontia chloridice";"GR";"VU";
"Pontia chloridice";"Pontia chloridice";"MK";"VU";
"Pontia chloridice";"Pontia chloridice";"RU";"No Red List available";
"Pontia chloridice";"Pontia chloridice";"UA";"No Red List available";
"Pontia daplidice";"Pontia daplidice";"AD";"LC";
